dpi,time,inoc,nutrient,round,replicate,aphid_mass.mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,quant_s
16,4,PAV,N+P,2,3,154.79999999999998,124.63197067929325,19293.029061154593,low,8/18/15,8/19/15,8/21/15,8/21/15,1,0,NA,NA,NA,shoot,2.4.PAV.N+P.3.low,1,1,0,0,0,1,1,-0.4110823606905563,-0.18616661039214397
16,4,PAV,N+P,2,3,154.79999999999998,124.63197067929325,19293.029061154593,N,8/18/15,8/19/15,8/21/15,8/21/15,0.5,1,NA,NA,NA,shoot,2.4.PAV.N+P.3.N,1,1,1,0,0,1,0,-0.4110823606905563,-0.18616661039214397
16,4,PAV,N+P,2,3,154.79999999999998,124.63197067929325,19293.029061154593,N+P,8/18/15,8/19/15,8/21/15,8/21/15,1,0,NA,NA,NA,shoot,2.4.PAV.N+P.3.N+P,1,1,1,1,0,1,1,-0.4110823606905563,-0.18616661039214397
16,4,PAV,N+P,2,3,154.79999999999998,124.63197067929325,19293.029061154593,P,8/18/15,8/19/15,8/21/15,8/21/15,1,0,NA,NA,NA,shoot,2.4.PAV.N+P.3.P,1,1,0,1,0,1,1,-0.4110823606905563,-0.18616661039214397
16,4,PAV,N+P,4,5,116.1,86.29975007807843,10019.400984064905,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.4.PAV.N+P.5.low,1,1,0,0,0,1,1,-0.49983581040007224,-0.3058471337759471
16,4,PAV,N+P,4,5,116.1,86.29975007807843,10019.400984064905,N,2/11/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.4.PAV.N+P.5.N,1,1,1,0,0,0,0,-0.49983581040007224,-0.3058471337759471
16,4,PAV,N+P,4,5,116.1,86.29975007807843,10019.400984064905,N+P,3/28/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,4.4.PAV.N+P.5.N+P,1,1,1,1,0,0,0,-0.49983581040007224,-0.3058471337759471
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,low,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.low,0,0,0,0,1,1,1,0.060401443380837055,-0.28560737363395855
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,N,2/24/16,2/26/16,2/26/16,2/26/16,0,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.N,0,0,1,0,1,0,0,0.060401443380837055,-0.28560737363395855
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,N+P,2/24/16,2/26/16,2/26/16,2/26/16,0,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.N+P,0,0,1,1,1,0,0,0.060401443380837055,-0.28560737363395855
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,low,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.low,0,1,0,0,1,1,1,-0.5438012920981228,-0.35818686380531617
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,N,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.N,0,1,1,0,1,1,1,-0.5438012920981228,-0.35818686380531617
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,N+P,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.N+P,0,1,1,1,1,1,1,-0.5438012920981228,-0.35818686380531617
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,P,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.P,0,1,0,1,1,1,1,-0.5438012920981228,-0.35818686380531617
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.N,1,1,1,0,1,0,0,0.32011895793292355,0.07129351970472908
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.N+P,1,1,1,1,1,1,1,0.32011895793292355,0.07129351970472908
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.P,1,1,0,1,1,1,1,0.32011895793292355,0.07129351970472908
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,N,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.N,1,1,1,0,1,0,0,-0.4816315274515623,-0.3432826263834048
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,N+P,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.N+P,1,1,1,1,1,0,0,-0.4816315274515623,-0.3432826263834048
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,P,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.P,1,1,0,1,1,0,0,-0.4816315274515623,-0.3432826263834048
19,5,PAV,low,2,3,56.7,349.37005646746223,19809.28220170511,low,2/23/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.low.3.low,0,0,0,0,0,1,1,0.10927049343501413,-0.1795041212836733
19,5,PAV,low,2,3,56.7,349.37005646746223,19809.28220170511,N+P,2/23/16,2/26/16,2/26/16,2/26/16,0.5,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.low.3.N+P,0,0,1,1,0,1,0,0.10927049343501413,-0.1795041212836733
19,5,PAV,low,2,3,56.7,349.37005646746223,19809.28220170511,P,2/23/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.low.3.P,0,0,0,1,0,1,1,0.10927049343501413,-0.1795041212836733
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,low,2/16/15,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,3.5.PAV.low.4.low,0,0,0,0,0,0,0,-0.5247926932804965,-0.3306714698358359
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.low.4.N,0,0,1,0,0,1,1,-0.5247926932804965,-0.3306714698358359
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,N+P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.low.4.N+P,0,0,1,1,0,1,1,-0.5247926932804965,-0.3306714698358359
19,5,PAV,P,2,3,57.6,86.13005103488055,4961.09093960912,low,2/23/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.P.3.low,0,1,0,0,0,0,0,-0.5002287272533092,-0.37112699927471543
19,5,PAV,P,2,3,57.6,86.13005103488055,4961.09093960912,N,2/23/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.P.3.N,0,1,1,0,0,1,1,-0.5002287272533092,-0.37112699927471543
19,5,PAV,P,2,3,57.6,86.13005103488055,4961.09093960912,P,2/23/16,2/26/16,2/26/16,2/26/16,0,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.P.3.P,0,1,0,1,0,0,0,-0.5002287272533092,-0.37112699927471543
19,5,PAV,P,3,4,105.39999999999999,84.66629094165098,8923.827065250012,low,2/29/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,3.5.PAV.P.4.low,0,1,0,0,0,0,0,-0.5036178801848024,-0.3199860294615889
19,5,PAV,P,3,4,105.39999999999999,84.66629094165098,8923.827065250012,P,2/29/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,3.5.PAV.P.4.P,0,1,0,1,0,0,0,-0.5036178801848024,-0.3199860294615889
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.low,0,1,0,0,0,1,1,-0.3494398046671798,-0.3285720084512572
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.N,0,1,1,0,0,1,1,-0.3494398046671798,-0.3285720084512572
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,N+P,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.N+P,0,1,1,1,0,1,1,-0.3494398046671798,-0.3285720084512572
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.P,0,1,0,1,0,1,1,-0.3494398046671798,-0.3285720084512572
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.N.4.N,1,0,1,0,0,1,1,-0.20163528746730297,-0.03015521003855986
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,N+P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.N.4.N+P,1,0,1,1,0,1,1,-0.20163528746730297,-0.03015521003855986
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,P,2/16/15,2/19/16,2/19/16,2/19/16,0.5,0,NA,NA,NA,shoot,3.5.PAV.N.4.P,1,0,0,1,0,1,0,-0.20163528746730297,-0.03015521003855986
19,5,PAV,N,4,5,77.8,189.68139407839067,14757.212459298793,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N.5.N,1,0,1,0,0,1,1,-0.2604685784015692,-0.24470345275529015
19,5,PAV,N,4,5,77.8,189.68139407839067,14757.212459298793,N+P,2/22/16,2/26/16,2/26/16,2/26/16,0.5,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N.5.N+P,1,0,1,1,0,1,0,-0.2604685784015692,-0.24470345275529015
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,low,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.low,1,1,0,0,0,1,1,-0.3684295497294407,-0.17539567153395766
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,N,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.N,1,1,1,0,0,1,1,-0.3684295497294407,-0.17539567153395766
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,N+P,2/23/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.N+P,1,1,1,1,0,1,1,-0.3684295497294407,-0.17539567153395766
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,P,2/23/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.P,1,1,0,1,0,1,0,-0.3684295497294407,-0.17539567153395766
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.low,1,1,0,0,0,1,1,-0.33262289968064934,-0.0519827452745305
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,N,2/22/16,2/26/16,2/26/16,2/26/16,0,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.N,1,1,1,0,0,0,0,-0.33262289968064934,-0.0519827452745305
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,N+P,2/22/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.N+P,1,1,1,1,0,0,0,-0.33262289968064934,-0.0519827452745305
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,P,2/22/16,2/26/16,2/26/16,2/26/16,0,1,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.P,1,1,0,1,0,0,0,-0.33262289968064934,-0.0519827452745305
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,low,3/8/16,3/11/16,3/13/16,3/13/16,0,0,NA,NA,NA,shoot,2.6.coinfection.low.3.low,0,0,0,0,1,0,0,0.8372811886232312,-0.10962211223600607
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.low.3.N+P,0,0,1,1,1,1,1,0.8372811886232312,-0.10962211223600607
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,P,3/8/16,3/11/16,3/13/16,3/13/16,1,0,NA,NA,NA,shoot,2.6.coinfection.low.3.P,0,0,0,1,1,1,1,0.8372811886232312,-0.10962211223600607
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,low,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.6.coinfection.P.5.low,0,1,0,0,1,0,0,0.31162683568991384,0.1251339213901284
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.6.coinfection.P.5.N,0,1,1,0,1,1,1,0.31162683568991384,0.1251339213901284
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.6.coinfection.P.5.N+P,0,1,1,1,1,1,1,0.31162683568991384,0.1251339213901284
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,P,2/8/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.6.coinfection.P.5.P,0,1,0,1,1,1,1,0.31162683568991384,0.1251339213901284
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,low,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.6.coinfection.N.3.low,1,0,0,0,1,0,0,0.8715725227459659,0.29874430867577756
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,N,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.N.3.N,1,0,1,0,1,1,1,0.8715725227459659,0.29874430867577756
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.N.3.N+P,1,0,1,1,1,1,1,0.8715725227459659,0.29874430867577756
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,P,3/8/16,3/11/16,3/13/16,3/13/16,1,0.5,NA,NA,NA,shoot,2.6.coinfection.N.3.P,1,0,0,1,1,1,1,0.8715725227459659,0.29874430867577756
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,low,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.coinfection.N.5.low,1,0,0,0,1,1,1,3.9471339480963334,3.095062099711345
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,N,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.N,1,0,1,0,1,1,1,3.9471339480963334,3.095062099711345
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,N+P,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.N+P,1,0,1,1,1,1,1,3.9471339480963334,3.095062099711345
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,P,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.P,1,0,0,1,1,1,1,3.9471339480963334,3.095062099711345
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,low,8/18/15,8/19/15,8/21/15,8/21/15,1,0,NA,NA,NA,shoot,3.6.coinfection.N+P.4.low,1,1,0,0,1,1,1,-0.5345930759649516,-0.32364721040005806
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,N,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.N,1,1,1,0,1,1,1,-0.5345930759649516,-0.32364721040005806
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,N+P,8/18/15,8/19/15,8/21/15,8/21/15,0.5,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.N+P,1,1,1,1,1,1,0,-0.5345930759649516,-0.32364721040005806
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,P,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.P,1,1,0,1,1,1,1,-0.5345930759649516,-0.32364721040005806
22,6,PAV,low,2,3,65.3,68.84611499298292,4495.651309041785,low,2/23/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.6.PAV.low.3.low,0,0,0,0,0,1,0,-0.5402475136480749,-0.377133716184948
22,6,PAV,low,2,3,65.3,68.84611499298292,4495.651309041785,N,2/23/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.6.PAV.low.3.N,0,0,1,0,0,0,0,-0.5402475136480749,-0.377133716184948
22,6,PAV,low,2,3,65.3,68.84611499298292,4495.651309041785,N+P,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.6.PAV.low.3.N+P,0,0,1,1,0,1,1,-0.5402475136480749,-0.377133716184948
22,6,PAV,low,3,4,120.5,80.92423621512188,9751.370463922187,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.6.PAV.low.4.low,0,0,0,0,0,1,1,-0.5122821386277565,-0.30930619345214455
22,6,PAV,low,3,4,120.5,80.92423621512188,9751.370463922187,N,2/11/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,3.6.PAV.low.4.N,0,0,1,0,0,0,0,-0.5122821386277565,-0.30930619345214455
22,6,PAV,low,3,4,120.5,80.92423621512188,9751.370463922187,N+P,2/11/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.6.PAV.low.4.N+P,0,0,1,1,0,1,1,-0.5122821386277565,-0.30930619345214455
22,6,PAV,low,4,5,154.29999999999998,90.66742051796099,13989.982985921379,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.low.5.low,0,0,0,0,0,1,1,-0.48972301722884726,-0.2546049092473975
22,6,PAV,low,4,5,154.29999999999998,90.66742051796099,13989.982985921379,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.low.5.N,0,0,1,0,0,1,1,-0.48972301722884726,-0.2546049092473975
22,6,PAV,low,4,5,154.29999999999998,90.66742051796099,13989.982985921379,N+P,2/22/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.low.5.N+P,0,0,1,1,0,1,1,-0.48972301722884726,-0.2546049092473975
22,6,PAV,low,4,5,154.29999999999998,90.66742051796099,13989.982985921379,P,2/22/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.low.5.P,0,0,0,1,0,1,0,-0.48972301722884726,-0.2546049092473975
22,6,PAV,P,3,4,92.39999999999999,205.71592865802484,19008.151808001494,low,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.P.4.low,0,1,0,0,0,1,1,-0.22334262441016503,-0.1898430850657113
22,6,PAV,P,3,4,92.39999999999999,205.71592865802484,19008.151808001494,P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.P.4.P,0,1,0,1,0,1,1,-0.22334262441016503,-0.1898430850657113
22,6,PAV,P,4,5,124.5,84.39598914300309,10507.300648303884,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.P.5.low,0,1,0,0,0,1,1,-0.5042437301020891,-0.29955055958842286
22,6,PAV,P,4,5,124.5,84.39598914300309,10507.300648303884,N,2/22/16,2/26/16,2/26/16,2/26/16,0.5,1,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.P.5.N,0,1,1,0,0,1,0,-0.5042437301020891,-0.29955055958842286
22,6,PAV,N,3,4,88.9,107.33398863284563,9541.991589459978,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.N.4.N,1,0,1,0,0,1,1,-0.45113366884740347,-0.3120083261097023
22,6,PAV,N,3,4,88.9,107.33398863284563,9541.991589459978,N+P,2/16/15,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,3.6.PAV.N.4.N+P,1,0,1,1,0,1,1,-0.45113366884740347,-0.3120083261097023
22,6,PAV,N,3,4,88.9,107.33398863284563,9541.991589459978,P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.N.4.P,1,0,0,1,0,1,1,-0.45113366884740347,-0.3120083261097023
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,low,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.low,1,0,0,0,0,1,1,-0.2929829631657843,-0.23364273082624415
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,N,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.N,1,0,1,0,0,1,1,-0.2929829631657843,-0.23364273082624415
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,N+P,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.PAV.N.5.N+P,1,0,1,1,0,1,1,-0.2929829631657843,-0.23364273082624415
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,P,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.P,1,0,0,1,0,1,1,-0.2929829631657843,-0.23364273082624415
22,6,PAV,N+P,3,4,133.5,402.4233657957694,53723.51933373522,low,12/15/15,1/6/16,1/7/16,1/7/16,0,0,NA,NA,PAV ctrl didn't show up,shoot,3.6.PAV.N+P.4.low,1,1,0,0,0,0,0,0.23210877797843754,0.2581750282771268
22,6,PAV,N+P,3,4,133.5,402.4233657957694,53723.51933373522,N,12/15/15,1/6/16,1/7/16,1/7/16,1,1,NA,NA,PAV ctrl didn't show up,shoot,3.6.PAV.N+P.4.N,1,1,1,0,0,1,1,0.23210877797843754,0.2581750282771268
22,6,PAV,N+P,3,4,133.5,402.4233657957694,53723.51933373522,P,12/15/15,1/6/16,1/7/16,1/7/16,0,0,NA,NA,PAV ctrl didn't show up,shoot,3.6.PAV.N+P.4.P,1,1,0,1,0,0,0,0.23210877797843754,0.2581750282771268
22,6,PAV,N+P,4,5,202.2,390.5464910043019,78968.50048106984,low,2/22/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.N+P.5.low,1,1,0,0,0,1,1,0.20460936383081776,0.5839733599992487
22,6,PAV,N+P,4,5,202.2,390.5464910043019,78968.50048106984,N,2/22/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.N+P.5.N,1,1,1,0,0,1,1,0.20460936383081776,0.5839733599992487
22,6,PAV,N+P,4,5,202.2,390.5464910043019,78968.50048106984,N+P,2/22/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.N+P.5.N+P,1,1,1,1,0,1,1,0.20460936383081776,0.5839733599992487
22,6,PAV,N+P,4,5,202.2,390.5464910043019,78968.50048106984,P,2/22/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.N+P.5.P,1,1,0,1,0,0,0,0.20460936383081776,0.5839733599992487
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,low,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.low,0,0,0,0,1,1,1,-0.3168478050869153,-0.32356073978305994
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.N+P,0,0,1,1,1,1,1,-0.3168478050869153,-0.32356073978305994
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.P,0,0,0,1,1,1,1,-0.3168478050869153,-0.32356073978305994
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,low,2/8/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.7.coinfection.low.5.low,0,0,0,0,1,1,0,-0.49045141614354304,-0.3002407236791436
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,N,2/8/16,2/12/16,2/12/16,2/12/16,0.5,0.5,NA,NA,NA,shoot,4.7.coinfection.low.5.N,0,0,1,0,1,1,0,-0.49045141614354304,-0.3002407236791436
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,N+P,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.low.5.N+P,0,0,1,1,1,0,0,-0.49045141614354304,-0.3002407236791436
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.7.coinfection.low.5.P,0,0,0,1,1,1,1,-0.49045141614354304,-0.3002407236791436
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,low,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.low,0,1,0,0,1,0,0,-0.15688333222083722,0.02802006219594622
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,N,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.N,0,1,1,0,1,0,0,-0.15688333222083722,0.02802006219594622
