target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass_g,root_mass_g,leaf_area_mm2,leaves,mass_ext_mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,present
PAV,12,3,PAV,1,1,N+P,4,5,43PAVN+P5shoot,0.4052,0.0206,1754.098,3,51.3,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.81934738,6569.04517,6569.04517,0,0,1
PAV,16,4,coinfection,0,0,low,1,2,14coinfectionlow2shoot,0.3299,0.0285,1503.965,3,48.8,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,46.06930161,51.27383849,0,1,1,0
PAV,16,4,coinfection,0,0,low,2,3,24coinfectionlow3shoot,0.2307,0.0219,1318.572,2,48,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,36.37198512,15557.99567,15557.99567,0,1,1
PAV,16,4,coinfection,0,0,low,4,5,44coinfectionlow5shoot,0.2351,0.0119,1381.174,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,36.36163203,28744.29376,28744.29376,0,1,1
PAV,16,4,coinfection,0,0,low,5,6,54coinfectionlow6shoot,0.2779,0.0145,NA,NA,48.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,39.49662018,8021.154065,8021.154065,0,1,1
PAV,16,4,coinfection,0,1,P,1,1,14coinfectionP1shoot,0.162,0.0177,1013.252,3,49,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,37.90129471,28133.9041,28133.9041,0,1,1
PAV,16,4,coinfection,0,1,P,1,2,14coinfectionP2shoot,0.2148,0.0143,1269.182,2,50.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,39.57015228,4915.337803,4915.337803,0,1,1
PAV,16,4,coinfection,0,1,P,2,3,24coinfectionP3shoot,0.2406,0.0303,1371.648,2,47.8,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,37.83710671,11328.87536,11328.87536,0,1,1
PAV,16,4,coinfection,0,1,P,4,5,44coinfectionP5shoot,0.2166,0.0104,1132.831,2,50.7,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,42.10806656,421.8597433,0,1,1,0
PAV,16,4,coinfection,0,1,P,4,5,44coinfectionP5shoot,0.2166,0.0104,1132.831,2,50.7,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1,1,0
PAV,16,4,coinfection,0,1,P,5,6,54coinfectionP6shoot,0.2406,0.0169,NA,NA,53.2,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,NaN,NaN,0,1,1,0
PAV,16,4,coinfection,1,0,N,1,1,14coinfectionN1shoot,0.1879,0.0112,1183.528,2,49,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,36.114947,30260.87729,30260.87729,0,1,1
PAV,16,4,coinfection,1,0,N,1,2,14coinfectionN2shoot,0.1954,0.0165,1107.498,2,51.1,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,38.07861201,8595.233223,8595.233223,0,1,1
PAV,16,4,coinfection,1,0,N,2,3,24coinfectionN3shoot,0.1457,0.208,726.109,1,45.9,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,44.66738892,236.907364,0,1,1,0
PAV,16,4,coinfection,1,0,N,4,5,44coinfectionN5shoot,0.2694,0.012,1388.24,3,48.7,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,39.43053627,7741.857932,7741.857932,0,1,1
PAV,16,4,coinfection,1,0,N,5,6,54coinfectionN6shoot,0.4048,0.0235,NA,NA,51.8,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,41.83728981,1745.849556,0,1,1,0
PAV,16,4,coinfection,1,1,N+P,1,1,14coinfectionN+P1shoot,0.0747,0.0047,556.33,2,45.7,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,36.51997884,25696.78604,25696.78604,0,1,1
PAV,16,4,coinfection,1,1,N+P,1,2,14coinfectionN+P2shoot,0.2163,0.0172,1225.169,2,48.5,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,39.62172572,6816.503271,6816.503271,0,1,1
PAV,16,4,coinfection,1,1,N+P,2,3,24coinfectionN+P3shoot,0.1276,0.0199,826.153,2,47.9,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,36.88676326,14405.08219,14405.08219,0,1,1
PAV,16,4,coinfection,1,1,N+P,4,5,44coinfectionN+P5shoot,0.4513,0.0197,1792.659,3,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,NaN,NaN,0,1,1,0
PAV,16,4,coinfection,1,1,N+P,5,6,54coinfectionN+P6shoot,0.4169,0.0174,NA,NA,49.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,43.1819725,727.0507318,0,1,1,0
PAV,16,4,coinfection,1,1,N+P,5,7,54coinfectionN+P7shoot,0.3523,0.0245,NA,NA,47.4,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,42.89390182,877.1353844,0,1,1,0
PAV,16,4,PAV,0,0,low,1,1,14PAVlow1shoot,0.2673,0.016,1320.048,2,52.1,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.26877213,4631.138072,4631.138072,0,0,1
PAV,16,4,PAV,0,0,low,1,2,14PAVlow2shoot,0.1659,0.0128,1033.327,2,52.8,2800,48.97662263,-3.35880909,NA,NA,NA,13,37.09537888,3446.182044,3446.182044,0,0,1
PAV,16,4,PAV,0,0,low,2,3,24PAVlow3shoot,0.1641,0.0217,881.772,3,47.6,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.97555796,7425.683229,7425.683229,0,0,1
PAV,16,4,PAV,0,0,low,4,5,44PAVlow5shoot,0.1971,0.0126,976.667,2,48,2800,51.17425542,-3.351718139,NA,NA,NA,42,48.71644211,5.411273959,0,1,0,0
PAV,16,4,PAV,0,0,low,4,5,44PAVlow5shoot,0.1971,0.0126,976.667,2,48,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1,0,0
PAV,16,4,PAV,0,0,low,5,6,54PAVlow6shoot,0.3116,0.0222,NA,NA,51.1,2800,51.17425542,-3.351718139,NA,NA,NA,42,42.16539955,487.3401345,0,1,0,0
PAV,16,4,PAV,0,1,P,1,1,14PAVP1shoot,0.31,0.0225,1534.957,3,48.8,2800,50.34818138,-3.357441966,NA,NA,NA,14,40.96083069,625.148234,0,1,0,0
PAV,16,4,PAV,0,1,P,1,2,14PAVP2shoot,0.2613,0.0135,1316.942,3,46.4,2800,48.97662263,-3.35880909,NA,NA,NA,13,36.77183151,4301.95851,4301.95851,0,0,1
PAV,16,4,PAV,0,1,P,2,3,24PAVP3shoot,0.1953,0.0275,1125.444,2,52.6,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,35.13006083,40752.71416,40752.71416,0,0,1
PAV,16,4,PAV,0,1,P,4,5,44PAVP5shoot,0.3841,0.0171,1741.51,3,53.3,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.51055399,10213.61603,10213.61603,0,0,1
PAV,16,4,PAV,0,1,P,5,6,54PAVP6shoot,0.2093,0.0174,NA,NA,54.1,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.44876989,82274.86813,82274.86813,0,0,1
PAV,16,4,PAV,0,1,P,5,7,54PAVP7shoot,0.2393,0.0191,NA,NA,46,2800,51.17425542,-3.351718139,NA,NA,NA,42,40.08744621,2031.415637,0,1,0,0
PAV,16,4,PAV,1,0,N,1,1,14PAVN1shoot,0.3526,0.019,1686.697,3,51.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.84247589,6465.407907,6465.407907,0,0,1
PAV,16,4,PAV,1,0,N,1,2,14PAVN2shoot,0.2391,0.0143,1477.746,2,47.7,2800,49.60374996,-3.348891958,NA,NA,NA,15,46.21804301,10.25635833,0,1,0,0
PAV,16,4,PAV,1,0,N,2,3,24PAVN3shoot,0.0378,0.0046,100.158,1,29.6,2800,50.34818138,-3.357441966,NA,NA,NA,14,37.60316086,6252.459371,6252.459371,0,0,1
PAV,16,4,PAV,1,0,N,4,5,44PAVN5shoot,0.3347,0.0121,1637.13,2,48,2800,50.34818138,-3.357441966,NA,NA,NA,14,42.44679006,225.6296897,0,1,0,0
PAV,16,4,PAV,1,0,N,4,5,44PAVN5shoot,0.3347,0.0121,1637.13,2,48,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1,0,0
PAV,16,4,PAV,1,0,N,5,6,54PAVN6shoot,0.2622,0.0181,NA,NA,51.4,2800,53.47020321,-3.462972132,NA,NA,NA,36,35.77794012,128523.4075,128523.4075,0,0,1
PAV,16,4,PAV,1,1,N+P,1,1,14PAVN+P1shoot,0.2577,0.0025,1476.05,2,48.6,2800,51.17425542,-3.351718139,NA,NA,NA,42,43.14400737,248.8056214,0,1,0,0
PAV,16,4,PAV,1,1,N+P,1,1,14PAVN+P1shoot,0.2577,0.0025,1476.05,2,48.6,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1,0,0
PAV,16,4,PAV,1,1,N+P,1,2,14PAVN+P2shoot,0.0248,0.0194,104.02,0,19.4,2800,50.22608975,-3.560085042,NA,NA,NA,17,40.56698608,516.6144567,0,1,0,0
PAV,16,4,PAV,1,1,N+P,2,3,24PAVN+P3shoot,0.3888,0.1044,1875.257,3,53.6,2800,50.34818138,-3.357441966,NA,NA,NA,14,37.50665665,6680.273628,6680.273628,0,0,1
PAV,16,4,PAV,1,1,N+P,4,5,44PAVN+P5shoot,0.2908,0.0119,1522.903,3,50.9,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,38.75143051,4392.657279,4392.657279,0,0,1
PAV,16,4,PAV,1,1,N+P,5,6,54PAVN+P6shoot,0.3586,0.0188,NA,NA,49.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.07335536,105602.7877,105602.7877,0,0,1
PAV,19,5,coinfection,0,0,low,1,1,15coinfectionlow1shoot,0.2519,0.0135,1257.161,3,38.9,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,NaN,NaN,0,1,1,0
PAV,19,5,coinfection,0,0,low,2,3,25coinfectionlow3shoot,0.0877,0.0116,644.579,2,41.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,36.80377197,13557.29209,13557.29209,0,1,1
PAV,19,5,coinfection,0,0,low,3,4,35coinfectionlow4shoot,0.1933,0.0331,1173.328,2,46.1,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,43.24849892,80.63959586,0,1,1,0
PAV,19,5,coinfection,0,0,low,4,5,45coinfectionlow5shoot,0.2412,0.0783,1369.179,2,51.3,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,46.33444786,78.07980091,0,1,1,0
PAV,19,5,coinfection,0,0,low,5,6,55coinfectionlow6shoot,0.2915,0.0222,NA,NA,50.5,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,NaN,NaN,0,1,1,0
PAV,19,5,coinfection,0,1,P,1,1,15coinfectionP1shoot,0.1601,0.0129,859.282,2,17.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,38.30895615,3533.478606,3533.478606,0,1,1
PAV,19,5,coinfection,0,1,P,1,2,15coinfectionP2shoot,0.1343,0.0112,830.27,2,15.1,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,45.2842331,88.22655569,0,1,1,0
PAV,19,5,coinfection,0,1,P,2,3,25coinfectionP3shoot,0.1852,0.015,1033.626,2,47.1,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,41.21444893,1683.118713,0,1,1,0
PAV,19,5,coinfection,0,1,P,3,4,35coinfectionP4shoot,0.215,0.0372,1032.775,2,50.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,41.0444018,607.4794635,0,1,1,0
PAV,19,5,coinfection,0,1,P,4,5,45coinfectionP5shoot,0.2218,0.1037,1285.263,2,50.9,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,38.68211746,3426.142822,3426.142822,0,1,1
PAV,19,5,coinfection,0,1,P,5,6,55coinfectionP6shoot,0.2819,0.018,NA,NA,48.6,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,45.60458755,639.8730231,0,1,1,0
PAV,19,5,coinfection,1,0,N,1,1,15coinfectionN1shoot,0.3568,0.0292,1794.872,3,51,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,38.38077355,4842.129129,4842.129129,0,1,1
PAV,19,5,coinfection,1,0,N,1,2,15coinfectionN2shoot,0.3287,0.0252,1626.58,3,52,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,37.75136439,10601.15836,10601.15836,0,1,1
PAV,19,5,coinfection,1,0,N,2,3,25coinfectionN3shoot,0.27,0.0166,1425.823,2,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,43.66030248,407.6952023,0,1,1,0
PAV,19,5,coinfection,1,0,N,3,4,35coinfectionN4shoot,0.478,0.0505,2368.149,3,51.2,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,45.16206233,149.7125996,0,1,1,0
PAV,19,5,coinfection,1,0,N,4,5,45coinfectionN5shoot,0.3889,0.1214,1713.11,2,52.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,NaN,NaN,0,1,1,0
PAV,19,5,coinfection,1,0,N,5,6,55coinfectionN6shoot,0.3861,0.0163,NA,NA,48.8,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,42.67062378,4525.243523,4525.243523,0,1,1
PAV,19,5,coinfection,1,1,N+P,1,2,15coinfectionN+P2shoot,0.0775,0.0135,404.834,1,10.8,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,39.54311181,1647.267008,0,1,1,0
PAV,19,5,coinfection,1,1,N+P,2,3,25coinfectionN+P3shoot,0.2225,0.0204,1378.179,2,46.4,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,37.97265752,20436.16412,20436.16412,0,1,1
PAV,19,5,coinfection,1,1,N+P,3,4,35coinfectionN+P4shoot,0.2597,0.0144,1475.075,3,50.3,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,42.02020646,1027.121325,0,1,1,0
PAV,19,5,coinfection,1,1,N+P,4,5,45coinfectionN+P5shoot,0.19,0.0348,1048.17,3,52.7,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,40.4583257,4962.342617,4962.342617,0,1,1
PAV,19,5,PAV,0,0,low,1,1,15PAVlow1shoot,0.162,0.0091,927.932,3,25.5,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,NaN,NaN,0,1,0,0
PAV,19,5,PAV,0,0,low,1,2,15PAVlow2shoot,0.2094,0.0137,1332.433,3,44.1,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,38.1175855,6691.674693,6691.674693,0,0,1
PAV,19,5,PAV,0,0,low,2,3,25PAVlow3shoot,0.1407,0.0116,876.405,2,49,2800,50.22608975,-3.560085042,NA,NA,NA,17,35.15453466,17119.13277,17119.13277,0,0,1
PAV,19,5,PAV,0,0,low,3,4,35PAVlow4shoot,0.2697,0.035,1674.236,3,46.6,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.67242813,3519.277819,3519.277819,0,0,1
PAV,19,5,PAV,0,0,low,4,5,45PAVlow5shoot,0.2334,0.0741,1138.415,3,52,2800,49.60374996,-3.348891958,NA,NA,NA,15,42.12343216,171.2653443,0,1,0,0
PAV,19,5,PAV,0,0,low,5,6,55PAVlow6shoot,0.2986,0.0227,NA,NA,46.7,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.6699295,36528.6651,36528.6651,0,0,1
PAV,19,5,PAV,0,0,low,5,7,55PAVlow7shoot,0.3644,0.0182,NA,NA,49.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.44389216,42452.81026,42452.81026,0,0,1
PAV,19,5,PAV,0,1,P,1,1,15PAVP1shoot,0.1012,0.0088,1501.926,2,14.8,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,44.00507355,873.8306115,0,1,0,0
PAV,19,5,PAV,0,1,P,2,3,25PAVP3shoot,0.1431,0.0197,966.031,2,45.9,2800,50.34818138,-3.357441966,NA,NA,NA,14,38.27157211,3953.369343,3953.369343,0,0,1
PAV,19,5,PAV,0,1,P,3,4,35PAVP4shoot,0.2651,0.025,1343.182,3,46.9,2800,48.97662263,-3.35880909,NA,NA,NA,13,36.88866043,3970.849045,3970.849045,0,0,1
PAV,19,5,PAV,0,1,P,4,5,45PAVP5shoot,0.1358,0.0348,851.965,2,47.8,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.67991384,7229.994581,7229.994581,0,0,1
PAV,19,5,PAV,0,1,P,5,6,55PAVP6shoot,0.3267,0.0213,NA,NA,47.6,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.95339839,58822.8392,58822.8392,0,0,1
PAV,19,5,PAV,1,0,N,1,1,15PAVN1shoot,0.2404,0.0169,1685.634,2,48.1,2800,50.34818138,-3.357441966,NA,NA,NA,14,39.47537422,1731.489987,0,1,0,0
PAV,19,5,PAV,1,0,N,1,2,15PAVN2shoot,0.2662,0.0162,NA,3,51.5,2800,50.22608975,-3.560085042,NA,NA,NA,17,34.32188161,29333.7427,29333.7427,0,0,1
PAV,19,5,PAV,1,0,N,2,3,25PAVN3shoot,0.4071,0.0243,2048.928,3,50.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,40.45467885,539.4728893,0,1,0,0
PAV,19,5,PAV,1,0,N,3,4,35PAVN4shoot,0.3647,0.0264,1447.076,3,51,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.40638606,10969.65278,10969.65278,0,0,1
PAV,19,5,PAV,1,0,N,4,5,45PAVN5shoot,0.1955,0.0198,969.946,2,50.1,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,42.17869186,9503.037843,9503.037843,0,0,1
PAV,19,5,PAV,1,0,N,5,6,55PAVN6shoot,0.4344,0.0173,NA,NA,47.5,2800,53.47020321,-3.462972132,NA,NA,NA,36,35.84939066,122560.2132,122560.2132,0,0,1
PAV,19,5,PAV,1,1,N+P,1,1,15PAVN+P1shoot,0.3844,0.0137,1992.143,2,47.6,2800,50.22608975,-3.560085042,NA,NA,NA,17,NaN,NaN,0,1,0,0
PAV,19,5,PAV,1,1,N+P,1,2,15PAVN+P2shoot,0.1988,0.0116,1214.616,3,52.2,2800,49.67861051,-3.385405223,NA,NA,NA,16,35.16756821,19335.39899,19335.39899,0,0,1
PAV,19,5,PAV,1,1,N+P,2,3,25PAVN+P3shoot,0.3521,0.0204,1860.981,3,51.2,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.99560293,7324.340748,7324.340748,0,0,1
PAV,19,5,PAV,1,1,N+P,3,4,35PAVN+P4shoot,0.3474,0.0454,1668.304,3,50.1,2800,50.22608975,-3.560085042,NA,NA,NA,17,41.85590363,224.4500534,0,1,0,0
PAV,19,5,PAV,1,1,N+P,4,5,45PAVN+P5shoot,0.4681,0.1215,2486.032,3,51.5,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.83734258,8163.69056,8163.69056,0,0,1
PAV,19,5,PAV,1,1,N+P,5,6,55PAVN+P6shoot,0.2933,0.0137,NA,NA,51,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.5739797,75702.53942,75702.53942,0,0,1
PAV,19,5,PAV,1,1,N+P,5,7,55PAVN+P7shoot,0.4516,0.0195,NA,NA,47.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.17125193,98947.73513,98947.73513,0,0,1
PAV,22,6,coinfection,0,0,low,1,1,16coinfectionlow1shoot,0.1947,0.0182,1133.031,3,52.3,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,35.84319178,44551.48103,44551.48103,0,1,1
PAV,22,6,coinfection,0,0,low,1,2,16coinfectionlow2shoot,0.2055,0.0195,1348.436,2,34.1,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,38.09258779,9590.684542,9590.684542,0,1,1
PAV,22,6,coinfection,0,0,low,2,3,26coinfectionlow3shoot,0.0955,0.0032,713.82,2,50.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,37.64307785,33521.62938,33521.62938,0,1,1
PAV,22,6,coinfection,0,0,low,3,4,36coinfectionlow4shoot,0.2835,0.022,1308.247,2,53,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1,1,0
PAV,22,6,coinfection,0,0,low,3,4,36coinfectionlow4shoot,0.2835,0.022,1308.247,2,53,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,44.65018082,204.8903161,0,1,1,0
PAV,22,6,coinfection,0,0,low,4,5,46coinfectionlow5shoot,0.3623,0.0155,1681.904,3,48.3,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,NaN,NaN,0,1,1,0
PAV,22,6,coinfection,0,1,P,1,1,16coinfectionP1shoot,0.1583,0.0158,1093.582,2,43.7,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,44.01430893,191.4002448,0,1,1,0
PAV,22,6,coinfection,0,1,P,1,2,16coinfectionP2shoot,0.0741,0.0062,613.284,2,49.1,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,44.68538666,79.43023837,0,1,1,0
PAV,22,6,coinfection,0,1,P,2,3,26coinfectionP3shoot,0.1829,0.0341,1074.156,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,48.22835922,6.470571946,0,1,1,0
PAV,22,6,coinfection,0,1,P,3,4,36coinfectionP4shoot,0.2432,0.0236,1442.258,2,48.6,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,42.02108383,686.7441307,0,1,1,0
PAV,22,6,coinfection,0,1,P,4,5,46coinfectionP5shoot,0.2497,0.0132,1247.245,2,46.6,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,37.42616908,20353.33575,20353.33575,0,1,1
PAV,22,6,coinfection,1,0,N,1,1,16coinfectionN1shoot,0.2521,0.0287,1613.971,3,49.5,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,39.15394592,2918.651264,2918.651264,0,1,1
PAV,22,6,coinfection,1,0,N,1,2,16coinfectionN2shoot,0.091,0.0195,743.513,1,51.3,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,42.0037384,434.2955928,0,1,1,0
PAV,22,6,coinfection,1,0,N,2,3,26coinfectionN3shoot,0.209,0.0241,1047.282,2,51.3,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,36.11518224,34812.43219,34812.43219,0,1,1
PAV,22,6,coinfection,1,0,N,3,4,36coinfectionN4shoot,0.3525,0.0177,1614.618,3,49,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,44.86249161,179.8888346,0,1,1,0
PAV,22,6,coinfection,1,0,N,3,4,36coinfectionN4shoot,0.3525,0.0177,1614.618,3,49,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1,1,0
PAV,22,6,coinfection,1,0,N,4,5,46coinfectionN5shoot,0.341,0.0169,1509.077,2,51.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,35.98368708,103356.7009,103356.7009,0,1,1
PAV,22,6,coinfection,1,1,N+P,1,1,16coinfectionN+P1shoot,0.2624,0.018,1433.619,3,50.1,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,NaN,NaN,0,1,1,0
PAV,22,6,coinfection,1,1,N+P,1,2,16coinfectionN+P2shoot,0.1953,0.0143,1094.93,2,50.1,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,45.86642647,235.329623,0,1,1,0
PAV,22,6,coinfection,1,1,N+P,2,3,26coinfectionN+P3shoot,0.1356,0.009,925.125,3,49.5,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,42.36603546,830.9251714,0,1,1,0
PAV,22,6,coinfection,1,1,N+P,3,4,36coinfectionN+P4shoot,0.3025,0.0128,1340.312,2,51.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,38.26657486,3649.957965,3649.957965,0,1,1
PAV,22,6,coinfection,1,1,N+P,4,5,46coinfectionN+P5shoot,0.2254,0.0093,1201.202,2,52.7,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,44.30478859,770.6460036,0,1,1,0
PAV,22,6,PAV,0,0,low,1,1,16PAVlow1shoot,0.2859,0.028,1441.097,3,48.1,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,46.09025828,10.41400489,0,1,0,0
PAV,22,6,PAV,0,0,low,1,2,16PAVlow2shoot,0.2463,0.038,1415.534,3,48.2,2800,50.34818138,-3.357441966,NA,NA,NA,14,NaN,NaN,0,1,0,0
PAV,22,6,PAV,0,0,low,2,3,26PAVlow3shoot,0.164,0.0193,1028.083,2,49.8,2800,48.97662263,-3.35880909,NA,NA,NA,13,37.10286713,3428.536527,3428.536527,0,0,1
PAV,22,6,PAV,0,0,low,3,4,36PAVlow4shoot,0.3005,0.0344,1567.004,3,48.9,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.49999619,3957.195151,3957.195151,0,0,1
PAV,22,6,PAV,0,0,low,4,5,46PAVlow5shoot,0.3856,0.0211,2028.925,3,51.2,2800,50.34818138,-3.357441966,NA,NA,NA,14,38.03737767,4642.171931,4642.171931,0,0,1
PAV,22,6,PAV,0,1,P,1,1,16PAVP1shoot,0.2158,0.0112,1146.027,3,49.4,2800,50.22608975,-3.560085042,NA,NA,NA,17,41.15144221,353.9952271,0,1,0,0
PAV,22,6,PAV,0,1,P,1,2,16PAVP2shoot,0.1274,0.0211,882.505,2,47.5,2800,49.60374996,-3.348891958,NA,NA,NA,15,40.33625031,585.2388191,0,1,0,0
PAV,22,6,PAV,0,1,P,2,3,26PAVP3shoot,0.1909,0.0311,1067.832,2,47.5,2800,49.67861051,-3.385405223,NA,NA,NA,16,42.2074178,161.0211203,0,1,0,0
PAV,22,6,PAV,0,1,P,3,4,36PAVP4shoot,0.232,0.0156,1414.789,3,49.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.1906573,10121.22369,10121.22369,0,0,1
PAV,22,6,PAV,0,1,P,4,5,46PAVP5shoot,0.3115,0.0194,1407.628,3,47.4,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.48404185,4000.369885,4000.369885,0,0,1
PAV,22,6,PAV,1,0,N,1,1,16PAVN1shoot,0.3686,0.0077,1680.799,3,50.2,2800,50.22608975,-3.560085042,NA,NA,NA,17,NaN,NaN,0,1,0,0
PAV,22,6,PAV,1,0,N,1,2,16PAVN2shoot,0.184,0.0107,965.022,3,48.9,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1,0,0
PAV,22,6,PAV,1,0,N,2,3,26PAVN3shoot,0.225,0.0081,1263.482,2,49.7,2800,50.22608975,-3.560085042,NA,NA,NA,17,47.45570501,6.000388526,0,1,0,0
PAV,22,6,PAV,1,0,N,3,4,36PAVN4shoot,0.2229,0.012,1255.516,2,49,2800,50.22608975,-3.560085042,NA,NA,NA,17,36.97925059,5259.365443,5259.365443,0,0,1
PAV,22,6,PAV,1,0,N,4,5,46PAVN5shoot,0.2224,0.0112,1292.808,3,48.9,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.76330693,8588.726355,8588.726355,0,0,1
