dpi,time,inoc,nutrient,round,replicate,aphid_mass_mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,quant_s
29,8,coinfection,N,2,3,91.89999999999999,63.869292276776065,5869.58796023572,N,3/9/16,3/11/16,3/13/16,3/13/16,1,0,NA,NA,NA,shoot,2.8.coinfection.N.3.N,1,0,1,0,1,1,1,-0.5294433898257259,-0.3497143100217741
29,8,coinfection,N,2,3,91.89999999999999,63.869292276776065,5869.58796023572,N+P,3/9/16,3/11/16,3/13/16,3/13/16,1,0,NA,NA,NA,shoot,2.8.coinfection.N.3.N+P,1,0,1,1,1,1,1,-0.5294433898257259,-0.3497143100217741
29,8,coinfection,N,3,4,189.6,417.7321050164672,79202.00711112218,low,3/3/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,3.8.coinfection.N.4.low,1,0,0,0,1,1,1,0.23226641330154355,0.5193270771201205
29,8,coinfection,N,3,4,189.6,417.7321050164672,79202.00711112218,N,3/3/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,3.8.coinfection.N.4.N,1,0,1,0,1,0,0,0.23226641330154355,0.5193270771201205
29,8,coinfection,N,3,4,189.6,417.7321050164672,79202.00711112218,N+P,3/3/16,3/4/16,3/5/16,3/5/16,1,0,NA,NA,NA,shoot,3.8.coinfection.N.4.N+P,1,0,1,1,1,1,1,0.23226641330154355,0.5193270771201205
29,8,coinfection,N,3,4,189.6,417.7321050164672,79202.00711112218,P,3/3/16,3/4/16,3/5/16,3/5/16,0.5,1,NA,NA,NA,shoot,3.8.coinfection.N.4.P,1,0,0,1,1,1,0,0.23226641330154355,0.5193270771201205
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,low,10/6/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.low,1,0,0,0,1,0,0,-0.386801105206651,-0.13088149289843826
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,N,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N,1,0,1,0,1,0,0,-0.386801105206651,-0.13088149289843826
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,N+P,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N+P,1,0,1,1,1,0,0,-0.386801105206651,-0.13088149289843826
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,P,10/6/15,10/10/15,10/10/15,10/11/15,1,1,NA,NA,NA,shoot,4.8.coinfection.N.5.P,1,0,0,1,1,1,1,-0.386801105206651,-0.13088149289843826
29,8,coinfection,N+P,2,3,71.3,103.93289526176021,7410.415432163502,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N,1,1,1,0,1,0,0,-0.4432042088674538,-0.33145440725223246
29,8,coinfection,N+P,2,3,71.3,103.93289526176021,7410.415432163502,N+P,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N+P,1,1,1,1,1,0,0,-0.4432042088674538,-0.33145440725223246
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,low,2/8/16,2/12/16,2/12/16,2/12/16,0,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.low,1,1,0,0,1,0,0,-0.5284858356652063,-0.2938964176093167
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N,1,1,1,0,1,1,1,-0.5284858356652063,-0.2938964176093167
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N+P,1,1,1,1,1,1,1,-0.5284858356652063,-0.2938964176093167
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,P,2/8/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.P,1,1,0,1,1,1,0,-0.5284858356652063,-0.2938964176093167
29,8,PAV,P,3,4,115.3,84.41250466863747,9732.7617882939,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.8.PAV.P.4.low,0,1,0,0,0,1,1,-0.4852229583385738,-0.30393294918328656
29,8,PAV,P,3,4,115.3,84.41250466863747,9732.7617882939,N,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.8.PAV.P.4.N,0,1,1,0,0,1,1,-0.4852229583385738,-0.30393294918328656
29,8,PAV,P,3,4,115.3,84.41250466863747,9732.7617882939,P,2/11/16,2/12/16,2/12/16,2/12/16,0.5,0,NA,NA,NA,shoot,3.8.PAV.P.4.P,0,1,0,1,0,1,0,-0.4852229583385738,-0.30393294918328656
29,8,PAV,P,4,5,212.5,65.88731852209611,14001.055185945423,low,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.8.PAV.P.5.low,0,1,0,0,0,1,1,-0.5250994737127911,-0.25335063295843274
29,8,PAV,P,4,5,212.5,65.88731852209611,14001.055185945423,N,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.8.PAV.P.5.N,0,1,1,0,0,1,1,-0.5250994737127911,-0.25335063295843274
29,8,PAV,P,4,5,212.5,65.88731852209611,14001.055185945423,N+P,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.8.PAV.P.5.N+P,0,1,1,1,0,1,1,-0.5250994737127911,-0.25335063295843274
29,8,PAV,N,4,5,258.1,106.39576718889604,27460.747511454072,N,10/6/15,10/10/15,10/10/15,10/11/15,1,0,NA,NA,NA,shoot,4.8.PAV.N.5.N,1,0,1,0,0,1,1,-0.4379027371580591,-0.09384369421970498
29,8,PAV,N,4,5,258.1,106.39576718889604,27460.747511454072,N+P,10/5/15,10/10/15,10/10/15,10/11/15,1,0,NA,NA,NA,shoot,4.8.PAV.N.5.N+P,1,0,1,1,0,1,1,-0.4379027371580591,-0.09384369421970498
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.low,1,1,0,0,1,1,1,-0.4706741584825283,-0.3190077713333068
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,N,3/22/16,3/25/16,3/25/16,3/26/16,0,1,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N,1,1,1,0,1,0,0,-0.4706741584825283,-0.3190077713333068
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,N+P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N+P,1,1,1,1,1,1,0,-0.4706741584825283,-0.3190077713333068
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,P,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.P,1,1,0,1,1,1,1,-0.4706741584825283,-0.3190077713333068
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,N,8/18/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N,0,1,1,0,1,0,0,-0.4373317694980265,-0.3328148902601768
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,N+P,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.4373317694980265,-0.3328148902601768
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,low,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.low,0,1,0,0,1,0,0,-0.4373317694980265,-0.3328148902601768
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,P,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.P,0,1,0,1,1,0,0,-0.4373317694980265,-0.3328148902601768
8,2,coinfection,P,1,1,11.299999999999999,295.4303520426973,3338.362978082479,low,8/13/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.2.coinfection.P.1.low,0,1,0,0,1,0,0,-0.030995056471205675,-0.3797111285520964
8,2,coinfection,P,1,1,11.299999999999999,295.4303520426973,3338.362978082479,P,8/13/15,8/19/15,8/21/15,8/21/15,0,0,NA,NA,NA,shoot,1.2.coinfection.P.1.P,0,1,0,1,1,0,0,-0.030995056471205675,-0.3797111285520964
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.low,0,0,0,0,1,1,1,-0.3998872543415382,-0.3466473758749727
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,N,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.N,0,0,1,0,1,1,1,-0.3998872543415382,-0.3466473758749727
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,N+P,3/22/16,3/25/16,3/25/16,3/26/16,1,1,NA,NA,NA,shoot,1.3.coinfection.low.1.N+P,0,0,1,1,1,1,1,-0.3998872543415382,-0.3466473758749727
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.low.1.P,0,0,0,1,1,1,0,-0.3998872543415382,-0.3466473758749727
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.low,1,0,0,0,1,1,1,0.09331708873763464,-0.06309134368909805
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.N,1,0,1,0,1,1,1,0.09331708873763464,-0.06309134368909805
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.3.coinfection.N.1.N+P,1,0,1,1,1,0,0,0.09331708873763464,-0.06309134368909805
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,P,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N.1.P,1,0,0,1,1,1,1,0.09331708873763464,-0.06309134368909805
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,low,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N+P.1.low,1,1,0,0,1,1,1,0.11759974958475602,-0.2966096537284536
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N,1,1,1,0,1,1,1,0.11759974958475602,-0.2966096537284536
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N+P,1,1,1,1,1,1,0,0.11759974958475602,-0.2966096537284536
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,low,2/3/16,2/10/16,2/10/16,2/10/16,0,0.5,NA,NA,NA,shoot,1.3.coinfection.P.1.low,0,1,0,0,1,0,0,-0.16776563088875404,-0.3035788682896493
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,N,2/3/16,2/10/16,2/10/16,2/10/16,0,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N,0,1,1,0,1,0,0,-0.16776563088875404,-0.3035788682896493
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N+P,0,1,1,1,1,1,0,-0.16776563088875404,-0.3035788682896493
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.P.1.P,0,1,0,1,1,1,1,-0.16776563088875404,-0.3035788682896493
12,3,PAV,low,1,1,34.4,365.1137158150651,12559.91182403824,low,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.low.1.low,0,0,0,0,0,1,1,0.11900234192550538,-0.2704292080389197
12,3,PAV,low,1,1,34.4,365.1137158150651,12559.91182403824,N,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.low.1.N,0,0,1,0,0,1,1,0.11900234192550538,-0.2704292080389197
12,3,PAV,low,1,1,34.4,365.1137158150651,12559.91182403824,P,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.low.1.P,0,0,0,1,0,1,1,0.11900234192550538,-0.2704292080389197
12,3,PAV,N,1,1,53.5,431.33519554574366,23076.432961697286,N+P,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.N.1.N+P,1,0,1,1,0,1,1,0.26154783829434103,-0.1458009437159664
12,3,PAV,N,1,1,53.5,431.33519554574366,23076.432961697286,P,3/29/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,1.3.PAV.N.1.P,1,0,0,1,0,0,0,0.26154783829434103,-0.1458009437159664
12,3,PAV,N,1,1,53.5,431.33519554574366,23076.432961697286,low,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.N.1.low,1,0,0,0,0,1,1,0.26154783829434103,-0.1458009437159664
12,3,PAV,N+P,1,1,100.4,138.7256634284438,13928.05660821576,low,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.N+P.1.low,1,1,0,0,0,1,1,-0.36831079922852494,-0.2542157180870038
12,3,PAV,N+P,1,1,100.4,138.7256634284438,13928.05660821576,N,3/29/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,1.3.PAV.N+P.1.N,1,1,1,0,0,0,0,-0.36831079922852494,-0.2542157180870038
12,3,PAV,N+P,1,1,100.4,138.7256634284438,13928.05660821576,N+P,3/29/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,1.3.PAV.N+P.1.N+P,1,1,1,1,0,0,0,-0.36831079922852494,-0.2542157180870038
12,3,PAV,N+P,1,1,100.4,138.7256634284438,13928.05660821576,P,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.3.PAV.N+P.1.P,1,1,0,1,0,1,1,-0.36831079922852494,-0.2542157180870038
12,3,PAV,P,1,1,44.900000000000006,299.78698785537426,13460.435754706306,low,12/1/15,1/6/16,1/7/16,1/7/16,1,0,NA,NA,PAV ctrl didnêt show up,shoot,1.3.PAV.P.1.low,0,1,0,0,0,1,1,-0.02161715043615545,-0.25975735819510076
12,3,PAV,P,1,1,44.900000000000006,299.78698785537426,13460.435754706306,P,12/1/15,1/6/16,1/7/16,1/7/16,1,0,NA,NA,PAV ctrl didnêt show up,shoot,1.3.PAV.P.1.P,0,1,0,1,0,1,1,-0.02161715043615545,-0.25975735819510076
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.low,1,0,0,0,1,1,1,-0.3633243083652734,-0.13846940876197206
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N,1,0,1,0,1,1,1,-0.3633243083652734,-0.13846940876197206
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N+P,1,0,1,1,1,1,0,-0.3633243083652734,-0.13846940876197206
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.P,1,0,0,1,1,1,1,-0.3633243083652734,-0.13846940876197206
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.low,0,1,0,0,1,1,1,-0.22471558802158909,-0.3155613323716272
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N,0,1,1,0,1,1,1,-0.22471558802158909,-0.3155613323716272
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.22471558802158909,-0.3155613323716272
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.P,0,1,0,1,1,1,1,-0.22471558802158909,-0.3155613323716272
19,5,PAV,low,1,1,45.6,151.73865516886852,6919.282675700405,low,3/29/16,4/1/16,4/1/16,4/4/16,0.5,0,NA,NA,NA,shoot,1.5.PAV.low.1.low,0,0,0,0,0,1,0,-0.34029959539517024,-0.3372746801532166
19,5,PAV,low,1,1,45.6,151.73865516886852,6919.282675700405,N+P,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.5.PAV.low.1.N+P,0,0,1,1,0,1,1,-0.34029959539517024,-0.3372746801532166
19,5,PAV,low,1,1,45.6,151.73865516886852,6919.282675700405,P,3/29/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,1.5.PAV.low.1.P,0,0,0,1,0,0,0,-0.34029959539517024,-0.3372746801532166
19,5,PAV,N+P,1,1,40,370.40994241650685,14816.397696660275,N,3/29/16,4/1/16,4/1/16,4/4/16,1,0,NA,NA,NA,shoot,1.5.PAV.N+P.1.N,1,1,1,0,0,1,1,0.13040277050026275,-0.2436882435989672
19,5,PAV,N+P,1,1,40,370.40994241650685,14816.397696660275,N+P,3/29/16,4/1/16,4/1/16,4/4/16,0,0,NA,NA,NA,shoot,1.5.PAV.N+P.1.N+P,1,1,1,1,0,0,0,0.13040277050026275,-0.2436882435989672
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.low,0,0,0,0,1,1,1,0.5480638161414466,0.12387513297279203
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,N,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.coinfection.low.1.N,0,0,1,0,1,1,1,0.5480638161414466,0.12387513297279203
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.N+P,0,0,1,1,1,1,1,0.5480638161414466,0.12387513297279203
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.6.coinfection.low.1.P,0,0,0,1,1,0,0,0.5480638161414466,0.12387513297279203
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,low,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.low,1,0,0,0,1,1,1,-0.5400052121533109,-0.38475488618548337
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,N,2/18/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,1.6.coinfection.N.1.N,1,0,1,0,1,0,0,-0.5400052121533109,-0.38475488618548337
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.N+P,1,0,1,1,1,1,1,-0.5400052121533109,-0.38475488618548337
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.P,1,0,0,1,1,1,1,-0.5400052121533109,-0.38475488618548337
22,6,PAV,N+P,1,1,79.10000000000001,55.29919257265145,4374.16613249673,low,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.PAV.N+P.1.low,1,1,0,0,0,1,1,-0.5478910162034993,-0.3674361235742028
22,6,PAV,N+P,1,1,79.10000000000001,55.29919257265145,4374.16613249673,N,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.PAV.N+P.1.N,1,1,1,0,0,1,1,-0.5478910162034993,-0.3674361235742028
22,6,PAV,N+P,1,1,79.10000000000001,55.29919257265145,4374.16613249673,N+P,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.PAV.N+P.1.N+P,1,1,1,1,0,1,1,-0.5478910162034993,-0.3674361235742028
22,6,PAV,N+P,1,1,79.10000000000001,55.29919257265145,4374.16613249673,P,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.PAV.N+P.1.P,1,1,0,1,0,1,1,-0.5478910162034993,-0.3674361235742028
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,low,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.coinfection.N.1.low,1,0,0,0,1,1,1,-0.5143967399068908,-0.34982705547067944
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,N,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N,1,0,1,0,1,0,0,-0.5143967399068908,-0.34982705547067944
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,N+P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N+P,1,0,1,1,1,0,0,-0.5143967399068908,-0.34982705547067944
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,P,2/4/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.7.coinfection.N.1.P,1,0,0,1,1,1,1,-0.5143967399068908,-0.34982705547067944
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.low,1,1,0,0,1,1,1,-0.45479003484995756,-0.30867353829807076
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N,1,1,1,0,1,1,1,-0.45479003484995756,-0.30867353829807076
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N+P,1,1,1,1,1,1,1,-0.45479003484995756,-0.30867353829807076
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N+P.1.P,1,1,0,1,1,0,0,-0.45479003484995756,-0.30867353829807076
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.low,0,1,0,0,1,1,1,-0.05304795514772032,-0.28442508188948906
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N,0,1,1,0,1,1,1,-0.05304795514772032,-0.28442508188948906
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.05304795514772032,-0.28442508188948906
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.P,0,1,0,1,1,1,1,-0.05304795514772032,-0.28442508188948906
26,7,PAV,N+P,1,1,253.2,129.707784578706,32842.01105532836,low,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.N+P.1.low,1,1,0,0,0,1,1,-0.38772229565019706,-0.030071889213213698
26,7,PAV,N+P,1,1,253.2,129.707784578706,32842.01105532836,N,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.N+P.1.N,1,1,1,0,0,1,1,-0.38772229565019706,-0.030071889213213698
26,7,PAV,N+P,1,1,253.2,129.707784578706,32842.01105532836,N+P,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.N+P.1.N+P,1,1,1,1,0,1,1,-0.38772229565019706,-0.030071889213213698
26,7,PAV,N+P,1,1,253.2,129.707784578706,32842.01105532836,P,2/5/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.7.PAV.N+P.1.P,1,1,0,1,0,1,0,-0.38772229565019706,-0.030071889213213698
26,7,PAV,P,1,1,112.69999999999999,50.75460523357091,5720.044009823441,low,2/5/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.7.PAV.P.1.low,0,1,0,0,0,1,0,-0.5576734985744067,-0.3514865123247905
26,7,PAV,P,1,1,112.69999999999999,50.75460523357091,5720.044009823441,N,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.P.1.N,0,1,1,0,0,1,1,-0.5576734985744067,-0.3514865123247905
26,7,PAV,P,1,1,112.69999999999999,50.75460523357091,5720.044009823441,N+P,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.P.1.N+P,0,1,1,1,0,1,1,-0.5576734985744067,-0.3514865123247905
26,7,PAV,P,1,1,112.69999999999999,50.75460523357091,5720.044009823441,P,2/5/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.PAV.P.1.P,0,1,0,1,0,1,1,-0.5576734985744067,-0.3514865123247905
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N,0,0,1,0,1,1,1,0.21596953153221102,-0.3133098064745335
