dpi,time,inoc,nutrient,round,replicate,aphid_mass_mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,quant_s
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,low,2/24/16,2/26/16,2/26/16,2/26/16,1,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.low,0,0,0,0,1,1,1,0.0396806563305818,-0.2819504955187955
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,N,2/24/16,2/26/16,2/26/16,2/26/16,0,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.N,0,0,1,0,1,0,0,0.0396806563305818,-0.2819504955187955
19,5,coinfection,low,2,3,35.3,328.26373087246196,11587.709699797906,N+P,2/24/16,2/26/16,2/26/16,2/26/16,0,1,NA,NA,RT ctrl positive for RPV,shoot,2.5.coinfection.low.3.N+P,0,0,1,1,1,0,0,0.0396806563305818,-0.2819504955187955
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,low,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.low,0,1,0,0,1,1,1,-0.5220343720003419,-0.34859810172789213
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,N,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.N,0,1,1,0,1,1,1,-0.5220343720003419,-0.34859810172789213
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,N+P,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.N+P,0,1,1,1,1,1,1,-0.5220343720003419,-0.34859810172789213
19,5,coinfection,P,4,5,88.6,67.31125386971469,5963.7770928567215,P,1/28/16,2/1/16,2/1/16,2/1/16,1,1,NA,NA,NA,shoot,4.5.coinfection.P.5.P,0,1,0,1,1,1,1,-0.5220343720003419,-0.34859810172789213
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.N,1,1,1,0,1,0,0,0.28113476184537317,0.04578107353400932
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.N+P,1,1,1,1,1,1,1,0.28113476184537317,0.04578107353400932
19,5,coinfection,N+P,2,3,89.1,440.4345714921071,39242.72031994674,P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.5.coinfection.N+P.3.P,1,1,0,1,1,1,1,0.28113476184537317,0.04578107353400932
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,N,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.N,1,1,1,0,1,0,0,-0.4642364027771694,-0.3349119798744979
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,N+P,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.N+P,1,1,1,1,1,0,0,-0.4642364027771694,-0.3349119798744979
19,5,coinfection,N+P,4,5,75.6,94.16209900257776,7118.654684594878,P,1/28/16,2/1/16,2/1/16,2/1/16,0,1,NA,NA,NA,shoot,4.5.coinfection.N+P.5.P,1,1,0,1,1,0,0,-0.4642364027771694,-0.3349119798744979
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,low,2/16/15,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,3.5.PAV.low.4.low,0,0,0,0,0,0,0,-0.5043624632247055,-0.3233315265888762
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.low.4.N,0,0,1,0,0,1,1,-0.5043624632247055,-0.3233315265888762
19,5,PAV,low,3,4,107.2,75.52098324453944,8095.849403814628,N+P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.low.4.N+P,0,0,1,1,0,1,1,-0.5043624632247055,-0.3233315265888762
19,5,PAV,P,3,4,105.39999999999999,84.66629094165098,8923.827065250012,low,2/29/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,3.5.PAV.P.4.low,0,1,0,0,0,0,0,-0.4846766689713559,-0.31351940169584913
19,5,PAV,P,3,4,105.39999999999999,84.66629094165098,8923.827065250012,P,2/29/16,3/4/16,3/5/16,3/5/16,0,0,NA,NA,NA,shoot,3.5.PAV.P.4.P,0,1,0,1,0,0,0,-0.4846766689713559,-0.31351940169584913
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.N,0,1,1,0,0,1,1,-0.34134043930543695,-0.3214036530907262
19,5,PAV,P,4,5,54.6,151.2551167501718,8258.52937455938,P,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.P.5.P,0,1,0,1,0,1,1,-0.34134043930543695,-0.3214036530907262
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.N.4.N,1,0,1,0,0,1,1,-0.20392957753475494,-0.04737630431999
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,N+P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.5.PAV.N.4.N+P,1,0,1,1,0,1,1,-0.20392957753475494,-0.04737630431999
19,5,PAV,N,3,4,145.9,215.0912310387443,31381.810608552794,P,2/16/15,2/19/16,2/19/16,2/19/16,0.5,0,NA,NA,NA,shoot,3.5.PAV.N.4.P,1,0,0,1,0,1,0,-0.20392957753475494,-0.04737630431999
19,5,PAV,N,4,5,77.8,189.68139407839067,14757.212459298793,N+P,2/22/16,2/26/16,2/26/16,2/26/16,0.5,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N.5.N+P,1,0,1,1,0,1,0,-0.25862569482019815,-0.24438963080766019
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,low,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.low,1,1,0,0,0,1,1,-0.3589948201271146,-0.18074633847865887
19,5,PAV,N+P,2,3,140.7,143.05353022852282,20127.631703153158,N,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.5.PAV.N+P.3.N,1,1,1,0,0,1,1,-0.3589948201271146,-0.18074633847865887
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.low,1,1,0,0,0,1,1,-0.32570610383117077,-0.06741988645989663
19,5,PAV,N+P,4,5,187.29999999999998,158.5182632969616,29690.470715520907,N,2/22/16,2/26/16,2/26/16,2/26/16,0,0,NA,NA,RT ctrl positive for RPV,shoot,4.5.PAV.N+P.5.N,1,1,1,0,0,0,0,-0.32570610383117077,-0.06741988645989663
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,low,3/8/16,3/11/16,3/13/16,3/13/16,0,0,NA,NA,NA,shoot,2.6.coinfection.low.3.low,0,0,0,0,1,0,0,0.7619299982880023,-0.1203484179544047
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.low.3.N+P,0,0,1,1,1,1,1,0.7619299982880023,-0.1203484179544047
22,6,coinfection,low,2,3,38,663.7946411944091,25224.196365387546,P,3/8/16,3/11/16,3/13/16,3/13/16,1,0,NA,NA,NA,shoot,2.6.coinfection.low.3.P,0,0,0,1,1,1,1,0.7619299982880023,-0.1203484179544047
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,low,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.6.coinfection.P.5.low,0,1,0,0,1,0,0,0.27323980803894843,0.0952211272075216
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.6.coinfection.P.5.N,0,1,1,0,1,1,1,0.27323980803894843,0.0952211272075216
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.6.coinfection.P.5.N+P,0,1,1,1,1,1,1,0.27323980803894843,0.0952211272075216
22,6,coinfection,P,4,5,99.4,436.7668616255392,43414.6260455786,P,2/8/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.6.coinfection.P.5.P,0,1,0,1,1,1,1,0.27323980803894843,0.0952211272075216
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,low,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.6.coinfection.N.3.low,1,0,0,0,1,0,0,0.7938099561021422,0.25464242788495334
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,N,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.N.3.N,1,0,1,0,1,1,1,0.7938099561021422,0.25464242788495334
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.6.coinfection.N.3.N+P,1,0,1,1,1,1,1,0.7938099561021422,0.25464242788495334
22,6,coinfection,N,2,3,83.8,678.6049160468772,56867.09196472831,P,3/8/16,3/11/16,3/13/16,3/13/16,1,0.5,NA,NA,NA,shoot,2.6.coinfection.N.3.P,1,0,0,1,1,1,1,0.7938099561021422,0.25464242788495334
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,low,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.coinfection.N.5.low,1,0,0,0,1,1,1,3.6530970326571572,2.822418621027417
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,N,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.N,1,0,1,0,1,1,1,3.6530970326571572,2.822418621027417
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,N+P,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.N+P,1,0,1,1,1,1,1,3.6530970326571572,2.822418621027417
22,6,coinfection,N,4,5,136.3,2006.9262310489783,273544.0452919758,P,11/17/15,11/19/15,11/24/15,11/25/15,1,1,NA,NA,NA,shoot,4.6.coinfection.N.5.P,1,0,0,1,1,1,1,3.6530970326571572,2.822418621027417
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,low,8/18/15,8/19/15,8/21/15,8/21/15,1,0,NA,NA,NA,shoot,3.6.coinfection.N+P.4.low,1,1,0,0,1,1,1,-0.5134736802285291,-0.31688135622144925
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,N,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.N,1,1,1,0,1,1,1,-0.5134736802285291,-0.31688135622144925
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,N+P,8/18/15,8/19/15,8/21/15,8/21/15,0.5,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.N+P,1,1,1,1,1,1,0,-0.5134736802285291,-0.31688135622144925
22,6,coinfection,N+P,3,4,121.2,71.28824150586438,8640.134870510763,P,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,3.6.coinfection.N+P.4.P,1,1,0,1,1,1,1,-0.5134736802285291,-0.31688135622144925
22,6,PAV,low,2,3,65.3,68.84611499298292,4495.651309041785,N+P,2/23/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,2.6.PAV.low.3.N+P,0,0,1,1,0,1,1,-0.5187304962554431,-0.36599643772223783
22,6,PAV,low,3,4,120.5,80.92423621512188,9751.370463922187,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.6.PAV.low.4.low,0,0,0,0,0,1,1,-0.4927316543114875,-0.3037124231258057
22,6,PAV,low,3,4,120.5,80.92423621512188,9751.370463922187,N,2/11/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,3.6.PAV.low.4.N,0,0,1,0,0,0,0,-0.4927316543114875,-0.3037124231258057
22,6,PAV,low,4,5,154.29999999999998,90.66742051796099,13989.982985921379,N,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.low.5.N,0,0,1,0,0,1,1,-0.4717588967061054,-0.2534818464132597
22,6,PAV,P,3,4,92.39999999999999,205.71592865802484,19008.151808001494,low,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.P.4.low,0,1,0,0,0,1,1,-0.2241104484078119,-0.19401297242071264
22,6,PAV,P,3,4,92.39999999999999,205.71592865802484,19008.151808001494,P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.P.4.P,0,1,0,1,0,1,1,-0.2241104484078119,-0.19401297242071264
22,6,PAV,P,4,5,124.5,84.39598914300309,10507.300648303884,low,2/22/16,2/26/16,2/26/16,2/26/16,1,0,NA,NA,RT ctrl positive for RPV,shoot,4.6.PAV.P.5.low,0,1,0,0,0,1,1,-0.4852585089455509,-0.2947541121410582
22,6,PAV,N,3,4,88.9,107.33398863284563,9541.991589459978,N,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.N.4.N,1,0,1,0,0,1,1,-0.43588316221084267,-0.3061937118874168
22,6,PAV,N,3,4,88.9,107.33398863284563,9541.991589459978,P,2/16/15,2/19/16,2/19/16,2/19/16,1,0,NA,NA,NA,shoot,3.6.PAV.N.4.P,1,0,0,1,0,1,1,-0.43588316221084267,-0.3061937118874168
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,low,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.low,1,0,0,0,0,1,1,-0.2888536588569973,-0.23423289592601604
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,N,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.N,1,0,1,0,0,1,1,-0.2888536588569973,-0.23423289592601604
22,6,PAV,N,4,5,88.9,175.6385757589463,15614.269384970326,P,11/17/15,11/19/15,11/24/15,11/25/15,1,0,NA,NA,NA,shoot,4.6.PAV.N.5.P,1,0,0,1,0,1,1,-0.2888536588569973,-0.23423289592601604
22,6,PAV,N+P,3,4,133.5,402.4233657957694,53723.51933373522,low,12/15/15,1/6/16,1/7/16,1/7/16,0,0,NA,NA,PAV ctrl didn't show up,shoot,3.6.PAV.N+P.4.low,1,1,0,0,0,0,0,0.19931348262300305,0.21738885366154648
22,6,PAV,N+P,3,4,133.5,402.4233657957694,53723.51933373522,P,12/15/15,1/6/16,1/7/16,1/7/16,0,0,NA,NA,PAV ctrl didn't show up,shoot,3.6.PAV.N+P.4.P,1,1,0,1,0,0,0,0.19931348262300305,0.21738885366154648
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,low,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.low,0,0,0,0,1,1,1,-0.3110403183483923,-0.3168019528029801
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.N+P,0,0,1,1,1,1,1,-0.3110403183483923,-0.3168019528029801
26,7,coinfection,low,2,3,52.3,165.33145656382808,8646.83517828821,P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.low.3.P,0,0,0,1,1,1,1,-0.3110403183483923,-0.3168019528029801
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,low,2/8/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.7.coinfection.low.5.low,0,0,0,0,1,1,0,-0.4724360744032242,-0.29538786947979695
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,N,2/8/16,2/12/16,2/12/16,2/12/16,0.5,0.5,NA,NA,NA,shoot,4.7.coinfection.low.5.N,0,0,1,0,1,1,0,-0.4724360744032242,-0.29538786947979695
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,N+P,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.low.5.N+P,0,0,1,1,1,0,0,-0.4724360744032242,-0.29538786947979695
26,7,coinfection,low,4,5,115.7,90.35282826295354,10453.822230023725,P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.7.coinfection.low.5.P,0,0,0,1,1,1,1,-0.4724360744032242,-0.29538786947979695
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,low,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.low,0,1,0,0,1,0,0,-0.1623245924311943,0.0060443331884620696
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,N,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.N,0,1,1,0,1,0,0,-0.1623245924311943,0.0060443331884620696
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,N+P,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.N+P,0,1,1,1,1,0,0,-0.1623245924311943,0.0060443331884620696
26,7,coinfection,P,4,5,153.10000000000002,234.41940167839542,35889.610396962344,P,2/8/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.7.coinfection.P.5.P,0,1,0,1,1,0,0,-0.1623245924311943,0.0060443331884620696
26,7,coinfection,N,4,5,92,760.3490693565368,69952.11438080139,low,2/8/16,2/12/16,2/12/16,2/12/16,0,1,NA,NA,NA,shoot,4.7.coinfection.N.5.low,1,0,0,0,1,0,0,0.9697688890067699,0.4097092613934654
26,7,coinfection,N,4,5,92,760.3490693565368,69952.11438080139,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.7.coinfection.N.5.N,1,0,1,0,1,1,1,0.9697688890067699,0.4097092613934654
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,low,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.low,1,1,0,0,1,0,0,-0.5348139712252099,-0.35955936898362734
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.N,1,1,1,0,1,0,0,-0.5348139712252099,-0.35955936898362734
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.N+P,1,1,1,1,1,1,1,-0.5348139712252099,-0.35955936898362734
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,P,3/8/16,3/11/16,3/13/16,3/13/16,0.5,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.P,1,1,0,1,1,1,0,-0.5348139712252099,-0.35955936898362734
26,7,PAV,low,3,4,101,332.5641510862973,33588.97925971603,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.low.4.low,0,0,0,0,0,1,1,0.04893755509619094,-0.02121978407324435
26,7,PAV,low,3,4,101,332.5641510862973,33588.97925971603,N,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.low.4.N,0,0,1,0,0,1,1,0.04893755509619094,-0.02121978407324435
26,7,PAV,low,3,4,101,332.5641510862973,33588.97925971603,N+P,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.low.4.N+P,0,0,1,1,0,1,1,0.04893755509619094,-0.02121978407324435
26,7,PAV,P,3,4,92.82,403.2130433437889,37426.234683170485,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.P.4.low,0,1,0,0,0,1,1,0.20101330839723164,0.024254425214126612
26,7,PAV,P,3,4,92.82,403.2130433437889,37426.234683170485,P,2/11/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,3.7.PAV.P.4.P,0,1,0,1,0,0,0,0.20101330839723164,0.024254425214126612
26,7,PAV,P,4,5,100.6,904.7093128774906,91013.75687547555,low,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.7.PAV.P.5.low,0,1,0,0,0,1,1,1.280512512560793,0.6593047230050308
26,7,PAV,P,4,5,100.6,904.7093128774906,91013.75687547555,N,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.7.PAV.P.5.N,0,1,1,0,0,1,1,1.280512512560793,0.6593047230050308
26,7,PAV,P,4,5,100.6,904.7093128774906,91013.75687547555,P,1/27/16,2/1/16,2/1/16,2/1/16,0,0,NA,NA,NA,shoot,4.7.PAV.P.5.P,0,1,0,1,0,0,0,1.280512512560793,0.6593047230050308
26,7,PAV,N,3,4,142.1,153.1284711483852,21759.555750185533,low,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.N.4.low,1,0,0,0,0,1,1,-0.3373079375604728,-0.16140687642402288
26,7,PAV,N,3,4,142.1,153.1284711483852,21759.555750185533,N,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.N.4.N,1,0,1,0,0,1,1,-0.3373079375604728,-0.16140687642402288
26,7,PAV,N,3,4,142.1,153.1284711483852,21759.555750185533,N+P,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.N.4.N+P,1,0,1,1,0,1,1,-0.3373079375604728,-0.16140687642402288
26,7,PAV,N,3,4,142.1,153.1284711483852,21759.555750185533,P,2/11/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,3.7.PAV.N.4.P,1,0,0,1,0,1,1,-0.3373079375604728,-0.16140687642402288
26,7,PAV,N+P,4,5,94.60000000000001,92.1946126078185,8721.61035269963,N,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.7.PAV.N+P.5.N,1,1,1,0,0,1,1,-0.468471528991209,-0.31591581373861116
26,7,PAV,N+P,4,5,94.60000000000001,92.1946126078185,8721.61035269963,N+P,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.7.PAV.N+P.5.N+P,1,1,1,1,0,1,1,-0.468471528991209,-0.31591581373861116
26,7,PAV,N+P,4,5,94.60000000000001,92.1946126078185,8721.61035269963,P,1/27/16,2/1/16,2/1/16,2/1/16,1,0,NA,NA,NA,shoot,4.7.PAV.N+P.5.P,1,1,0,1,0,1,1,-0.468471528991209,-0.31591581373861116
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,P,3/3/16,3/4/16,3/5/16,3/5/16,0,1,NA,NA,NA,shoot,3.8.coinfection.low.4.P,0,0,0,1,1,0,0,3.017599182463464,2.294836807363711
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,low,3/3/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,3.8.coinfection.low.4.low,0,0,0,0,1,1,1,3.017599182463464,2.294836807363711
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,N,3/3/16,3/4/16,3/5/16,3/5/16,0,1,NA,NA,NA,shoot,3.8.coinfection.low.4.N,0,0,1,0,1,0,0,3.017599182463464,2.294836807363711
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,N+P,3/3/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,3.8.coinfection.low.4.N+P,0,0,1,1,1,1,1,3.017599182463464,2.294836807363711
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,low,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.low,0,1,0,0,1,1,1,0.6042575083020112,0.543704966668367
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,N,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N,0,1,1,0,1,1,1,0.6042575083020112,0.543704966668367
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,N+P,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N+P,0,1,1,1,1,1,1,0.6042575083020112,0.543704966668367
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,P,2/9/16,2/12/16,2/12/16,2/12/16,0.5,0,NA,NA,NA,shoot,3.8.coinfection.P.4.P,0,1,0,1,1,1,0,0.6042575083020112,0.543704966668367
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,low,2/8/16,2/12/16,2/12/16,2/12/16,0.5,0.5,NA,NA,NA,shoot,4.8.coinfection.P.5.low,0,1,0,0,1,1,0,1.9971576351321025,0.6998095535456541
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N,0,1,1,0,1,1,1,1.9971576351321025,0.6998095535456541
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N+P,0,1,1,1,1,1,1,1.9971576351321025,0.6998095535456541
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.P,0,1,0,1,1,1,1,1.9971576351321025,0.6998095535456541
29,8,coinfection,N,2,3,91.89999999999999,63.869292276776065,5869.58796023572,low,3/9/16,3/11/16,3/13/16,3/13/16,0,0,NA,NA,NA,shoot,2.8.coinfection.N.3.low,1,0,0,0,1,0,0,-0.5294433898257259,-0.3497143100217741
