target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass_g,root_mass_g,leaf_area_mm2,leaves,mass_ext_mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero
PAV,19,5,coinfection,0,1,P,5,6,55coinfectionP6shoot,0.2819,0.018,NA,NA,48.6,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,45.60458755,639.8730231,0,1
PAV,19,5,coinfection,1,0,N,1,1,15coinfectionN1shoot,0.3568,0.0292,1794.872,3,51,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,38.38077355,4842.129129,4842.129129,0
PAV,19,5,coinfection,1,0,N,1,2,15coinfectionN2shoot,0.3287,0.0252,1626.58,3,52,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,37.75136439,10601.15836,10601.15836,0
PAV,19,5,coinfection,1,0,N,2,3,25coinfectionN3shoot,0.27,0.0166,1425.823,2,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,43.66030248,407.6952023,0,1
PAV,19,5,coinfection,1,0,N,3,4,35coinfectionN4shoot,0.478,0.0505,2368.149,3,51.2,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,45.16206233,149.7125996,0,1
PAV,19,5,coinfection,1,0,N,4,5,45coinfectionN5shoot,0.3889,0.1214,1713.11,2,52.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,NaN,NaN,0,1
PAV,19,5,coinfection,1,0,N,5,6,55coinfectionN6shoot,0.3861,0.0163,NA,NA,48.8,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,42.67062378,4525.243523,4525.243523,0
PAV,19,5,coinfection,1,1,N+P,1,2,15coinfectionN+P2shoot,0.0775,0.0135,404.834,1,10.8,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,39.54311181,1647.267008,0,1
PAV,19,5,coinfection,1,1,N+P,2,3,25coinfectionN+P3shoot,0.2225,0.0204,1378.179,2,46.4,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,37.97265752,20436.16412,20436.16412,0
PAV,19,5,coinfection,1,1,N+P,3,4,35coinfectionN+P4shoot,0.2597,0.0144,1475.075,3,50.3,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,42.02020646,1027.121325,0,1
PAV,19,5,coinfection,1,1,N+P,4,5,45coinfectionN+P5shoot,0.19,0.0348,1048.17,3,52.7,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,40.4583257,4962.342617,4962.342617,0
PAV,19,5,healthy,0,0,low,2,3,25healthylow3shoot,0.248,0.0208,1482.651,3,51.1,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,NaN,NaN,0,1
PAV,19,5,healthy,0,0,low,4,5,45healthylow5shoot,0.3242,0.0537,1690.915,3,50.7,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,19,5,healthy,0,1,P,1,1,15healthyP1shoot,0.1593,0.0139,1785.796,2,48.2,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,19,5,healthy,0,1,P,2,3,25healthyP3shoot,0.2826,0.0192,1590.474,3,48.4,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,44.78817368,503.1810644,0,1
PAV,19,5,healthy,1,1,N+P,1,1,15healthyN+P1shoot,0.3472,0.0233,1788.177,3,50,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,NaN,NaN,0,1
PAV,19,5,healthy,1,1,N+P,1,2,15healthyN+P2shoot,0.1109,0.0051,187.156,2,51.4,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,NaN,NaN,0,1
PAV,19,5,healthy,1,1,N+P,2,3,25healthyN+P3shoot,0.243,0.0148,1490.102,3,47.7,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,19,5,PAV,0,0,low,1,1,15PAVlow1shoot,0.162,0.0091,927.932,3,25.5,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,NaN,NaN,0,1
PAV,19,5,PAV,0,0,low,1,2,15PAVlow2shoot,0.2094,0.0137,1332.433,3,44.1,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,38.1175855,6691.674693,6691.674693,0
PAV,19,5,PAV,0,0,low,2,3,25PAVlow3shoot,0.1407,0.0116,876.405,2,49,2800,50.22608975,-3.560085042,NA,NA,NA,17,35.15453466,17119.13277,17119.13277,0
PAV,19,5,PAV,0,0,low,3,4,35PAVlow4shoot,0.2697,0.035,1674.236,3,46.6,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.67242813,3519.277819,3519.277819,0
PAV,19,5,PAV,0,0,low,4,5,45PAVlow5shoot,0.2334,0.0741,1138.415,3,52,2800,49.60374996,-3.348891958,NA,NA,NA,15,42.12343216,171.2653443,0,1
PAV,19,5,PAV,0,0,low,5,6,55PAVlow6shoot,0.2986,0.0227,NA,NA,46.7,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.6699295,36528.6651,36528.6651,0
PAV,19,5,PAV,0,0,low,5,7,55PAVlow7shoot,0.3644,0.0182,NA,NA,49.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.44389216,42452.81026,42452.81026,0
PAV,19,5,PAV,0,1,P,1,1,15PAVP1shoot,0.1012,0.0088,1501.926,2,14.8,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,44.00507355,873.8306115,0,1
PAV,19,5,PAV,0,1,P,2,3,25PAVP3shoot,0.1431,0.0197,966.031,2,45.9,2800,50.34818138,-3.357441966,NA,NA,NA,14,38.27157211,3953.369343,3953.369343,0
PAV,19,5,PAV,0,1,P,3,4,35PAVP4shoot,0.2651,0.025,1343.182,3,46.9,2800,48.97662263,-3.35880909,NA,NA,NA,13,36.88866043,3970.849045,3970.849045,0
PAV,19,5,PAV,0,1,P,4,5,45PAVP5shoot,0.1358,0.0348,851.965,2,47.8,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.67991384,7229.994581,7229.994581,0
PAV,19,5,PAV,0,1,P,5,6,55PAVP6shoot,0.3267,0.0213,NA,NA,47.6,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.95339839,58822.8392,58822.8392,0
PAV,19,5,PAV,1,0,N,1,1,15PAVN1shoot,0.2404,0.0169,1685.634,2,48.1,2800,50.34818138,-3.357441966,NA,NA,NA,14,39.47537422,1731.489987,0,1
PAV,19,5,PAV,1,0,N,1,2,15PAVN2shoot,0.2662,0.0162,NA,3,51.5,2800,50.22608975,-3.560085042,NA,NA,NA,17,34.32188161,29333.7427,29333.7427,0
PAV,19,5,PAV,1,0,N,2,3,25PAVN3shoot,0.4071,0.0243,2048.928,3,50.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,40.45467885,539.4728893,0,1
PAV,19,5,PAV,1,0,N,3,4,35PAVN4shoot,0.3647,0.0264,1447.076,3,51,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.40638606,10969.65278,10969.65278,0
PAV,19,5,PAV,1,0,N,4,5,45PAVN5shoot,0.1955,0.0198,969.946,2,50.1,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,42.17869186,9503.037843,9503.037843,0
PAV,19,5,PAV,1,0,N,5,6,55PAVN6shoot,0.4344,0.0173,NA,NA,47.5,2800,53.47020321,-3.462972132,NA,NA,NA,36,35.84939066,122560.2132,122560.2132,0
PAV,19,5,PAV,1,1,N+P,1,1,15PAVN+P1shoot,0.3844,0.0137,1992.143,2,47.6,2800,50.22608975,-3.560085042,NA,NA,NA,17,NaN,NaN,0,1
PAV,19,5,PAV,1,1,N+P,1,2,15PAVN+P2shoot,0.1988,0.0116,1214.616,3,52.2,2800,49.67861051,-3.385405223,NA,NA,NA,16,35.16756821,19335.39899,19335.39899,0
PAV,19,5,PAV,1,1,N+P,2,3,25PAVN+P3shoot,0.3521,0.0204,1860.981,3,51.2,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.99560293,7324.340748,7324.340748,0
PAV,19,5,PAV,1,1,N+P,3,4,35PAVN+P4shoot,0.3474,0.0454,1668.304,3,50.1,2800,50.22608975,-3.560085042,NA,NA,NA,17,41.85590363,224.4500534,0,1
PAV,19,5,PAV,1,1,N+P,4,5,45PAVN+P5shoot,0.4681,0.1215,2486.032,3,51.5,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.83734258,8163.69056,8163.69056,0
PAV,19,5,PAV,1,1,N+P,5,6,55PAVN+P6shoot,0.2933,0.0137,NA,NA,51,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.5739797,75702.53942,75702.53942,0
PAV,19,5,PAV,1,1,N+P,5,7,55PAVN+P7shoot,0.4516,0.0195,NA,NA,47.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.17125193,98947.73513,98947.73513,0
PAV,19,5,RPV,0,0,low,1,1,15RPVlow1shoot,0.0967,0.0086,698.476,2,46.3,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,19,5,RPV,0,0,low,1,2,15RPVlow2shoot,0.1663,0.0139,1242.225,3,20.4,28000,56.83531523,-3.627224161,28000,54.45065656,-3.862301743,6,NaN,NaN,0,1
PAV,19,5,RPV,0,0,low,3,4,35RPVlow4shoot,0.4053,0.0766,1974.938,3,48.7,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,19,5,RPV,0,1,P,1,1,15RPVP1shoot,0.1616,0.0163,1046.058,3,48.8,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,19,5,RPV,0,1,P,1,2,15RPVP2shoot,0.2384,0.0122,1473.886,3,46.8,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,19,5,RPV,0,1,P,2,3,25RPVP3shoot,0.1861,0.0142,1059.067,2,52.4,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,48.02433968,23.81152584,0,1
PAV,19,5,RPV,0,1,P,3,4,35RPVP4shoot,0.202,0.024,1004.836,3,52.2,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,51.23851013,20.65301642,0,1
PAV,19,5,RPV,0,1,P,4,5,45RPVP5shoot,0.2665,0.0919,1277.082,3,48.9,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,19,5,RPV,1,0,N,1,1,15RPVN1shoot,0.2207,0.0096,1565.656,3,48.5,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,19,5,RPV,1,0,N,1,2,15RPVN2shoot,0.3211,0.0219,1990.548,3,47.2,28000,56.83531523,-3.627224161,28000,54.45065656,-3.862301743,6,NaN,NaN,0,1
PAV,19,5,RPV,1,0,N,2,3,25RPVN3shoot,0.1947,0.0109,947.595,3,48.9,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,19,5,RPV,1,0,N,4,5,45RPVN5shoot,0.2858,0.0659,1569.553,3,52,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,19,5,RPV,1,1,N+P,1,1,15RPVN+P1shoot,0.2529,0.0116,1607.799,3,25,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,19,5,RPV,1,1,N+P,1,2,15RPVN+P2shoot,0.0516,0.0055,288.92,1,34.5,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,19,5,RPV,1,1,N+P,2,3,25RPVN+P3shoot,0.104,0.0083,566.967,2,46.7,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,43.32487106,4906.46035,4906.46035,0
PAV,19,5,RPV,1,1,N+P,3,4,35RPVN+P4shoot,0.4132,0.0393,2035.398,4,51,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1
PAV,19,5,RPV,1,1,N+P,4,5,45RPVN+P5shoot,0.3108,0.0624,1677.806,3,51.7,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,22,6,coinfection,0,0,low,1,1,16coinfectionlow1shoot,0.1947,0.0182,1133.031,3,52.3,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,35.84319178,44551.48103,44551.48103,0
PAV,22,6,coinfection,0,0,low,1,2,16coinfectionlow2shoot,0.2055,0.0195,1348.436,2,34.1,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,38.09258779,9590.684542,9590.684542,0
PAV,22,6,coinfection,0,0,low,2,3,26coinfectionlow3shoot,0.0955,0.0032,713.82,2,50.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,37.64307785,33521.62938,33521.62938,0
PAV,22,6,coinfection,0,0,low,3,4,36coinfectionlow4shoot,0.2835,0.022,1308.247,2,53,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1
PAV,22,6,coinfection,0,0,low,3,4,36coinfectionlow4shoot,0.2835,0.022,1308.247,2,53,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,44.65018082,204.8903161,0,1
PAV,22,6,coinfection,0,0,low,4,5,46coinfectionlow5shoot,0.3623,0.0155,1681.904,3,48.3,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,NaN,NaN,0,1
PAV,22,6,coinfection,0,1,P,1,1,16coinfectionP1shoot,0.1583,0.0158,1093.582,2,43.7,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,44.01430893,191.4002448,0,1
PAV,22,6,coinfection,0,1,P,1,2,16coinfectionP2shoot,0.0741,0.0062,613.284,2,49.1,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,44.68538666,79.43023837,0,1
PAV,22,6,coinfection,0,1,P,2,3,26coinfectionP3shoot,0.1829,0.0341,1074.156,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,48.22835922,6.470571946,0,1
PAV,22,6,coinfection,0,1,P,3,4,36coinfectionP4shoot,0.2432,0.0236,1442.258,2,48.6,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,42.02108383,686.7441307,0,1
PAV,22,6,coinfection,0,1,P,4,5,46coinfectionP5shoot,0.2497,0.0132,1247.245,2,46.6,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,37.42616908,20353.33575,20353.33575,0
PAV,22,6,coinfection,1,0,N,1,1,16coinfectionN1shoot,0.2521,0.0287,1613.971,3,49.5,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,39.15394592,2918.651264,2918.651264,0
PAV,22,6,coinfection,1,0,N,1,2,16coinfectionN2shoot,0.091,0.0195,743.513,1,51.3,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,42.0037384,434.2955928,0,1
PAV,22,6,coinfection,1,0,N,2,3,26coinfectionN3shoot,0.209,0.0241,1047.282,2,51.3,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,36.11518224,34812.43219,34812.43219,0
PAV,22,6,coinfection,1,0,N,3,4,36coinfectionN4shoot,0.3525,0.0177,1614.618,3,49,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,44.86249161,179.8888346,0,1
PAV,22,6,coinfection,1,0,N,3,4,36coinfectionN4shoot,0.3525,0.0177,1614.618,3,49,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,22,6,coinfection,1,0,N,4,5,46coinfectionN5shoot,0.341,0.0169,1509.077,2,51.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,35.98368708,103356.7009,103356.7009,0
PAV,22,6,coinfection,1,1,N+P,1,1,16coinfectionN+P1shoot,0.2624,0.018,1433.619,3,50.1,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,NaN,NaN,0,1
PAV,22,6,coinfection,1,1,N+P,1,2,16coinfectionN+P2shoot,0.1953,0.0143,1094.93,2,50.1,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,45.86642647,235.329623,0,1
PAV,22,6,coinfection,1,1,N+P,2,3,26coinfectionN+P3shoot,0.1356,0.009,925.125,3,49.5,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,42.36603546,830.9251714,0,1
PAV,22,6,coinfection,1,1,N+P,3,4,36coinfectionN+P4shoot,0.3025,0.0128,1340.312,2,51.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,38.26657486,3649.957965,3649.957965,0
PAV,22,6,coinfection,1,1,N+P,4,5,46coinfectionN+P5shoot,0.2254,0.0093,1201.202,2,52.7,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,44.30478859,770.6460036,0,1
PAV,22,6,healthy,0,0,low,2,3,26healthylow3shoot,0.1305,0.0096,708.821,3,50.9,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1
PAV,22,6,healthy,1,1,N+P,1,2,16healthyN+P2shoot,0.7855,0.029,3531.806,4,50.5,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,NaN,NaN,0,1
PAV,22,6,healthy,1,1,N+P,4,5,46healthyN+P5shoot,0.4707,0.0129,2130.564,3,50.8,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,22,6,PAV,0,0,low,1,1,16PAVlow1shoot,0.2859,0.028,1441.097,3,48.1,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,46.09025828,10.41400489,0,1
PAV,22,6,PAV,0,0,low,1,2,16PAVlow2shoot,0.2463,0.038,1415.534,3,48.2,2800,50.34818138,-3.357441966,NA,NA,NA,14,NaN,NaN,0,1
PAV,22,6,PAV,0,0,low,2,3,26PAVlow3shoot,0.164,0.0193,1028.083,2,49.8,2800,48.97662263,-3.35880909,NA,NA,NA,13,37.10286713,3428.536527,3428.536527,0
PAV,22,6,PAV,0,0,low,3,4,36PAVlow4shoot,0.3005,0.0344,1567.004,3,48.9,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.49999619,3957.195151,3957.195151,0
PAV,22,6,PAV,0,0,low,4,5,46PAVlow5shoot,0.3856,0.0211,2028.925,3,51.2,2800,50.34818138,-3.357441966,NA,NA,NA,14,38.03737767,4642.171931,4642.171931,0
PAV,22,6,PAV,0,1,P,1,1,16PAVP1shoot,0.2158,0.0112,1146.027,3,49.4,2800,50.22608975,-3.560085042,NA,NA,NA,17,41.15144221,353.9952271,0,1
PAV,22,6,PAV,0,1,P,1,2,16PAVP2shoot,0.1274,0.0211,882.505,2,47.5,2800,49.60374996,-3.348891958,NA,NA,NA,15,40.33625031,585.2388191,0,1
PAV,22,6,PAV,0,1,P,2,3,26PAVP3shoot,0.1909,0.0311,1067.832,2,47.5,2800,49.67861051,-3.385405223,NA,NA,NA,16,42.2074178,161.0211203,0,1
PAV,22,6,PAV,0,1,P,3,4,36PAVP4shoot,0.232,0.0156,1414.789,3,49.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.1906573,10121.22369,10121.22369,0
PAV,22,6,PAV,0,1,P,4,5,46PAVP5shoot,0.3115,0.0194,1407.628,3,47.4,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.48404185,4000.369885,4000.369885,0
PAV,22,6,PAV,1,0,N,1,1,16PAVN1shoot,0.3686,0.0077,1680.799,3,50.2,2800,50.22608975,-3.560085042,NA,NA,NA,17,NaN,NaN,0,1
PAV,22,6,PAV,1,0,N,1,2,16PAVN2shoot,0.184,0.0107,965.022,3,48.9,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,22,6,PAV,1,0,N,2,3,26PAVN3shoot,0.225,0.0081,1263.482,2,49.7,2800,50.22608975,-3.560085042,NA,NA,NA,17,47.45570501,6.000388526,0,1
PAV,22,6,PAV,1,0,N,3,4,36PAVN4shoot,0.2229,0.012,1255.516,2,49,2800,50.22608975,-3.560085042,NA,NA,NA,17,36.97925059,5259.365443,5259.365443,0
PAV,22,6,PAV,1,0,N,4,5,46PAVN5shoot,0.2224,0.0112,1292.808,3,48.9,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.76330693,8588.726355,8588.726355,0
PAV,22,6,PAV,1,1,N+P,1,1,16PAVN+P1shoot,0.388,0.0296,2179.416,3,50.8,2800,49.67861051,-3.385405223,NA,NA,NA,16,38.00376129,2809.198983,2809.198983,0
PAV,22,6,PAV,1,1,N+P,1,2,16PAVN+P2shoot,0.2017,0.0251,1034.384,2,49.3,2800,49.67861051,-3.385405223,NA,NA,NA,16,45.2525355,20.29545924,0,1
PAV,22,6,PAV,1,1,N+P,1,2,16PAVN+P2shoot,0.2017,0.0251,1034.384,2,49.3,2800,51.17425542,-3.351718139,NA,NA,NA,42,41.97278595,556.2875012,0,1
PAV,22,6,PAV,1,1,N+P,2,3,26PAVN+P3shoot,0.3242,0.0168,1809.757,3,49.5,2800,49.67861051,-3.385405223,NA,NA,NA,16,42.88375473,101.6488912,0,1
PAV,22,6,PAV,1,1,N+P,3,4,36PAVN+P4shoot,0.3325,0.0146,1724.169,3,50.7,2800,49.60374996,-3.348891958,NA,NA,NA,15,35.17105993,20402.86465,20402.86465,0
PAV,22,6,PAV,1,1,N+P,4,5,46PAVN+P5shoot,0.5062,0.0129,2546.929,3,51.4,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,36.46334203,20074.08964,20074.08964,0
PAV,22,6,PAV,1,1,N+P,5,6,56PAVN+P6shoot,0.352,0.0195,NA,NA,51.9,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.25265757,48209.11069,48209.11069,0
PAV,22,6,RPV,0,0,low,1,1,16RPVlow1shoot,0.1901,0.0188,1004.273,3,47.3,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,22,6,RPV,0,0,low,1,2,16RPVlow2shoot,0.1294,0.0153,847.55,3,45.6,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,22,6,RPV,0,0,low,2,3,26RPVlow3shoot,0.2776,0.0263,1350.98,3,51.4,28000,56.83531523,-3.627224161,28000,54.45065656,-3.862301743,6,NaN,NaN,0,1
PAV,22,6,RPV,0,0,low,3,4,36RPVlow4shoot,0.3929,0.0328,1903.823,3,49.8,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,22,6,RPV,0,0,low,4,5,46RPVlow5shoot,0.3437,0.0214,1510.407,2,48.5,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,22,6,RPV,0,1,P,1,2,16RPVP2shoot,0.2842,0.0223,1394.232,3,49.1,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,22,6,RPV,0,1,P,2,3,26RPVP3shoot,0.1088,0.0116,549.776,1,51.2,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,45.67071915,309.4074999,0,1
PAV,22,6,RPV,0,1,P,3,4,36RPVP4shoot,0.2546,0.0157,1391.402,3,47.3,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,22,6,RPV,0,1,P,4,5,46RPVP5shoot,0.3922,0.018,1822.481,3,48.9,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,22,6,RPV,1,0,N,1,1,16RPVN1shoot,0.2938,0.0134,1872.059,3,50.9,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,22,6,RPV,1,0,N,1,2,16RPVN2shoot,0.1788,0.0144,1077.273,3,50.7,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,22,6,RPV,1,0,N,2,3,26RPVN3shoot,0.1224,0.0021,696.02,3,47,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,22,6,RPV,1,0,N,3,4,36RPVN4shoot,0.3949,0.0183,2255.199,3,51.2,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,22,6,RPV,1,0,N,4,5,46RPVN5shoot,0.3721,0.0112,1767.412,3,51.7,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,22,6,RPV,1,1,N+P,1,1,16RPVN+P1shoot,0.2706,0.0253,1589.097,2,49.7,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,22,6,RPV,1,1,N+P,1,2,16RPVN+P2shoot,0.1458,0.0051,922.883,2,48.8,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,22,6,RPV,1,1,N+P,2,3,26RPVN+P3shoot,0.1747,0.0136,1198.243,2,49.2,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,22,6,RPV,1,1,N+P,3,4,36RPVN+P4shoot,0.362,0.012,2111.353,3,46.2,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,26,7,coinfection,0,0,low,1,1,17coinfectionlow1shoot,0.1862,0.0154,1135.967,3,48.9,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,30.82265472,641480.9887,641480.9887,0
PAV,26,7,coinfection,0,0,low,1,2,17coinfectionlow2shoot,0.0724,0.0077,637.053,3,35.5,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,26,7,coinfection,0,0,low,2,3,27coinfectionlow3shoot,0.1309,0.0101,842.738,NA,50.5,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,37.784338,8349.238556,8349.238556,0
PAV,26,7,coinfection,0,0,low,3,4,37coinfectionlow4shoot,0.3327,0.0259,1379.624,2,47.8,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,43.44166565,276.2795487,0,1
PAV,26,7,coinfection,0,0,low,4,5,47coinfectionlow5shoot,0.2894,0.0301,1720.706,3,50,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,38.30445862,4517.641413,4517.641413,0
PAV,26,7,coinfection,0,1,P,1,1,17coinfectionP1shoot,0.1031,0.0119,826.695,2,51.4,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,38.86208471,14658.52819,14658.52819,0
PAV,26,7,coinfection,0,1,P,1,2,17coinfectionP2shoot,0.1927,0.0231,1285.973,2,51,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,42.25328064,660.7975345,0,1
PAV,26,7,coinfection,0,1,P,2,3,27coinfectionP3shoot,0.1385,0.01,779.049,NA,49.8,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,44.97838211,491.373912,0,1
PAV,26,7,coinfection,0,1,P,3,4,37coinfectionP4shoot,0.2341,0.023,1173.426,3,52.5,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,NaN,NaN,0,1
PAV,26,7,coinfection,0,1,P,4,5,47coinfectionP5shoot,0.3826,0.0209,1850.317,3,52.7,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,38.38705826,12353.90247,12353.90247,0
