target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass_g,root_mass_g,leaf_area_mm2,leaves,mass_ext_mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero
PAV,12,3,coinfection,0,1,P,1,1,13coinfectionP1shoot,0.0787,0.0028,494.312,2,46.3,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,38.40687561,6758.996081,6758.996081,0
PAV,12,3,coinfection,0,1,P,1,2,13coinfectionP2shoot,0.0914,0.0199,411.81,1,45.9,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,37.99275335,13981.73458,13981.73458,0
PAV,12,3,coinfection,0,1,P,2,3,23coinfectionP3shoot,0.1376,0.0099,899.94,2,50.7,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,36.56824493,13388.34244,13388.34244,0
PAV,12,3,coinfection,0,1,P,3,4,33coinfectionP4shoot,0.2382,0.0199,1080.44,2,50,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,38.2093792,4101.573491,4101.573491,0
PAV,12,3,coinfection,0,1,P,4,5,43coinfectionP5shoot,0.1172,0.0071,552.845,2,48.5,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,37.3119901,10768.15269,10768.15269,0
PAV,12,3,coinfection,0,1,P,5,6,53coinfectionP6shoot,0.2994,0.0155,NA,NA,50.8,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,47.07318497,57.63017475,0,1
PAV,12,3,coinfection,1,0,N,1,1,13coinfectionN1shoot,0.2397,0.0161,1488.013,2,48.3,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,37.57515589,20888.17671,20888.17671,0
PAV,12,3,coinfection,1,0,N,1,2,13coinfectionN2shoot,0.1425,0.0132,1058.803,2,47.4,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,37.79426575,10313.61477,10313.61477,0
PAV,12,3,coinfection,1,0,N,2,3,23coinfectionN3shoot,0.1062,0.0122,705.32,2,45.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,43.92293167,472.8093267,0,1
PAV,12,3,coinfection,1,0,N,3,4,33coinfectionN4shoot,0.2223,0.0178,1027.073,2,49.3,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,37.90108744,7195.574428,7195.574428,0
PAV,12,3,coinfection,1,0,N,4,5,43coinfectionN5shoot,0.3304,0.0153,1597.927,2,48.3,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,39.29489263,6866.83492,6866.83492,0
PAV,12,3,coinfection,1,1,N+P,1,1,13coinfectionN+P1shoot,0.203,0.0218,1133.213,2,52.7,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,40.41134072,1281.261495,0,1
PAV,12,3,coinfection,1,1,N+P,1,2,13coinfectionN+P2shoot,0.1252,0.0157,763.612,3,48,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,37.8492597,17494.18186,17494.18186,0
PAV,12,3,coinfection,1,1,N+P,2,3,23coinfectionN+P3shoot,0.2483,0.016,1436.058,3,48.7,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,38.90352631,4755.772843,4755.772843,0
PAV,12,3,coinfection,1,1,N+P,3,4,33coinfectionN+P4shoot,0.35,0.0198,1796.25,2,48.3,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,43.75673676,306.5975685,0,1
PAV,12,3,coinfection,1,1,N+P,4,5,43coinfectionN+P5shoot,0.0744,0.0077,267.79,1,23.7,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,42.4305954,528.2014026,0,1
PAV,12,3,healthy,0,0,low,1,2,13healthylow2shoot,0.1315,0.0151,961.157,2,49.2,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,NaN,NaN,0,1
PAV,12,3,healthy,0,0,low,2,3,23healthylow3shoot,0.1375,0.007,856.038,2,50.6,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,42.97177505,1810.150414,1810.150414,0
PAV,12,3,healthy,1,0,N,1,1,13healthyN1shoot,0.1279,0.0087,723.496,2,49.3,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,44.54936981,595.4166001,0,1
PAV,12,3,healthy,1,1,N+P,3,4,33healthyN+P4shoot,0.2245,0.0174,1122.009,2,50.3,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,NaN,NaN,0,1
PAV,12,3,PAV,0,0,low,1,1,13PAVlow1shoot,0.0676,0.0231,442.22,1,39.5,2800,49.60374996,-3.348891958,NA,NA,NA,15,40.00046158,737.2278479,0,1
PAV,12,3,PAV,0,0,low,1,2,13PAVlow2shoot,0.1351,0.0307,1014.796,2,46.5,2800,50.22608975,-3.560085042,NA,NA,NA,17,35.16735331,16977.78779,16977.78779,0
PAV,12,3,PAV,0,0,low,3,4,33PAVlow4shoot,0.2916,0.0278,1281.934,2,48.1,2800,50.22608975,-3.560085042,NA,NA,NA,17,37.68317413,3335.851747,3335.851747,0
PAV,12,3,PAV,0,0,low,4,5,43PAVlow5shoot,0.179,0.0124,988.205,2,47.1,2800,50.22608975,-3.560085042,NA,NA,NA,17,36.39140447,7692.273541,7692.273541,0
PAV,12,3,PAV,0,0,low,5,6,53PAVlow6shoot,0.2978,0.0218,NA,NA,54.3,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.75108083,67292.87443,67292.87443,0
PAV,12,3,PAV,0,0,low,5,7,53PAVlow7shoot,0.2302,0.0167,NA,NA,49.3,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.19759115,50006.97833,50006.97833,0
PAV,12,3,PAV,0,1,P,1,1,13PAVP1shoot,0.2439,0.0409,1495.55,2,50.2,2800,51.17425542,-3.351718139,NA,NA,NA,42,40.01343537,2137.372688,0,1
PAV,12,3,PAV,0,1,P,1,2,13PAVP2shoot,0.1932,0.0303,1156.034,2,49.6,2800,48.97662263,-3.35880909,NA,NA,NA,13,34.96268209,14869.4346,14869.4346,0
PAV,12,3,PAV,0,1,P,2,3,23PAVP3shoot,0.2215,0.0136,1294.632,2,48.1,2800,50.22608975,-3.560085042,NA,NA,NA,17,35.09658432,17772.95157,17772.95157,0
PAV,12,3,PAV,0,1,P,3,4,33PAVP4shoot,0.1765,0.0147,886.403,2,47,2800,49.60374996,-3.348891958,NA,NA,NA,15,37.3909874,4434.115253,4434.115253,0
PAV,12,3,PAV,0,1,P,4,5,43PAVP5shoot,0.1925,0.0169,1199.598,2,49,2800,50.34818138,-3.357441966,NA,NA,NA,14,41.52856445,423.5316701,0,1
PAV,12,3,PAV,0,1,P,5,6,53PAVP6shoot,0.2704,0.0177,NA,NA,52.1,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.58764903,38582.81197,38582.81197,0
PAV,12,3,PAV,0,1,P,5,7,53PAVP7shoot,0.2404,0.0157,NA,NA,49.5,2800,53.47020321,-3.462972132,NA,NA,NA,36,37.96234512,30074.13543,30074.13543,0
PAV,12,3,PAV,1,0,N,1,1,13PAVN1shoot,0.2357,0.0175,1669.571,3,47.4,2800,50.22608975,-3.560085042,NA,NA,NA,17,34.88001124,20445.28827,20445.28827,0
PAV,12,3,PAV,1,0,N,1,2,13PAVN2shoot,0.0785,0.051,513.195,1,48.1,2800,48.97662263,-3.35880909,NA,NA,NA,13,40.03002167,460.9172324,0,1
PAV,12,3,PAV,1,0,N,2,3,23PAVN3shoot,0.2339,0.0119,1299.984,2,52,2800,49.67861051,-3.385405223,NA,NA,NA,16,35.51145935,15302.8613,15302.8613,0
PAV,12,3,PAV,1,0,N,3,4,33PAVN4shoot,0.2477,0.0188,1278.679,2,48.6,2800,50.34818138,-3.357441966,NA,NA,NA,14,38.53932571,3290.168234,3290.168234,0
PAV,12,3,PAV,1,0,N,4,5,43PAVN5shoot,0.4489,0.0234,1869.207,3,49.7,2800,48.97662263,-3.35880909,NA,NA,NA,13,40.72555288,286.1186811,0,1
PAV,12,3,PAV,1,0,N,5,6,53PAVN6shoot,0.2813,0.017,NA,NA,47.1,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.77646256,66166.72154,66166.72154,0
PAV,12,3,PAV,1,0,N,5,7,53PAVN7shoot,0.3425,0.0175,NA,NA,47,2800,53.47020321,-3.462972132,NA,NA,NA,36,38.46909078,21471.41016,21471.41016,0
PAV,12,3,PAV,1,1,N+P,1,1,13PAVN+P1shoot,0.2365,0.0291,1557.79,3,49.6,2800,49.60374996,-3.348891958,NA,NA,NA,15,37.57778168,3899.680642,3899.680642,0
PAV,12,3,PAV,1,1,N+P,1,2,13PAVN+P2shoot,0.202,0.0252,1309.048,2,48.9,2800,50.34818138,-3.357441966,NA,NA,NA,14,36.82959239,10628.08454,10628.08454,0
PAV,12,3,PAV,1,1,N+P,2,3,23PAVN+P3shoot,0.0778,0.0119,449.288,1,35.4,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,12,3,PAV,1,1,N+P,3,4,33PAVN+P4shoot,0.3769,0.0217,1785.921,3,48.3,2800,50.34818138,-3.357441966,NA,NA,NA,14,47.10821152,9.225957023,0,1
PAV,12,3,PAV,1,1,N+P,3,4,33PAVN+P4shoot,0.3769,0.0217,1785.921,3,48.3,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,49.96544075,45.55421887,0,1
PAV,12,3,PAV,1,1,N+P,4,5,43PAVN+P5shoot,0.4052,0.0206,1754.098,3,51.3,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.81934738,6569.04517,6569.04517,0
PAV,12,3,RPV,0,0,low,1,1,13RPVlow1shoot,0.1656,0.012,1423.18,2,46.9,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,12,3,RPV,0,0,low,3,4,33RPVlow4shoot,0.0557,0.0113,151.228,1,47.3,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,12,3,RPV,0,0,low,4,5,43RPVlow5shoot,0.3448,0.0231,1700.155,2,48.2,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,12,3,RPV,0,1,P,1,1,13RPVP1shoot,0.0456,0.0012,354.655,2,26.1,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,12,3,RPV,0,1,P,1,2,13RPVP2shoot,0.0673,0.003,423.5,2,41.4,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,12,3,RPV,0,1,P,2,3,23RPVP3shoot,0.2498,0.0194,1365.852,2,50,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,12,3,RPV,0,1,P,3,4,33RPVP4shoot,0.2181,0.0303,1054.644,2,47.6,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,12,3,RPV,0,1,P,4,5,43RPVP5shoot,0.1781,0.0108,860.056,2,48.5,28000,56.83531523,-3.627224161,28000,54.45065656,-3.862301743,6,NaN,NaN,0,1
PAV,12,3,RPV,1,0,N,1,2,13RPVN2shoot,0.2467,0.0236,1692.686,2,49.2,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,12,3,RPV,1,0,N,2,3,23RPVN3shoot,0.2204,0.0138,1270.531,2,53.2,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,12,3,RPV,1,0,N,3,4,33RPVN4shoot,0.3909,0.0225,1611.074,3,50.5,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1
PAV,12,3,RPV,1,0,N,4,5,43RPVN5shoot,0.437,0.0189,2009.409,2,49.3,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,12,3,RPV,1,1,N+P,1,1,13RPVN+P1shoot,0.2149,0.0176,1353.534,2,51.3,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,12,3,RPV,1,1,N+P,1,2,13RPVN+P2shoot,0.064,0.0012,923.736,2,39.6,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,12,3,RPV,1,1,N+P,2,3,23RPVN+P3shoot,0.2699,0.017,1620.304,3,48,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,12,3,RPV,1,1,N+P,3,4,33RPVN+P4shoot,0.3355,0.0333,1629.445,3,48.6,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,12,3,RPV,1,1,N+P,4,5,43RPVN+P5shoot,0.1904,0.0094,980.05,2,47.1,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,16,4,coinfection,0,0,low,1,2,14coinfectionlow2shoot,0.3299,0.0285,1503.965,3,48.8,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,46.06930161,51.27383849,0,1
PAV,16,4,coinfection,0,0,low,2,3,24coinfectionlow3shoot,0.2307,0.0219,1318.572,2,48,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,36.37198512,15557.99567,15557.99567,0
PAV,16,4,coinfection,0,0,low,4,5,44coinfectionlow5shoot,0.2351,0.0119,1381.174,2,47,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,36.36163203,28744.29376,28744.29376,0
PAV,16,4,coinfection,0,0,low,5,6,54coinfectionlow6shoot,0.2779,0.0145,NA,NA,48.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,39.49662018,8021.154065,8021.154065,0
PAV,16,4,coinfection,0,1,P,1,1,14coinfectionP1shoot,0.162,0.0177,1013.252,3,49,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,37.90129471,28133.9041,28133.9041,0
PAV,16,4,coinfection,0,1,P,1,2,14coinfectionP2shoot,0.2148,0.0143,1269.182,2,50.4,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,39.57015228,4915.337803,4915.337803,0
PAV,16,4,coinfection,0,1,P,2,3,24coinfectionP3shoot,0.2406,0.0303,1371.648,2,47.8,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,37.83710671,11328.87536,11328.87536,0
PAV,16,4,coinfection,0,1,P,4,5,44coinfectionP5shoot,0.2166,0.0104,1132.831,2,50.7,2800,51.34012947,-3.516751162,2800,53.49430969,-3.772950434,44,42.10806656,421.8597433,0,1
PAV,16,4,coinfection,0,1,P,4,5,44coinfectionP5shoot,0.2166,0.0104,1132.831,2,50.7,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,16,4,coinfection,0,1,P,5,6,54coinfectionP6shoot,0.2406,0.0169,NA,NA,53.2,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,NaN,NaN,0,1
PAV,16,4,coinfection,1,0,N,1,1,14coinfectionN1shoot,0.1879,0.0112,1183.528,2,49,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,36.114947,30260.87729,30260.87729,0
PAV,16,4,coinfection,1,0,N,1,2,14coinfectionN2shoot,0.1954,0.0165,1107.498,2,51.1,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,38.07861201,8595.233223,8595.233223,0
PAV,16,4,coinfection,1,0,N,2,3,24coinfectionN3shoot,0.1457,0.208,726.109,1,45.9,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,44.66738892,236.907364,0,1
PAV,16,4,coinfection,1,0,N,4,5,44coinfectionN5shoot,0.2694,0.012,1388.24,3,48.7,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,39.43053627,7741.857932,7741.857932,0
PAV,16,4,coinfection,1,0,N,5,6,54coinfectionN6shoot,0.4048,0.0235,NA,NA,51.8,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,41.83728981,1745.849556,0,1
PAV,16,4,coinfection,1,1,N+P,1,1,14coinfectionN+P1shoot,0.0747,0.0047,556.33,2,45.7,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,36.51997884,25696.78604,25696.78604,0
PAV,16,4,coinfection,1,1,N+P,1,2,14coinfectionN+P2shoot,0.2163,0.0172,1225.169,2,48.5,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,39.62172572,6816.503271,6816.503271,0
PAV,16,4,coinfection,1,1,N+P,2,3,24coinfectionN+P3shoot,0.1276,0.0199,826.153,2,47.9,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,36.88676326,14405.08219,14405.08219,0
PAV,16,4,coinfection,1,1,N+P,4,5,44coinfectionN+P5shoot,0.4513,0.0197,1792.659,3,47.2,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,NaN,NaN,0,1
PAV,16,4,coinfection,1,1,N+P,5,6,54coinfectionN+P6shoot,0.4169,0.0174,NA,NA,49.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,43.1819725,727.0507318,0,1
PAV,16,4,coinfection,1,1,N+P,5,7,54coinfectionN+P7shoot,0.3523,0.0245,NA,NA,47.4,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,42.89390182,877.1353844,0,1
PAV,16,4,healthy,0,0,low,1,1,14healthylow1shoot,0.3481,0.0247,1526.75,3,51.3,28000,52.66682698,-3.371971511,2800,49.88475912,-3.252348638,3,NaN,NaN,0,1
PAV,16,4,healthy,1,0,N,1,1,14healthyN1shoot,0.2697,0.0075,1453.598,3,49,1000,53.6146004,-3.266960568,1000,48.15826064,-3.23575189,1,46.45002365,155.9697848,0,1
PAV,16,4,healthy,1,0,N,1,2,14healthyN2shoot,0.2825,0.0197,1461.941,3,50.1,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,16,4,PAV,0,0,low,1,1,14PAVlow1shoot,0.2673,0.016,1320.048,2,52.1,2800,49.67861051,-3.385405223,NA,NA,NA,16,37.26877213,4631.138072,4631.138072,0
PAV,16,4,PAV,0,0,low,1,2,14PAVlow2shoot,0.1659,0.0128,1033.327,2,52.8,2800,48.97662263,-3.35880909,NA,NA,NA,13,37.09537888,3446.182044,3446.182044,0
PAV,16,4,PAV,0,0,low,2,3,24PAVlow3shoot,0.1641,0.0217,881.772,3,47.6,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.97555796,7425.683229,7425.683229,0
PAV,16,4,PAV,0,0,low,4,5,44PAVlow5shoot,0.1971,0.0126,976.667,2,48,2800,51.17425542,-3.351718139,NA,NA,NA,42,48.71644211,5.411273959,0,1
PAV,16,4,PAV,0,0,low,4,5,44PAVlow5shoot,0.1971,0.0126,976.667,2,48,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,16,4,PAV,0,0,low,5,6,54PAVlow6shoot,0.3116,0.0222,NA,NA,51.1,2800,51.17425542,-3.351718139,NA,NA,NA,42,42.16539955,487.3401345,0,1
PAV,16,4,PAV,0,1,P,1,1,14PAVP1shoot,0.31,0.0225,1534.957,3,48.8,2800,50.34818138,-3.357441966,NA,NA,NA,14,40.96083069,625.148234,0,1
PAV,16,4,PAV,0,1,P,1,2,14PAVP2shoot,0.2613,0.0135,1316.942,3,46.4,2800,48.97662263,-3.35880909,NA,NA,NA,13,36.77183151,4301.95851,4301.95851,0
PAV,16,4,PAV,0,1,P,2,3,24PAVP3shoot,0.1953,0.0275,1125.444,2,52.6,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,35.13006083,40752.71416,40752.71416,0
PAV,16,4,PAV,0,1,P,4,5,44PAVP5shoot,0.3841,0.0171,1741.51,3,53.3,2800,48.97662263,-3.35880909,NA,NA,NA,13,35.51055399,10213.61603,10213.61603,0
PAV,16,4,PAV,0,1,P,5,6,54PAVP6shoot,0.2093,0.0174,NA,NA,54.1,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.44876989,82274.86813,82274.86813,0
PAV,16,4,PAV,0,1,P,5,7,54PAVP7shoot,0.2393,0.0191,NA,NA,46,2800,51.17425542,-3.351718139,NA,NA,NA,42,40.08744621,2031.415637,0,1
PAV,16,4,PAV,1,0,N,1,1,14PAVN1shoot,0.3526,0.019,1686.697,3,51.2,2800,49.60374996,-3.348891958,NA,NA,NA,15,36.84247589,6465.407907,6465.407907,0
PAV,16,4,PAV,1,0,N,1,2,14PAVN2shoot,0.2391,0.0143,1477.746,2,47.7,2800,49.60374996,-3.348891958,NA,NA,NA,15,46.21804301,10.25635833,0,1
PAV,16,4,PAV,1,0,N,2,3,24PAVN3shoot,0.0378,0.0046,100.158,1,29.6,2800,50.34818138,-3.357441966,NA,NA,NA,14,37.60316086,6252.459371,6252.459371,0
PAV,16,4,PAV,1,0,N,4,5,44PAVN5shoot,0.3347,0.0121,1637.13,2,48,2800,50.34818138,-3.357441966,NA,NA,NA,14,42.44679006,225.6296897,0,1
PAV,16,4,PAV,1,0,N,4,5,44PAVN5shoot,0.3347,0.0121,1637.13,2,48,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,NaN,NaN,0,1
PAV,16,4,PAV,1,0,N,5,6,54PAVN6shoot,0.2622,0.0181,NA,NA,51.4,2800,53.47020321,-3.462972132,NA,NA,NA,36,35.77794012,128523.4075,128523.4075,0
PAV,16,4,PAV,1,1,N+P,1,1,14PAVN+P1shoot,0.2577,0.0025,1476.05,2,48.6,2800,51.17425542,-3.351718139,NA,NA,NA,42,43.14400737,248.8056214,0,1
PAV,16,4,PAV,1,1,N+P,1,1,14PAVN+P1shoot,0.2577,0.0025,1476.05,2,48.6,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,NaN,NaN,0,1
PAV,16,4,PAV,1,1,N+P,1,2,14PAVN+P2shoot,0.0248,0.0194,104.02,0,19.4,2800,50.22608975,-3.560085042,NA,NA,NA,17,40.56698608,516.6144567,0,1
PAV,16,4,PAV,1,1,N+P,2,3,24PAVN+P3shoot,0.3888,0.1044,1875.257,3,53.6,2800,50.34818138,-3.357441966,NA,NA,NA,14,37.50665665,6680.273628,6680.273628,0
PAV,16,4,PAV,1,1,N+P,4,5,44PAVN+P5shoot,0.2908,0.0119,1522.903,3,50.9,2800,51.38179052,-3.467281215,2800,49.96806577,-3.525420062,31,38.75143051,4392.657279,4392.657279,0
PAV,16,4,PAV,1,1,N+P,5,6,54PAVN+P6shoot,0.3586,0.0188,NA,NA,49.8,2800,53.47020321,-3.462972132,NA,NA,NA,36,36.07335536,105602.7877,105602.7877,0
PAV,16,4,RPV,0,0,low,1,1,14RPVlow1shoot,0.2302,0.0218,1104.163,3,53.5,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,16,4,RPV,0,0,low,1,2,14RPVlow2shoot,0.0798,0.0088,570.738,2,46.1,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,16,4,RPV,0,0,low,2,3,24RPVlow3shoot,0.1066,0.0145,603.204,3,45.3,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,16,4,RPV,0,0,low,4,5,44RPVlow5shoot,0.383,0.0158,1735.794,3,48.6,1000,54.25433097,-3.446498914,1000,49.17542606,-2.921595272,2,NaN,NaN,0,1
PAV,16,4,RPV,0,1,P,1,1,14RPVP1shoot,0.2226,0.025,1157.499,3,47.7,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,16,4,RPV,0,1,P,1,2,14RPVP2shoot,0.1823,0.0137,1039.827,2,47.6,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,16,4,RPV,0,1,P,2,3,24RPVP3shoot,0.1515,0.0197,878.534,2,19.3,28000,56.24501307,-3.521278762,28000,46.31349642,-2.748257001,11,NaN,NaN,0,1
PAV,16,4,RPV,1,0,N,1,1,14RPVN1shoot,0.2769,0.0253,1516.308,2,52.2,28000,56.83531523,-3.627224161,28000,54.45065656,-3.862301743,6,NaN,NaN,0,1
PAV,16,4,RPV,1,0,N,1,2,14RPVN2shoot,0.1802,0.0206,815.334,2,48.6,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1
PAV,16,4,RPV,1,0,N,4,5,44RPVN5shoot,0.3178,0.0106,1611.092,3,50.9,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,44.12548066,831.8281396,0,1
PAV,16,4,RPV,1,1,N+P,1,1,14RPVN+P1shoot,0.31,0.0279,1703.328,3,50.2,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,16,4,RPV,1,1,N+P,1,2,14RPVN+P2shoot,0.2215,0.0162,1143.57,3,48.6,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,NaN,NaN,0,1
PAV,16,4,RPV,1,1,N+P,2,3,24RPVN+P3shoot,0.2813,0.0198,1614.629,3,48.7,2800,55.02693597,-3.267628832,28000,55.29529585,-3.828070322,10,NaN,NaN,0,1
PAV,16,4,RPV,1,1,N+P,4,5,44RPVN+P5shoot,0.3607,0.014,1806.741,2,47.8,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,NaN,NaN,0,1
PAV,19,5,coinfection,0,0,low,1,1,15coinfectionlow1shoot,0.2519,0.0135,1257.161,3,38.9,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,NaN,NaN,0,1
PAV,19,5,coinfection,0,0,low,2,3,25coinfectionlow3shoot,0.0877,0.0116,644.579,2,41.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,36.80377197,13557.29209,13557.29209,0
PAV,19,5,coinfection,0,0,low,3,4,35coinfectionlow4shoot,0.1933,0.0331,1173.328,2,46.1,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,43.24849892,80.63959586,0,1
PAV,19,5,coinfection,0,0,low,4,5,45coinfectionlow5shoot,0.2412,0.0783,1369.179,2,51.3,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,46.33444786,78.07980091,0,1
PAV,19,5,coinfection,0,0,low,5,6,55coinfectionlow6shoot,0.2915,0.0222,NA,NA,50.5,2800,55.29559506,-3.453557935,2800,51.96716877,-3.369245403,39,NaN,NaN,0,1
PAV,19,5,coinfection,0,1,P,1,1,15coinfectionP1shoot,0.1601,0.0129,859.282,2,17.2,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,38.30895615,3533.478606,3533.478606,0
PAV,19,5,coinfection,0,1,P,1,2,15coinfectionP2shoot,0.1343,0.0112,830.27,2,15.1,2800,52.15571661,-3.531808133,2800,53.0766694,-3.844867382,26,45.2842331,88.22655569,0,1
PAV,19,5,coinfection,0,1,P,2,3,25coinfectionP3shoot,0.1852,0.015,1033.626,2,47.1,2800,53.33356801,-3.756567892,2800,52.04851391,-3.525956916,43,41.21444893,1683.118713,0,1
PAV,19,5,coinfection,0,1,P,3,4,35coinfectionP4shoot,0.215,0.0372,1032.775,2,50.3,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,41.0444018,607.4794635,0,1
PAV,19,5,coinfection,0,1,P,4,5,45coinfectionP5shoot,0.2218,0.1037,1285.263,2,50.9,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,38.68211746,3426.142822,3426.142822,0
