dpi,time,inoc,nutrient,round,replicate,aphid_mass_mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,conc_p,conc_p_s
29,8,coinfection,P,3,4,137.6,54491.77839434231,7498068.707061502,N,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N,0,1,1,0,1,1,1,0.6877889826895855,590.5457075860395,0.29887064737923796
29,8,coinfection,P,3,4,137.6,54491.77839434231,7498068.707061502,N+P,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N+P,0,1,1,1,1,1,1,0.6877889826895855,590.5457075860395,0.29887064737923796
29,8,coinfection,P,3,4,137.6,54491.77839434231,7498068.707061502,P,2/9/16,2/12/16,2/12/16,2/12/16,0.5,0,NA,NA,NA,shoot,3.8.coinfection.P.4.P,0,1,0,1,1,0,0,0.6877889826895855,590.5457075860395,0.29887064737923796
29,8,coinfection,P,4,5,76.30000000000001,12358.141163800403,942926.1707979708,low,2/8/16,2/12/16,2/12/16,2/12/16,0.5,0.5,NA,NA,NA,shoot,4.8.coinfection.P.5.low,0,1,0,0,1,1,0,-0.4287525242753744,1237.6367056563554,1.3785736095086736
29,8,coinfection,P,4,5,76.30000000000001,12358.141163800403,942926.1707979708,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N,0,1,1,0,1,1,1,-0.4287525242753744,1237.6367056563554,1.3785736095086736
29,8,coinfection,P,4,5,76.30000000000001,12358.141163800403,942926.1707979708,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N+P,0,1,1,1,1,1,1,-0.4287525242753744,1237.6367056563554,1.3785736095086736
29,8,coinfection,P,4,5,76.30000000000001,12358.141163800403,942926.1707979708,P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.P,0,1,0,1,1,1,1,-0.4287525242753744,1237.6367056563554,1.3785736095086736
29,8,coinfection,N,4,5,187,34949.56411742593,6535568.489958649,low,10/6/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.low,1,0,0,0,1,1,1,0.16992024852856527,130.1357363263188,-0.46934589595927856
29,8,coinfection,N,4,5,187,34949.56411742593,6535568.489958649,N,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N,1,0,1,0,1,1,1,0.16992024852856527,130.1357363263188,-0.46934589595927856
29,8,coinfection,N,4,5,187,34949.56411742593,6535568.489958649,N+P,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N+P,1,0,1,1,1,1,1,0.16992024852856527,130.1357363263188,-0.46934589595927856
29,8,coinfection,N,4,5,187,34949.56411742593,6535568.489958649,P,10/6/15,10/10/15,10/10/15,10/11/15,1,1,NA,NA,NA,shoot,4.8.coinfection.N.5.P,1,0,0,1,1,1,1,0.16992024852856527,130.1357363263188,-0.46934589595927856
29,8,coinfection,N+P,2,3,71.3,95.48749933520999,6808.258702600472,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N,1,1,1,0,1,1,1,-0.7537128814122238,103.93289526176021,-0.5130666171530178
29,8,coinfection,N+P,2,3,71.3,95.48749933520999,6808.258702600472,N+P,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N+P,1,1,1,1,1,1,1,-0.7537128814122238,103.93289526176021,-0.5130666171530178
29,8,coinfection,N+P,4,5,164.5,54602.95780533655,8982186.558977863,low,2/8/16,2/12/16,2/12/16,2/12/16,0,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.low,1,1,0,0,1,1,1,0.690735237398519,64.3141372915059,-0.5791724515162466
29,8,coinfection,N+P,4,5,164.5,54602.95780533655,8982186.558977863,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N,1,1,1,0,1,1,1,0.690735237398519,64.3141372915059,-0.5791724515162466
29,8,coinfection,N+P,4,5,164.5,54602.95780533655,8982186.558977863,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N+P,1,1,1,1,1,1,1,0.690735237398519,64.3141372915059,-0.5791724515162466
29,8,coinfection,N+P,4,5,164.5,54602.95780533655,8982186.558977863,P,2/8/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.P,1,1,0,1,1,1,1,0.690735237398519,64.3141372915059,-0.5791724515162466
5,1,coinfection,N+P,1,1,27.900000000000002,3525.343111517072,98357.07281132632,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.low,1,1,0,0,1,0,0,-0.6628216978919516,91.17135064634493,-0.5343598781683929
5,1,coinfection,N+P,1,1,27.900000000000002,3525.343111517072,98357.07281132632,N,3/22/16,3/25/16,3/25/16,3/26/16,0,1,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N,1,1,1,0,1,1,1,-0.6628216978919516,91.17135064634493,-0.5343598781683929
5,1,coinfection,N+P,1,1,27.900000000000002,3525.343111517072,98357.07281132632,N+P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N+P,1,1,1,1,1,0,0,-0.6628216978919516,91.17135064634493,-0.5343598781683929
5,1,coinfection,N+P,1,1,27.900000000000002,3525.343111517072,98357.07281132632,P,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.P,1,1,0,1,1,0,0,-0.6628216978919516,91.17135064634493,-0.5343598781683929
5,1,coinfection,P,1,1,68.4,148.88244353751335,10183.559137965914,N,8/18/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N,0,1,1,0,1,1,1,-0.752297915238339,106.66101810378913,-0.5085146108318427
5,1,coinfection,P,1,1,68.4,148.88244353751335,10183.559137965914,N+P,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.752297915238339,106.66101810378913,-0.5085146108318427
5,1,coinfection,P,1,1,68.4,148.88244353751335,10183.559137965914,low,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.low,0,1,0,0,1,0,0,-0.752297915238339,106.66101810378913,-0.5085146108318427
5,1,coinfection,P,1,1,68.4,148.88244353751335,10183.559137965914,P,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.P,0,1,0,1,1,0,0,-0.752297915238339,106.66101810378913,-0.5085146108318427
8,2,coinfection,P,1,1,43.1,4372.234720173793,188443.3164394905,low,8/13/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.2.coinfection.P.1.low,0,1,0,0,1,1,1,-0.6403790678433852,295.4303520426973,-0.19354374951429384
8,2,coinfection,P,1,1,43.1,4372.234720173793,188443.3164394905,P,8/13/15,8/19/15,8/21/15,8/21/15,0,0,NA,NA,NA,shoot,1.2.coinfection.P.1.P,0,1,0,1,1,0,0,-0.6403790678433852,295.4303520426973,-0.19354374951429384
12,3,coinfection,low,1,1,84.3,2825.563490236556,238195.00222694164,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.low,0,0,0,0,1,0,0,-0.68136585985482,124.0563849489432,-0.47948959091030124
12,3,coinfection,low,1,1,84.3,2825.563490236556,238195.00222694164,N,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.N,0,0,1,0,1,0,0,-0.68136585985482,124.0563849489432,-0.47948959091030124
12,3,coinfection,low,1,1,84.3,2825.563490236556,238195.00222694164,N+P,3/22/16,3/25/16,3/25/16,3/26/16,1,1,NA,NA,NA,shoot,1.3.coinfection.low.1.N+P,0,0,1,1,1,1,1,-0.68136585985482,124.0563849489432,-0.47948959091030124
12,3,coinfection,low,1,1,84.3,2825.563490236556,238195.00222694164,P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.low.1.P,0,0,0,1,1,1,1,-0.68136585985482,124.0563849489432,-0.47948959091030124
12,3,coinfection,N,1,1,85.1,20829.098208879957,1772556.2575756842,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.low,1,0,0,0,1,1,1,-0.20427213838330358,353.1812765820723,-0.09718350887299058
12,3,coinfection,N,1,1,85.1,20829.098208879957,1772556.2575756842,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.N,1,0,1,0,1,1,1,-0.20427213838330358,353.1812765820723,-0.09718350887299058
12,3,coinfection,N,1,1,85.1,20829.098208879957,1772556.2575756842,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.3.coinfection.N.1.N+P,1,0,1,1,1,0,0,-0.20427213838330358,353.1812765820723,-0.09718350887299058
12,3,coinfection,N,1,1,85.1,20829.098208879957,1772556.2575756842,P,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N.1.P,1,0,0,1,1,1,0,-0.20427213838330358,353.1812765820723,-0.09718350887299058
12,3,coinfection,N+P,1,1,76.2,7350.102682517281,560077.8244078169,low,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N+P.1.low,1,1,0,0,1,1,0,-0.5614655583349418,364.4621221651121,-0.07836086657437331
12,3,coinfection,N+P,1,1,76.2,7350.102682517281,560077.8244078169,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N,1,1,1,0,1,1,1,-0.5614655583349418,364.4621221651121,-0.07836086657437331
12,3,coinfection,N+P,1,1,76.2,7350.102682517281,560077.8244078169,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N+P,1,1,1,1,1,0,0,-0.5614655583349418,364.4621221651121,-0.07836086657437331
12,3,coinfection,P,1,1,42.1,37248.3609456941,1568155.9958137213,low,2/3/16,2/10/16,2/10/16,2/10/16,0,0.5,NA,NA,NA,shoot,1.3.coinfection.P.1.low,0,1,0,0,1,1,0,0.23083837104423205,231.89169209016103,-0.2995611096152199
12,3,coinfection,P,1,1,42.1,37248.3609456941,1568155.9958137213,N,2/3/16,2/10/16,2/10/16,2/10/16,0,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N,0,1,1,0,1,1,1,0.23083837104423205,231.89169209016103,-0.2995611096152199
12,3,coinfection,P,1,1,42.1,37248.3609456941,1568155.9958137213,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N+P,0,1,1,1,1,1,1,0.23083837104423205,231.89169209016103,-0.2995611096152199
12,3,coinfection,P,1,1,42.1,37248.3609456941,1568155.9958137213,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.P.1.P,0,1,0,1,1,1,1,0.23083837104423205,231.89169209016103,-0.2995611096152199
19,5,coinfection,N,1,1,168,20955.168193379744,3520468.256487797,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.low,1,0,0,0,1,1,1,-0.2009312834339377,141.04220665176388,-0.4511479170786015
19,5,coinfection,N,1,1,168,20955.168193379744,3520468.256487797,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N,1,0,1,0,1,1,1,-0.2009312834339377,141.04220665176388,-0.4511479170786015
19,5,coinfection,N,1,1,168,20955.168193379744,3520468.256487797,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N+P,1,0,1,1,1,1,1,-0.2009312834339377,141.04220665176388,-0.4511479170786015
19,5,coinfection,N,1,1,168,20955.168193379744,3520468.256487797,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.P,1,0,0,1,1,1,1,-0.2009312834339377,141.04220665176388,-0.4511479170786015
19,5,coinfection,P,1,1,42.6,358.63659083668824,15277.91876964292,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.low,0,1,0,0,1,1,1,-0.7467394297357438,205.43480268990385,-0.34370572287575624
19,5,coinfection,P,1,1,42.6,358.63659083668824,15277.91876964292,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N,0,1,1,0,1,1,1,-0.7467394297357438,205.43480268990385,-0.34370572287575624
19,5,coinfection,P,1,1,42.6,358.63659083668824,15277.91876964292,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.7467394297357438,205.43480268990385,-0.34370572287575624
19,5,coinfection,P,1,1,42.6,358.63659083668824,15277.91876964292,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.P,0,1,0,1,1,1,1,-0.7467394297357438,205.43480268990385,-0.34370572287575624
22,6,coinfection,low,1,1,40.300000000000004,52135.53639749288,2101062.116818963,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.low,0,0,0,0,1,1,1,0.6253485630424218,564.4401515271223,0.2553122509730094
22,6,coinfection,low,1,1,40.300000000000004,52135.53639749288,2101062.116818963,N,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.coinfection.low.1.N,0,0,1,0,1,0,0,0.6253485630424218,564.4401515271223,0.2553122509730094
22,6,coinfection,low,1,1,40.300000000000004,52135.53639749288,2101062.116818963,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.N+P,0,0,1,1,1,1,1,0.6253485630424218,564.4401515271223,0.2553122509730094
22,6,coinfection,low,1,1,40.300000000000004,52135.53639749288,2101062.116818963,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.6.coinfection.low.1.P,0,0,0,1,1,0,0,0.6253485630424218,564.4401515271223,0.2553122509730094
22,6,coinfection,N,1,1,67.2,10720.540677491948,720420.333527459,low,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.low,1,0,0,0,1,1,1,-0.47214894184038786,58.962651793547785,-0.5881016666670813
22,6,coinfection,N,1,1,67.2,10720.540677491948,720420.333527459,N,2/18/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,1.6.coinfection.N.1.N,1,0,1,0,1,0,0,-0.47214894184038786,58.962651793547785,-0.5881016666670813
22,6,coinfection,N,1,1,67.2,10720.540677491948,720420.333527459,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.N+P,1,0,1,1,1,1,1,-0.47214894184038786,58.962651793547785,-0.5881016666670813
22,6,coinfection,N,1,1,67.2,10720.540677491948,720420.333527459,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.P,1,0,0,1,1,1,1,-0.47214894184038786,58.962651793547785,-0.5881016666670813
26,7,coinfection,N,1,1,82.69999999999999,8072.334216043838,667582.0396668253,low,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.coinfection.N.1.low,1,0,0,0,1,0,0,-0.5423264206334188,70.8594213793928,-0.5682513250614752
26,7,coinfection,N,1,1,82.69999999999999,8072.334216043838,667582.0396668253,N,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N,1,0,1,0,1,0,0,-0.5423264206334188,70.8594213793928,-0.5682513250614752
26,7,coinfection,N,1,1,82.69999999999999,8072.334216043838,667582.0396668253,N+P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N+P,1,0,1,1,1,0,0,-0.5423264206334188,70.8594213793928,-0.5682513250614752
26,7,coinfection,N,1,1,82.69999999999999,8072.334216043838,667582.0396668253,P,2/4/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.7.coinfection.N.1.P,1,0,0,1,1,1,0,-0.5423264206334188,70.8594213793928,-0.5682513250614752
26,7,coinfection,N+P,1,1,182.9,55296.61210197724,10113750.353451638,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.low,1,1,0,0,1,1,1,0.7091170782409351,98.55053973312019,-0.5220473404590696
26,7,coinfection,N+P,1,1,182.9,55296.61210197724,10113750.353451638,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N,1,1,1,0,1,1,1,0.7091170782409351,98.55053973312019,-0.5220473404590696
26,7,coinfection,N+P,1,1,182.9,55296.61210197724,10113750.353451638,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N+P,1,1,1,1,1,1,1,0.7091170782409351,98.55053973312019,-0.5220473404590696
26,7,coinfection,N+P,1,1,182.9,55296.61210197724,10113750.353451638,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N+P.1.P,1,1,0,1,1,0,0,0.7091170782409351,98.55053973312019,-0.5220473404590696
26,7,coinfection,P,1,1,115.70000000000002,696.5824433569469,80594.58869639877,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.low,0,1,0,0,1,1,1,-0.7377838636786077,285.1853732821561,-0.2106379973831345
26,7,coinfection,P,1,1,115.70000000000002,696.5824433569469,80594.58869639877,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N,0,1,1,0,1,1,1,-0.7377838636786077,285.1853732821561,-0.2106379973831345
26,7,coinfection,P,1,1,115.70000000000002,696.5824433569469,80594.58869639877,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.7377838636786077,285.1853732821561,-0.2106379973831345
26,7,coinfection,P,1,1,115.70000000000002,696.5824433569469,80594.58869639877,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.P,0,1,0,1,1,1,1,-0.7377838636786077,285.1853732821561,-0.2106379973831345
29,8,coinfection,low,1,1,78.39999999999999,3010.5897928155596,236030.23975673984,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N,0,0,1,0,1,1,1,-0.676462662307945,410.16116343463926,-0.0021097823028808473
29,8,coinfection,low,1,1,78.39999999999999,3010.5897928155596,236030.23975673984,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N+P,0,0,1,1,1,1,1,-0.676462662307945,410.16116343463926,-0.0021097823028808473
29,8,coinfection,low,1,1,78.39999999999999,3010.5897928155596,236030.23975673984,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.P,0,0,0,1,1,1,1,-0.676462662307945,410.16116343463926,-0.0021097823028808473
29,8,coinfection,N,1,1,211.5,27415.75117097902,5798431.372662064,N,4/5/16,4/8/16,4/9/16,4/9/16,1,0.5,NA,NA,NA,shoot,1.8.coinfection.N.1.N,1,0,1,0,1,1,0,-0.029725816072769088,3303.077380083324,4.824862340045285
29,8,coinfection,N,1,1,211.5,27415.75117097902,5798431.372662064,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.low,1,0,0,0,1,1,1,-0.029725816072769088,3303.077380083324,4.824862340045285
29,8,coinfection,N,1,1,211.5,27415.75117097902,5798431.372662064,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.N+P,1,0,1,1,1,1,1,-0.029725816072769088,3303.077380083324,4.824862340045285
29,8,coinfection,N,1,1,211.5,27415.75117097902,5798431.372662064,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N.1.P,1,0,0,1,1,0,0,-0.029725816072769088,3303.077380083324,4.824862340045285
29,8,coinfection,N+P,1,1,282.9,45711.0658646013,12931660.533095708,low,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.low,1,1,0,0,1,0,0,0.45510007556916326,312.299925032867,-0.16539604234225597
29,8,coinfection,N+P,1,1,282.9,45711.0658646013,12931660.533095708,N,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N,1,1,1,0,1,0,0,0.45510007556916326,312.299925032867,-0.16539604234225597
29,8,coinfection,N+P,1,1,282.9,45711.0658646013,12931660.533095708,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N+P,1,1,1,1,1,0,0,0.45510007556916326,312.299925032867,-0.16539604234225597
29,8,coinfection,N+P,1,1,282.9,45711.0658646013,12931660.533095708,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.P,1,1,0,1,1,0,0,0.45510007556916326,312.299925032867,-0.16539604234225597
