target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass.g,root_mass.g,leaf_area.mm2,leaves,mass_ext.mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,log_quant,conc,log_conc,quant_rd,aphid_mass.mg,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N_t,high_P_t,t_up,t_dn,conc_s,quant_s
RPV,5,1,coinfection,0,0,low,2,3,21coinfectionlow3shoot,0.134,0.0176,679.762,2,50.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.793266296666665,15587.534820214945,15587.534820214945,0,1,9.654226823840805,307.4464461580857,5.728300913243668,15588,53.400000000000006,16417.640224841776,low,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.low.3.low,0,0,0,0,-0.5226623262580039,-0.5413513884095249
RPV,5,1,coinfection,0,0,low,2,3,21coinfectionlow3shoot,0.134,0.0176,679.762,2,50.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.793266296666665,15587.534820214945,15587.534820214945,0,1,9.654226823840805,307.4464461580857,5.728300913243668,15588,53.400000000000006,16417.640224841776,N,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.low.3.N,1,0,0,0,-0.5226623262580039,-0.5413513884095249
RPV,5,1,coinfection,0,0,low,2,3,21coinfectionlow3shoot,0.134,0.0176,679.762,2,50.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.793266296666665,15587.534820214945,15587.534820214945,0,1,9.654226823840805,307.4464461580857,5.728300913243668,15588,53.400000000000006,16417.640224841776,N+P,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.low.3.N+P,1,1,0,0,-0.5226623262580039,-0.5413513884095249
RPV,5,1,coinfection,0,0,low,2,3,21coinfectionlow3shoot,0.134,0.0176,679.762,2,50.7,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,36.793266296666665,15587.534820214945,15587.534820214945,0,1,9.654226823840805,307.4464461580857,5.728300913243668,15588,53.400000000000006,16417.640224841776,P,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.low.3.P,0,1,0,0,-0.5226623262580039,-0.5413513884095249
RPV,5,1,coinfection,0,0,low,3,4,31coinfectionlow4shoot,0.2073,0.0185,1046.657,2,52.2,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,35.995863596666666,35703.22500303959,35703.22500303959,0,1,10.482996299907256,683.9698276444365,6.527913805018663,35703,83.8,57316.671556603775,low,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.low.4.low,0,0,0,0,-0.5062120282198493,-0.5238333072225974
RPV,5,1,coinfection,0,0,low,3,4,31coinfectionlow4shoot,0.2073,0.0185,1046.657,2,52.2,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,35.995863596666666,35703.22500303959,35703.22500303959,0,1,10.482996299907256,683.9698276444365,6.527913805018663,35703,83.8,57316.671556603775,N,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.low.4.N,1,0,0,0,-0.5062120282198493,-0.5238333072225974
RPV,5,1,coinfection,0,0,low,3,4,31coinfectionlow4shoot,0.2073,0.0185,1046.657,2,52.2,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,35.995863596666666,35703.22500303959,35703.22500303959,0,1,10.482996299907256,683.9698276444365,6.527913805018663,35703,83.8,57316.671556603775,N+P,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.low.4.N+P,1,1,0,0,-0.5062120282198493,-0.5238333072225974
RPV,5,1,coinfection,0,0,low,3,4,31coinfectionlow4shoot,0.2073,0.0185,1046.657,2,52.2,2800,53.33356800985676,-3.7565678919999974,2800,52.04851390697174,-3.525956916333331,43,35.995863596666666,35703.22500303959,35703.22500303959,0,1,10.482996299907256,683.9698276444365,6.527913805018663,35703,83.8,57316.671556603775,P,3/9/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,3.1.coinfection.low.4.P,0,1,1,1,-0.5062120282198493,-0.5238333072225974
RPV,5,1,coinfection,0,1,P,2,3,21coinfectionP3shoot,0.0942,0.0148,622.46,1,47.2,2800,54.4608237007568,-3.962081251962963,2800,49.79641931559469,-3.1170673473333332,29,35.60479990666666,35717.039356171554,35717.039356171554,0,1,10.48338314678967,756.7169355121091,6.628989254198159,35717,37.8,28603.90016235772,low,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.P.3.low,0,0,0,0,-0.5030337087191774,-0.5361317075515918
RPV,5,1,coinfection,0,1,P,2,3,21coinfectionP3shoot,0.0942,0.0148,622.46,1,47.2,2800,54.4608237007568,-3.962081251962963,2800,49.79641931559469,-3.1170673473333332,29,35.60479990666666,35717.039356171554,35717.039356171554,0,1,10.48338314678967,756.7169355121091,6.628989254198159,35717,37.8,28603.90016235772,N,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.P.3.N,1,0,0,0,-0.5030337087191774,-0.5361317075515918
RPV,5,1,coinfection,0,1,P,2,3,21coinfectionP3shoot,0.0942,0.0148,622.46,1,47.2,2800,54.4608237007568,-3.962081251962963,2800,49.79641931559469,-3.1170673473333332,29,35.60479990666666,35717.039356171554,35717.039356171554,0,1,10.48338314678967,756.7169355121091,6.628989254198159,35717,37.8,28603.90016235772,N+P,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.P.3.N+P,1,1,0,0,-0.5030337087191774,-0.5361317075515918
RPV,5,1,coinfection,0,1,P,2,3,21coinfectionP3shoot,0.0942,0.0148,622.46,1,47.2,2800,54.4608237007568,-3.962081251962963,2800,49.79641931559469,-3.1170673473333332,29,35.60479990666666,35717.039356171554,35717.039356171554,0,1,10.48338314678967,756.7169355121091,6.628989254198159,35717,37.8,28603.90016235772,P,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.P.3.P,0,1,0,0,-0.5030337087191774,-0.5361317075515918
RPV,5,1,coinfection,0,1,P,3,4,31coinfectionP4shoot,0.1573,0.0129,697.557,2,50.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,35.193927763333335,40172.236837990225,40172.236837990225,0,1,10.600931410094532,800.2437617129526,6.684916383396849,40172,63.1,50495.38136408731,low,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.P.4.low,0,0,0,0,-0.5011320226649614,-0.5267550369433524
RPV,5,1,coinfection,0,1,P,3,4,31coinfectionP4shoot,0.1573,0.0129,697.557,2,50.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,35.193927763333335,40172.236837990225,40172.236837990225,0,1,10.600931410094532,800.2437617129526,6.684916383396849,40172,63.1,50495.38136408731,N,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.P.4.N,1,0,0,0,-0.5011320226649614,-0.5267550369433524
RPV,5,1,coinfection,0,1,P,3,4,31coinfectionP4shoot,0.1573,0.0129,697.557,2,50.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,35.193927763333335,40172.236837990225,40172.236837990225,0,1,10.600931410094532,800.2437617129526,6.684916383396849,40172,63.1,50495.38136408731,P,3/9/16,3/11/16,3/13/16,3/13/16,0,0.5,NA,NA,NA,shoot,3.1.coinfection.P.4.P,0,1,0,0,-0.5011320226649614,-0.5267550369433524
RPV,5,1,coinfection,1,0,N,2,3,21coinfectionN3shoot,0.1361,0.0121,722.77,2,54.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,37.729934693333334,1670.4932916344771,1670.4932916344771,0,1,7.420874246005735,30.48345422690652,3.4171840520517653,1670,54.6,1664.396600789096,low,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.N.3.low,0,0,0,0,-0.5347628331237962,-0.5476705727804263
RPV,5,1,coinfection,1,0,N,2,3,21coinfectionN3shoot,0.1361,0.0121,722.77,2,54.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,37.729934693333334,1670.4932916344771,1670.4932916344771,0,1,7.420874246005735,30.48345422690652,3.4171840520517653,1670,54.6,1664.396600789096,N,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.N.3.N,1,0,0,0,-0.5347628331237962,-0.5476705727804263
RPV,5,1,coinfection,1,0,N,2,3,21coinfectionN3shoot,0.1361,0.0121,722.77,2,54.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,37.729934693333334,1670.4932916344771,1670.4932916344771,0,1,7.420874246005735,30.48345422690652,3.4171840520517653,1670,54.6,1664.396600789096,N+P,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.N.3.N+P,1,1,0,0,-0.5347628331237962,-0.5476705727804263
RPV,5,1,coinfection,1,0,N,2,3,21coinfectionN3shoot,0.1361,0.0121,722.77,2,54.8,1000,53.61460039970443,-3.26696056811987,1000,48.158260637525146,-3.2357518895975863,01,37.729934693333334,1670.4932916344771,1670.4932916344771,0,1,7.420874246005735,30.48345422690652,3.4171840520517653,1670,54.6,1664.396600789096,P,2/15/16,2/19/16,2/19/16,2/19/16,0,0.5,NA,NA,NA,shoot,2.1.coinfection.N.3.P,0,1,0,0,-0.5347628331237962,-0.5476705727804263
RPV,5,1,coinfection,1,0,N,3,4,31coinfectionN4shoot,0.1585,0.0111,675.06,2,48.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.91128667,62802.24286077786,62802.24286077786,0,1,11.047746066162144,1297.567001255741,7.168246252439559,62802,64.5,83693.0715809953,low,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.N.4.low,0,0,0,0,-0.47940398155504693,-0.5125356333657759
RPV,5,1,coinfection,1,0,N,3,4,31coinfectionN4shoot,0.1585,0.0111,675.06,2,48.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.91128667,62802.24286077786,62802.24286077786,0,1,11.047746066162144,1297.567001255741,7.168246252439559,62802,64.5,83693.0715809953,N,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.N.4.N,1,0,0,0,-0.47940398155504693,-0.5125356333657759
RPV,5,1,coinfection,1,0,N,3,4,31coinfectionN4shoot,0.1585,0.0111,675.06,2,48.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.91128667,62802.24286077786,62802.24286077786,0,1,11.047746066162144,1297.567001255741,7.168246252439559,62802,64.5,83693.0715809953,N+P,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.1.coinfection.N.4.N+P,1,1,0,0,-0.47940398155504693,-0.5125356333657759
RPV,5,1,coinfection,1,0,N,3,4,31coinfectionN4shoot,0.1585,0.0111,675.06,2,48.4,28000,52.13787768317112,-3.5050912220000052,2800,51.016664544847124,-3.3567030586666666,28,34.91128667,62802.24286077786,62802.24286077786,0,1,11.047746066162144,1297.567001255741,7.168246252439559,62802,64.5,83693.0715809953,P,3/9/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,3.1.coinfection.N.4.P,0,1,1,1,-0.47940398155504693,-0.5125356333657759
RPV,5,1,coinfection,1,1,N+P,2,3,21coinfectionN+P3shoot,0.1683,0.0144,978.173,2,46.2,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,33.68833287666667,41477.60325229561,41477.60325229561,0,1,10.632908879871186,897.7836201795586,6.799929081783493,41478,68,61049.286172209984,low,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.N+P.3.low,0,0,0,0,-0.49687050845025055,-0.5222345347395698
RPV,5,1,coinfection,1,1,N+P,2,3,21coinfectionN+P3shoot,0.1683,0.0144,978.173,2,46.2,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,33.68833287666667,41477.60325229561,41477.60325229561,0,1,10.632908879871186,897.7836201795586,6.799929081783493,41478,68,61049.286172209984,N,2/15/16,2/19/16,2/19/16,2/19/16,0,1,NA,NA,NA,shoot,2.1.coinfection.N+P.3.N,1,0,0,0,-0.49687050845025055,-0.5222345347395698
RPV,5,1,coinfection,1,1,N+P,2,3,21coinfectionN+P3shoot,0.1683,0.0144,978.173,2,46.2,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,33.68833287666667,41477.60325229561,41477.60325229561,0,1,10.632908879871186,897.7836201795586,6.799929081783493,41478,68,61049.286172209984,N+P,2/15/16,2/19/16,2/19/16,2/19/16,0.5,0,NA,NA,NA,shoot,2.1.coinfection.N+P.3.N+P,1,1,1,0,-0.49687050845025055,-0.5222345347395698
RPV,5,1,coinfection,1,1,N+P,2,3,21coinfectionN+P3shoot,0.1683,0.0144,978.173,2,46.2,2800,51.38179051920926,-3.4672812150000007,2800,49.968065771911625,-3.525420062,31,33.68833287666667,41477.60325229561,41477.60325229561,0,1,10.632908879871186,897.7836201795586,6.799929081783493,41478,68,61049.286172209984,P,2/15/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,2.1.coinfection.N+P.3.P,0,1,0,0,-0.49687050845025055,-0.5222345347395698
RPV,5,1,RPV,0,0,low,2,3,21RPVlow3shoot,0.1505,0.0128,913.221,2,48,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,40.44711304,6975.052804367581,6975.052804367581,0,0,8.85009517717956,145.3136000909913,4.978894166271669,6975,60.6,8806.004165514072,low,3/31/16,4/1/16,4/1/16,4/4/16,0,1,NA,NA,NA,shoot,2.1.RPV.low.3.low,0,0,0,0,-0.5297459066429704,-0.5446116430930898
RPV,5,1,RPV,0,0,low,2,3,21RPVlow3shoot,0.1505,0.0128,913.221,2,48,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,40.44711304,6975.052804367581,6975.052804367581,0,0,8.85009517717956,145.3136000909913,4.978894166271669,6975,60.6,8806.004165514072,N,3/31/16,4/1/16,4/1/16,4/4/16,0,1,NA,NA,NA,shoot,2.1.RPV.low.3.N,1,0,0,0,-0.5297459066429704,-0.5446116430930898
RPV,5,1,RPV,0,0,low,2,3,21RPVlow3shoot,0.1505,0.0128,913.221,2,48,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,40.44711304,6975.052804367581,6975.052804367581,0,0,8.85009517717956,145.3136000909913,4.978894166271669,6975,60.6,8806.004165514072,N+P,3/31/16,4/1/16,4/1/16,4/4/16,0,1,NA,NA,NA,shoot,2.1.RPV.low.3.N+P,1,1,0,0,-0.5297459066429704,-0.5446116430930898
RPV,5,1,RPV,0,0,low,2,3,21RPVlow3shoot,0.1505,0.0128,913.221,2,48,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,40.44711304,6975.052804367581,6975.052804367581,0,0,8.85009517717956,145.3136000909913,4.978894166271669,6975,60.6,8806.004165514072,P,3/31/16,4/1/16,4/1/16,4/4/16,0,1,NA,NA,NA,shoot,2.1.RPV.low.3.P,0,1,0,0,-0.5297459066429704,-0.5446116430930898
RPV,5,1,RPV,0,0,low,3,4,31RPVlow4shoot,0.2293,0.0286,1001.273,2,47.2,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,37.02935791,60421.36361878421,60421.36361878421,0,0,11.009098023682746,1280.113635991191,7.154704131091237,60421,92,117770.45451118956,low,2,2/4/15,3/4/15,3/4/15,0,0.5,NA,NA,NA,shoot,3.1.RPV.low.4.low,0,0,0,0,-0.48016651868949317,-0.49793943532952667
RPV,5,1,RPV,0,0,low,3,4,31RPVlow4shoot,0.2293,0.0286,1001.273,2,47.2,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,37.02935791,60421.36361878421,60421.36361878421,0,0,11.009098023682746,1280.113635991191,7.154704131091237,60421,92,117770.45451118956,N,2,2/4/15,3/4/15,3/4/15,0,1,NA,NA,NA,shoot,3.1.RPV.low.4.N,1,0,0,0,-0.48016651868949317,-0.49793943532952667
RPV,5,1,RPV,0,0,low,3,4,31RPVlow4shoot,0.2293,0.0286,1001.273,2,47.2,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,37.02935791,60421.36361878421,60421.36361878421,0,0,11.009098023682746,1280.113635991191,7.154704131091237,60421,92,117770.45451118956,N+P,2,2/4/15,3/4/15,3/4/15,0,1,NA,NA,NA,shoot,3.1.RPV.low.4.N+P,1,1,0,0,-0.48016651868949317,-0.49793943532952667
RPV,5,1,RPV,0,0,low,3,4,31RPVlow4shoot,0.2293,0.0286,1001.273,2,47.2,2800,53.91588388787196,-3.352839229851849,2800,54.45703351869864,-3.645049392402595,09,37.02935791,60421.36361878421,60421.36361878421,0,0,11.009098023682746,1280.113635991191,7.154704131091237,60421,92,117770.45451118956,P,2,2/4/15,3/4/15,3/4/15,0,1,NA,NA,NA,shoot,3.1.RPV.low.4.P,0,1,0,0,-0.48016651868949317,-0.49793943532952667
RPV,5,1,RPV,0,1,P,3,4,31RPVP4shoot,0.1753,0.0094,820.212,2,49.6,NA,NA,NA,2800,50.61411033768001,-3.4558214213651874,33,33.28587341,103327.64690272803,103327.64690272803,0,0,11.545660256305416,2083.2186875550005,7.641669422574533,103328,72.2,150408.38924147104,P,2,2/4/15,3/4/15,3/4/15,0,1,NA,NA,NA,shoot,3.1.RPV.P.4.P,0,1,0,0,-0.4450788771145671,-0.4839597890699173
RPV,5,1,RPV,0,1,P,3,4,31RPVP4shoot,0.1753,0.0094,820.212,2,49.6,NA,NA,NA,2800,50.61411033768001,-3.4558214213651874,33,33.28587341,103327.64690272803,103327.64690272803,0,0,11.545660256305416,2083.2186875550005,7.641669422574533,103328,72.2,150408.38924147104,low,2,2/4/15,3/4/15,3/4/15,0,1,NA,NA,NA,shoot,3.1.RPV.P.4.low,0,0,0,0,-0.4450788771145671,-0.4839597890699173
RPV,5,1,RPV,0,1,P,3,4,31RPVP4shoot,0.1753,0.0094,820.212,2,49.6,NA,NA,NA,2800,50.61411033768001,-3.4558214213651874,33,33.28587341,103327.64690272803,103327.64690272803,0,0,11.545660256305416,2083.2186875550005,7.641669422574533,103328,72.2,150408.38924147104,N,2,2/4/15,3/4/15,3/4/15,0,0.5,NA,NA,NA,shoot,3.1.RPV.P.4.N,1,0,0,0,-0.4450788771145671,-0.4839597890699173
RPV,5,1,RPV,0,1,P,3,4,31RPVP4shoot,0.1753,0.0094,820.212,2,49.6,NA,NA,NA,2800,50.61411033768001,-3.4558214213651874,33,33.28587341,103327.64690272803,103327.64690272803,0,0,11.545660256305416,2083.2186875550005,7.641669422574533,103328,72.2,150408.38924147104,N+P,2,2/4/15,3/4/15,3/4/15,0,0.5,NA,NA,NA,shoot,3.1.RPV.P.4.N+P,1,1,0,0,-0.4450788771145671,-0.4839597890699173
RPV,5,1,RPV,1,1,N+P,3,4,31RPVN+P4shoot,0.2114,0.015,1095.521,2,51.6,NA,NA,NA,2800,50.059162536277505,-3.4099823359999992,34,35.99391937,13326.806966018252,13326.806966018252,0,0,9.497532847046092,258.2714528298111,5.554011174558575,13327,84.6,21849.764909402016,P,3/23/16,3/25/16,3/25/16,3/26/16,0,1,NA,NA,NA,shoot,3.1.RPV.N+P.4.P,0,1,0,0,-0.5248107806065255,-0.5390246731269618
RPV,8,2,coinfection,0,0,low,2,3,22coinfectionlow3shoot,0.1629,0.0279,827.857,2,51.7,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,35.13168970666667,27883.34622270494,27883.34622270494,0,1,10.23578488000754,539.3297141722425,6.290327098493156,27883,65.3,35218.23033544743,low,2/24/16,2/26/16,2/26/16,2/26/16,0,1,NA,NA,RT ctrl positive for RPV,shoot,2.2.coinfection.low.3.low,0,0,0,0,-0.512531351512595,-0.533298623999333
RPV,8,2,coinfection,0,0,low,2,3,22coinfectionlow3shoot,0.1629,0.0279,827.857,2,51.7,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,35.13168970666667,27883.34622270494,27883.34622270494,0,1,10.23578488000754,539.3297141722425,6.290327098493156,27883,65.3,35218.23033544743,N,2/24/16,2/26/16,2/26/16,2/26/16,0.5,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.2.coinfection.low.3.N,1,0,1,0,-0.512531351512595,-0.533298623999333
RPV,8,2,coinfection,0,0,low,2,3,22coinfectionlow3shoot,0.1629,0.0279,827.857,2,51.7,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,35.13168970666667,27883.34622270494,27883.34622270494,0,1,10.23578488000754,539.3297141722425,6.290327098493156,27883,65.3,35218.23033544743,N+P,2/24/16,2/26/16,2/26/16,2/26/16,1,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.2.coinfection.low.3.N+P,1,1,1,1,-0.512531351512595,-0.533298623999333
RPV,8,2,coinfection,0,0,low,2,3,22coinfectionlow3shoot,0.1629,0.0279,827.857,2,51.7,2800,52.9517160275321,-3.5594708759999985,2800,50.16044780753552,-3.3807856236666654,23,35.13168970666667,27883.34622270494,27883.34622270494,0,1,10.23578488000754,539.3297141722425,6.290327098493156,27883,65.3,35218.23033544743,P,2/24/16,2/26/16,2/26/16,2/26/16,0,0.5,NA,NA,RT ctrl positive for RPV,shoot,2.2.coinfection.low.3.P,0,1,0,0,-0.512531351512595,-0.533298623999333
RPV,8,2,coinfection,0,0,low,3,4,32coinfectionlow4shoot,0.1955,0.018,1023.615,2,47.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,33.04001363,159959.4007475165,159959.4007475165,0,1,11.98267531668915,3388.9703548202647,8.12828142409764,159959,78.2,265017.4817469447,low,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.2.coinfection.low.4.low,0,0,0,0,-0.388030616245515,-0.43486983945754637
RPV,8,2,coinfection,0,0,low,3,4,32coinfectionlow4shoot,0.1955,0.018,1023.615,2,47.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,33.04001363,159959.4007475165,159959.4007475165,0,1,11.98267531668915,3388.9703548202647,8.12828142409764,159959,78.2,265017.4817469447,N,3/9/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,3.2.coinfection.low.4.N,1,0,0,0,-0.388030616245515,-0.43486983945754637
RPV,8,2,coinfection,0,0,low,3,4,32coinfectionlow4shoot,0.1955,0.018,1023.615,2,47.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,33.04001363,159959.4007475165,159959.4007475165,0,1,11.98267531668915,3388.9703548202647,8.12828142409764,159959,78.2,265017.4817469447,N+P,3/9/16,3/11/16,3/13/16,3/13/16,0,0,NA,NA,NA,shoot,3.2.coinfection.low.4.N+P,1,1,0,0,-0.388030616245515,-0.43486983945754637
RPV,8,2,coinfection,0,0,low,3,4,32coinfectionlow4shoot,0.1955,0.018,1023.615,2,47.2,2800,50.87939654581369,-3.364814314000001,2800,51.71905653844353,-3.58935585048148,18,33.04001363,159959.4007475165,159959.4007475165,0,1,11.98267531668915,3388.9703548202647,8.12828142409764,159959,78.2,265017.4817469447,P,3/9/16,3/11/16,3/13/16,3/13/16,0,0,NA,NA,NA,shoot,3.2.coinfection.low.4.P,0,1,0,0,-0.388030616245515,-0.43486983945754637
RPV,8,2,coinfection,0,0,low,4,5,42coinfectionlow5shoot,0.3019,0.0174,1515.234,2,46.3,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,35.217159269999996,24104.853211499965,24104.853211499965,0,1,10.090168477275443,520.6231795140382,6.255026516183254,24105,121,62995.40472119862,low,2/9/16,2/12/16,2/12/16,2/12/16,1,0,NA,NA,NA,shoot,4.2.coinfection.low.5.low,0,0,1,1,-0.5133486395895632,-0.5214009633411663
RPV,8,2,coinfection,0,0,low,4,5,42coinfectionlow5shoot,0.3019,0.0174,1515.234,2,46.3,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,35.217159269999996,24104.853211499965,24104.853211499965,0,1,10.090168477275443,520.6231795140382,6.255026516183254,24105,121,62995.40472119862,N,2/9/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.2.coinfection.low.5.N,1,0,0,0,-0.5133486395895632,-0.5214009633411663
RPV,8,2,coinfection,0,0,low,4,5,42coinfectionlow5shoot,0.3019,0.0174,1515.234,2,46.3,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,35.217159269999996,24104.853211499965,24104.853211499965,0,1,10.090168477275443,520.6231795140382,6.255026516183254,24105,121,62995.40472119862,N+P,2/9/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.2.coinfection.low.5.N+P,1,1,0,0,-0.5133486395895632,-0.5214009633411663
RPV,8,2,coinfection,0,0,low,4,5,42coinfectionlow5shoot,0.3019,0.0174,1515.234,2,46.3,2800,52.396041698335196,-3.4743881866666664,2800,49.87804498427564,-3.345626683222222,25,35.217159269999996,24104.853211499965,24104.853211499965,0,1,10.090168477275443,520.6231795140382,6.255026516183254,24105,121,62995.40472119862,P,2/9/16,2/12/16,2/12/16,2/12/16,0,0,NA,NA,NA,shoot,4.2.coinfection.low.5.P,0,1,0,0,-0.5133486395895632,-0.5214009633411663
RPV,8,2,coinfection,0,1,P,2,3,22coinfectionP3shoot,0.1011,0.0101,466.961,2,48.1,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,33.92871984,101198.30157598863,101198.30157598863,0,1,11.524837252848707,2103.914793679597,7.651555075736991,101198,40.7,85629.33210275961,low,8/18/15,8/19/15,8/21/15,8/21/15,0,0,NA,NA,NA,shoot,2.2.coinfection.P.3.low,0,0,0,0,-0.4441746647051414,-0.511706284407749
RPV,8,2,coinfection,0,1,P,2,3,22coinfectionP3shoot,0.1011,0.0101,466.961,2,48.1,2800,48.9850770018075,-3.0088815262222224,2800,51.57720035970756,-3.5260478969999998,22,33.92871984,101198.30157598863,101198.30157598863,0,1,11.524837252848707,2103.914793679597,7.651555075736991,101198,40.7,85629.33210275961,N,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,2.2.coinfection.P.3.N,1,0,1,1,-0.4441746647051414,-0.511706284407749
