target,dpi,time,inoc,high_N,high_P,nutrient,round,replicate,sample,shoot_mass_g,root_mass_g,leaf_area_mm2,leaves,mass_ext_mg,PAVmin,PAVint,PAVslope,RPVmin,RPVint,RPVslope,q_group,tech_cycle,quant,quant_adj,quant_zero,co,present
RPV,8,2,coinfection,1,1,N+P,4,5,42coinfectionN+P5shoot,0.3639,0.023,1657.85,2,48.6,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,43.46513367,91.07233139,0,1,1,0
RPV,8,2,coinfection,1,1,N+P,5,6,52coinfectionN+P6shoot,0.3703,0.0183,NA,NA,47.6,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,38.8786087,3294.06627,3294.06627,0,1,1
RPV,8,2,RPV,0,0,low,1,1,12RPVlow1shoot,0.109,0.0111,432.066,2,45.8,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,NaN,NaN,0,1,0,0
RPV,8,2,RPV,0,0,low,1,1,12RPVlow1shoot,0.109,0.0111,432.066,2,45.8,NA,NA,NA,2800,50.14614113,-3.45265522,45,46.93935394,8.487674382,0,1,0,0
RPV,8,2,RPV,0,0,low,1,2,12RPVlow2shoot,0.0919,0.0151,477.714,2,46.9,NA,NA,NA,2800,50.14614113,-3.45265522,45,38.12094752,3040.064776,3040.064776,0,0,1
RPV,8,2,RPV,0,0,low,2,3,22RPVlow3shoot,0.2339,0.0239,1122.259,2,46.4,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,35.72419103,135593.4559,135593.4559,0,0,1
RPV,8,2,RPV,0,0,low,3,4,32RPVlow4shoot,0.3012,0.0359,1391.601,2,48.4,NA,NA,NA,2800,50.14614113,-3.45265522,45,33.91302363,50307.52309,50307.52309,0,0,1
RPV,8,2,RPV,0,0,low,4,5,42RPVlow5shoot,0.2187,0.0146,1157.4,2,47.3,NA,NA,NA,2800,50.05916254,-3.409982336,34,34.67312113,32513.14454,32513.14454,0,0,1
RPV,8,2,RPV,0,0,low,5,6,52RPVlow6shoot,0.2228,0.0161,NA,NA,50,NA,NA,NA,2800,51.922408,-3.494227431,40,37.31820043,15119.03414,15119.03414,0,0,1
RPV,8,2,RPV,0,1,P,1,1,12RPVP1shoot,0.0716,0.0126,495.738,2,45.1,NA,NA,NA,2800,50.61411034,-3.455821421,33,31.84570503,269745.0356,269745.0356,0,0,1
RPV,8,2,RPV,0,1,P,1,2,12RPVP2shoot,0.2276,0.0442,1158.353,2,48.9,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,38.49361547,7819.078548,7819.078548,0,0,1
RPV,8,2,RPV,0,1,P,2,3,22RPVP3shoot,0.2217,0.0244,1098.683,2,49.3,NA,NA,NA,2800,50.61411034,-3.455821421,33,36.96099663,8928.076032,8928.076032,0,0,1
RPV,8,2,RPV,0,1,P,3,4,32RPVP4shoot,0.1436,0.0168,693.582,2,50,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,33.98170725,414283.2194,414283.2194,0,0,1
RPV,8,2,RPV,0,1,P,4,5,42RPVP5shoot,0.275,0.0176,1359.636,2,47.7,NA,NA,NA,2800,50.05916254,-3.409982336,34,32.10283279,184422.169,184422.169,0,0,1
RPV,8,2,RPV,0,1,P,5,6,52RPVP6shoot,0.231,0.0204,NA,NA,48.9,NA,NA,NA,2800,51.922408,-3.494227431,40,36.943175,19357.58548,19357.58548,0,0,1
RPV,8,2,RPV,1,0,N,1,1,12RPVN1shoot,0.2257,0.0204,1306.745,2,46.5,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,39.19479243,12588.68158,12588.68158,0,0,1
RPV,8,2,RPV,1,0,N,2,3,22RPVN3shoot,0.2552,0.0204,1299.664,2,50.9,NA,NA,NA,2800,50.05916254,-3.409982336,34,32.2847964,163098.9213,163098.9213,0,0,1
RPV,8,2,RPV,1,0,N,3,4,32RPVN4shoot,0.2068,0.0198,874.299,2,50.1,NA,NA,NA,2800,50.05916254,-3.409982336,34,31.63979149,252117.5444,252117.5444,0,0,1
RPV,8,2,RPV,1,0,N,4,5,42RPVN5shoot,0.2899,0.017,1351.688,2,52,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,34.94979859,26228.0637,26228.0637,0,0,1
RPV,8,2,RPV,1,0,N,5,6,52RPVN6shoot,0.1966,0.0144,NA,NA,53.8,NA,NA,NA,2800,51.922408,-3.494227431,40,36.53748067,25290.37923,25290.37923,0,0,1
RPV,8,2,RPV,1,1,N+P,1,1,12RPVN+P1shoot,0.1509,0.0231,935.258,2,49,2800,53.91588389,-3.35283923,2800,54.45703352,-3.645049392,9,35.37858454,171423.9332,171423.9332,0,0,1
RPV,8,2,RPV,1,1,N+P,1,2,12RPVN+P2shoot,0.1214,0.0153,669.243,2,48.2,NA,NA,NA,2800,50.05916254,-3.409982336,34,31.60934448,257354.5522,257354.5522,0,0,1
RPV,8,2,RPV,1,1,N+P,2,3,22RPVN+P3shoot,0.0483,0.011,104.752,1,20,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,45.85507203,142.7508956,0,1,0,0
RPV,8,2,RPV,1,1,N+P,3,4,32RPVN+P4shoot,0.2798,0.0195,1426.244,2,46.4,NA,NA,NA,2800,50.05916254,-3.409982336,34,33.99656805,51340.80421,51340.80421,0,0,1
RPV,8,2,RPV,1,1,N+P,4,5,42RPVN+P5shoot,0.2578,0.0229,1091.112,2,52.8,2800,56.11142245,-3.70568327,2800,53.03886485,-3.73610792,5,42.73782349,571.6871177,0,1,0,0
RPV,8,2,RPV,1,1,N+P,5,6,52RPVN+P6shoot,0.324,0.0174,NA,NA,40.5,NA,NA,NA,2800,51.922408,-3.494227431,40,37.24590683,15856.72463,15856.72463,0,0,1
RPV,12,3,coinfection,0,0,low,1,1,13coinfectionlow1shoot,0.1457,0.027,939.023,2,47.4,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,32.67724991,298883.53,298883.53,0,1,1
RPV,12,3,coinfection,0,0,low,1,2,13coinfectionlow2shoot,0.2257,0.0272,1268.303,2,47.9,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,36.60902278,17580.43305,17580.43305,0,1,1
RPV,12,3,coinfection,0,0,low,2,3,23coinfectionlow3shoot,0.1491,0.0118,932.578,2,49.8,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,33.26748149,138241.0035,138241.0035,0,1,1
RPV,12,3,coinfection,0,0,low,3,4,33coinfectionlow4shoot,0.2131,0.0176,954.625,2,49.2,2800,52.87949485,-3.458342489,28000,54.97219011,-3.370307922,20,37.52525838,150195.8993,150195.8993,0,1,1
RPV,12,3,coinfection,0,0,low,4,5,43coinfectionlow5shoot,0.1822,0.0113,964.051,2,48.4,2800,49.79686006,-3.144371796,2800,52.89612035,-3.471252031,19,29.01421801,7584207.807,7584207.807,0,1,1
RPV,12,3,coinfection,0,0,low,5,6,53coinfectionlow6shoot,0.2196,0.0148,NA,NA,49.9,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,35.18322626,37210.2009,37210.2009,0,1,1
RPV,12,3,coinfection,0,1,P,1,1,13coinfectionP1shoot,0.0787,0.0028,494.312,2,46.3,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,31.50960986,132730.553,132730.553,0,1,1
RPV,12,3,coinfection,0,1,P,1,2,13coinfectionP2shoot,0.0914,0.0199,411.81,1,45.9,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,28.18611463,3045561.046,3045561.046,0,1,1
RPV,12,3,coinfection,0,1,P,2,3,23coinfectionP3shoot,0.1376,0.0099,899.94,2,50.7,2800,48.985077,-3.008881526,2800,51.57720036,-3.526047897,22,31.43061256,517184.532,517184.532,0,1,1
RPV,12,3,coinfection,0,1,P,3,4,33coinfectionP4shoot,0.2382,0.0199,1080.44,2,50,2800,50.37211046,-3.366426214,2800,49.47677724,-3.068125512,30,33.40660985,172894.1535,172894.1535,0,1,1
RPV,12,3,coinfection,0,1,P,4,5,43coinfectionP5shoot,0.1172,0.0071,552.845,2,48.5,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,32.28906886,258954.8949,258954.8949,0,1,1
RPV,12,3,coinfection,0,1,P,5,6,53coinfectionP6shoot,0.2994,0.0155,NA,NA,50.8,2800,53.29624884,-3.534526507,2800,51.22451032,-3.509619396,38,37.66347885,7310.729507,7310.729507,0,1,1
RPV,12,3,coinfection,1,0,N,1,1,13coinfectionN1shoot,0.2397,0.0161,1488.013,2,48.3,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,29.47042338,1317912.379,1317912.379,0,1,1
RPV,12,3,coinfection,1,0,N,1,2,13coinfectionN2shoot,0.1425,0.0132,1058.803,2,47.4,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,30.14936511,463885.4392,463885.4392,0,1,1
RPV,12,3,coinfection,1,0,N,2,3,23coinfectionN3shoot,0.1062,0.0122,705.32,2,45.5,2800,52.99905972,-3.393343343,2800,51.22810233,-3.304807543,27,32.82464218,370419.175,370419.175,0,1,1
RPV,12,3,coinfection,1,0,N,3,4,33coinfectionN4shoot,0.2223,0.0178,1027.073,2,49.3,2800,50.87939655,-3.364814314,2800,51.71905654,-3.58935585,18,29.89454714,1203210.232,1203210.232,0,1,1
RPV,12,3,coinfection,1,0,N,4,5,43coinfectionN5shoot,0.3304,0.0153,1597.927,2,48.3,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,29.7818222,1066051.334,1066051.334,0,1,1
RPV,12,3,coinfection,1,1,N+P,1,1,13coinfectionN+P1shoot,0.203,0.0218,1133.213,2,52.7,28000,52.13787768,-3.505091222,2800,51.01666454,-3.356703059,28,34.81159083,67247.42792,67247.42792,0,1,1
RPV,12,3,coinfection,1,1,N+P,1,2,13coinfectionN+P2shoot,0.1252,0.0157,763.612,3,48,2800,52.95171603,-3.559470876,2800,50.16044781,-3.380785624,23,30.12558874,843520.5695,843520.5695,0,1,1
RPV,12,3,coinfection,1,1,N+P,2,3,23coinfectionN+P3shoot,0.2483,0.016,1436.058,3,48.7,2800,50.86659032,-3.253289286,2800,49.73738099,-3.558046976,21,29.64001719,445067.2608,445067.2608,0,1,1
RPV,12,3,coinfection,1,1,N+P,3,4,33coinfectionN+P4shoot,0.35,0.0198,1796.25,2,48.3,2800,52.3960417,-3.474388187,2800,49.87804498,-3.345626683,25,31.4662412,318599.5367,318599.5367,0,1,1
RPV,12,3,coinfection,1,1,N+P,4,5,43coinfectionN+P5shoot,0.0744,0.0077,267.79,1,23.7,2800,52.21184848,-3.59235151,2800,49.45773255,-3.407512855,24,47.93634987,2.795625067,0,1,1,0
RPV,12,3,RPV,0,0,low,1,1,13RPVlow1shoot,0.1656,0.012,1423.18,2,46.9,NA,NA,NA,2800,50.61411034,-3.455821421,33,30.99154282,476562.2641,476562.2641,0,0,1
RPV,12,3,RPV,0,0,low,1,2,13RPVlow2shoot,0.2009,0.0133,419.435,2,48.8,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,34.37496376,38005.58911,38005.58911,0,0,1
RPV,12,3,RPV,0,0,low,2,3,23RPVlow3shoot,0.0759,0.0066,481.829,2,28.8,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,30.68054581,412196.0709,412196.0709,0,0,1
RPV,12,3,RPV,0,0,low,3,4,33RPVlow4shoot,0.0557,0.0113,151.228,1,47.3,NA,NA,NA,2800,50.61411034,-3.455821421,33,31.37434896,369273.6007,369273.6007,0,0,1
RPV,12,3,RPV,0,0,low,4,5,43RPVlow5shoot,0.3448,0.0231,1700.155,2,48.2,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,37.20529048,49763.9959,49763.9959,0,0,1
RPV,12,3,RPV,0,0,low,5,6,53RPVlow6shoot,0.2875,0.0215,NA,NA,54,NA,NA,NA,2800,51.922408,-3.494227431,40,33.91326396,142550.9771,142550.9771,0,0,1
RPV,12,3,RPV,0,1,P,1,1,13RPVP1shoot,0.0456,0.0012,354.655,2,26.1,NA,NA,NA,2800,50.61411034,-3.455821421,33,31.35788981,373345.56,373345.56,0,0,1
RPV,12,3,RPV,0,1,P,1,2,13RPVP2shoot,0.0673,0.003,423.5,2,41.4,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,36.3036321,91607.26255,91607.26255,0,0,1
RPV,12,3,RPV,0,1,P,2,3,23RPVP3shoot,0.2498,0.0194,1365.852,2,50,2800,49.19482931,-3.050822322,2800,50.71861646,-3.56860197,12,32.5499471,123383.4435,123383.4435,0,0,1
RPV,12,3,RPV,0,1,P,3,4,33RPVP4shoot,0.2181,0.0303,1054.644,2,47.6,NA,NA,NA,2800,50.61411034,-3.455821421,33,29.37375196,1400408.123,1400408.123,0,0,1
RPV,12,3,RPV,0,1,P,4,5,43RPVP5shoot,0.1781,0.0108,860.056,2,48.5,NA,NA,NA,2800,50.61411034,-3.455821421,33,30.75574112,557638.6072,557638.6072,0,0,1
RPV,12,3,RPV,0,1,P,5,6,53RPVP6shoot,0.2896,0.0191,NA,NA,48.3,NA,NA,NA,2800,50.14614113,-3.45265522,45,32.82476552,103950.7164,103950.7164,0,0,1
RPV,12,3,RPV,0,1,P,5,7,53RPVP7shoot,0.2051,0.0114,NA,NA,46,NA,NA,NA,2800,50.14614113,-3.45265522,45,32.64012019,117572.7599,117572.7599,0,0,1
RPV,12,3,RPV,1,0,N,1,2,13RPVN2shoot,0.2467,0.0236,1692.686,2,49.2,2800,54.44303316,-3.083148658,28000,54.85190498,-3.428139814,4,38.46351751,60332.06062,60332.06062,0,0,1
RPV,12,3,RPV,1,0,N,2,3,23RPVN3shoot,0.2204,0.0138,1270.531,2,53.2,NA,NA,NA,2800,50.95508678,-3.518829324,32,37.78778203,5520.215969,5520.215969,0,0,1
RPV,12,3,RPV,1,0,N,4,5,43RPVN5shoot,0.437,0.0189,2009.409,2,49.3,NA,NA,NA,2800,50.95508678,-3.518829324,32,36.11932754,16447.75068,16447.75068,0,0,1
RPV,12,3,RPV,1,0,N,5,6,53RPVN6shoot,0.3257,0.0182,NA,NA,47,NA,NA,NA,2800,51.922408,-3.494227431,40,31.89808973,537880.059,537880.059,0,0,1
RPV,12,3,RPV,1,1,N+P,1,1,13RPVN+P1shoot,0.2149,0.0176,1353.534,2,51.3,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,36.70749792,59703.27285,59703.27285,0,0,1
RPV,12,3,RPV,1,1,N+P,1,2,13RPVN+P2shoot,0.064,0.0012,923.736,2,39.6,NA,NA,NA,2800,50.05916254,-3.409982336,34,28.94804319,1552301.798,1552301.798,0,0,1
RPV,12,3,RPV,1,1,N+P,2,3,23RPVN+P3shoot,0.2699,0.017,1620.304,3,48,NA,NA,NA,2800,50.95508678,-3.518829324,32,34.31700643,53493.36303,53493.36303,0,0,1
RPV,12,3,RPV,1,1,N+P,3,4,33RPVN+P4shoot,0.3355,0.0333,1629.445,3,48.6,2800,56.15578587,-3.476488848,2800,54.27998251,-3.679332379,7,36.14179611,85064.69509,85064.69509,0,0,1
RPV,12,3,RPV,1,1,N+P,4,5,43RPVN+P5shoot,0.1904,0.0094,980.05,2,47.1,280000,55.57067802,-3.193670273,2800,53.18558748,-3.402296224,8,37.21193695,49540.65222,49540.65222,0,0,1
