dpi,time,inoc,nutrient,round,replicate,aphid_mass_mg,conc,quant_t,nutrient_t,ext_date_t,RT_date_t,PCR_date_t,gel_date_t,PAV_t,RPV_t,notes_t,ext_notes_t,gel_notes_t,material,ID,high_N,high_P,high_N_t,high_P_t,co,t_up,t_dn,conc_s,conc_r,conc_r_s
26,7,coinfection,N,4,5,92,760.3490693565368,69952.11438080139,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.7.coinfection.N.5.N,1,0,1,0,1,1,1,0.5821958570172491,13825.155419997986,-0.3898766422955821
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,low,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.low,1,1,0,0,1,0,0,-0.5840776895712115,78461.15079428775,1.3229774197571438
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.N,1,1,1,0,1,0,0,-0.5840776895712115,78461.15079428775,1.3229774197571438
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,N+P,3/8/16,3/11/16,3/13/16,3/13/16,1,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.N+P,1,1,1,1,1,1,1,-0.5840776895712115,78461.15079428775,1.3229774197571438
26,7,coinfection,N+P,2,3,82.10000000000001,61.37431448829756,5038.83121948923,P,3/8/16,3/11/16,3/13/16,3/13/16,0.5,1,NA,NA,NA,shoot,2.7.coinfection.N+P.3.P,1,1,0,1,1,1,0,-0.5840776895712115,78461.15079428775,1.3229774197571438
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,P,3/3/16,3/4/16,3/5/16,3/5/16,0,1,NA,NA,NA,shoot,3.8.coinfection.low.4.P,0,0,0,1,1,0,0,2.169566258666507,39007.54802966335,0.27745683379457114
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,low,3/3/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,3.8.coinfection.low.4.low,0,0,0,0,1,1,1,2.169566258666507,39007.54802966335,0.27745683379457114
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,N,3/3/16,3/4/16,3/5/16,3/5/16,0,1,NA,NA,NA,shoot,3.8.coinfection.low.4.N,0,0,1,0,1,0,0,2.169566258666507,39007.54802966335,0.27745683379457114
29,8,coinfection,low,3,4,133.8,1711.6969247747181,229025.0485348573,N+P,3/3/16,3/4/16,3/5/16,3/5/16,1,1,NA,NA,NA,shoot,3.8.coinfection.low.4.N+P,0,0,1,1,1,1,1,2.169566258666507,39007.54802966335,0.27745683379457114
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,low,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.low,0,1,0,0,1,1,1,0.29887064737923796,54491.77839434231,0.6877889826895855
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,N,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N,0,1,1,0,1,1,1,0.29887064737923796,54491.77839434231,0.6877889826895855
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,N+P,2/9/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,3.8.coinfection.P.4.N+P,0,1,1,1,1,1,1,0.29887064737923796,54491.77839434231,0.6877889826895855
29,8,coinfection,P,3,4,137.6,590.5457075860395,81259.08936383903,P,2/9/16,2/12/16,2/12/16,2/12/16,0.5,0,NA,NA,NA,shoot,3.8.coinfection.P.4.P,0,1,0,1,1,1,0,0.29887064737923796,54491.77839434231,0.6877889826895855
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,low,2/8/16,2/12/16,2/12/16,2/12/16,0.5,0.5,NA,NA,NA,shoot,4.8.coinfection.P.5.low,0,1,0,0,1,1,0,1.3785736095086736,12358.141163800403,-0.4287525242753744
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N,0,1,1,0,1,1,1,1.3785736095086736,12358.141163800403,-0.4287525242753744
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.N+P,0,1,1,1,1,1,1,1.3785736095086736,12358.141163800403,-0.4287525242753744
29,8,coinfection,P,4,5,76.30000000000001,1237.6367056563554,94431.68064157994,P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.P.5.P,0,1,0,1,1,1,1,1.3785736095086736,12358.141163800403,-0.4287525242753744
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,low,10/6/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.low,1,0,0,0,1,0,0,-0.46934589595927856,34949.56411742593,0.16992024852856527
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,N,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N,1,0,1,0,1,0,0,-0.46934589595927856,34949.56411742593,0.16992024852856527
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,N+P,10/5/15,10/10/15,10/10/15,10/11/15,0,1,NA,NA,NA,shoot,4.8.coinfection.N.5.N+P,1,0,1,1,1,0,0,-0.46934589595927856,34949.56411742593,0.16992024852856527
29,8,coinfection,N,4,5,187,130.1357363263188,24335.382693021616,P,10/6/15,10/10/15,10/10/15,10/11/15,1,1,NA,NA,NA,shoot,4.8.coinfection.N.5.P,1,0,0,1,1,1,1,-0.46934589595927856,34949.56411742593,0.16992024852856527
29,8,coinfection,N+P,2,3,71.3,103.93289526176021,7410.415432163502,N,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N,1,1,1,0,1,0,0,-0.5130666171530178,95.48749933520999,-0.7537128814122238
29,8,coinfection,N+P,2,3,71.3,103.93289526176021,7410.415432163502,N+P,3/8/16,3/11/16,3/13/16,3/13/16,0,1,NA,NA,NA,shoot,2.8.coinfection.N+P.3.N+P,1,1,1,1,1,0,0,-0.5130666171530178,95.48749933520999,-0.7537128814122238
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,low,2/8/16,2/12/16,2/12/16,2/12/16,0,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.low,1,1,0,0,1,0,0,-0.5791724515162466,54602.95780533655,0.690735237398519
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,N,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N,1,1,1,0,1,1,1,-0.5791724515162466,54602.95780533655,0.690735237398519
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,N+P,2/8/16,2/12/16,2/12/16,2/12/16,1,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.N+P,1,1,1,1,1,1,1,-0.5791724515162466,54602.95780533655,0.690735237398519
29,8,coinfection,N+P,4,5,164.5,64.3141372915059,10579.675584452722,P,2/8/16,2/12/16,2/12/16,2/12/16,0.5,1,NA,NA,NA,shoot,4.8.coinfection.N+P.5.P,1,1,0,1,1,1,0,-0.5791724515162466,54602.95780533655,0.690735237398519
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.low,1,1,0,0,1,1,1,-0.5343598781683929,3525.343111517072,-0.6628216978919516
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,N,3/22/16,3/25/16,3/25/16,3/26/16,0,1,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N,1,1,1,0,1,0,0,-0.5343598781683929,3525.343111517072,-0.6628216978919516
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,N+P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.N+P,1,1,1,1,1,1,0,-0.5343598781683929,3525.343111517072,-0.6628216978919516
5,1,coinfection,N+P,1,1,92.80000000000001,91.17135064634493,8460.70133998081,P,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.1.coinfection.N+P.1.P,1,1,0,1,1,1,1,-0.5343598781683929,3525.343111517072,-0.6628216978919516
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,N,8/18/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N,0,1,1,0,1,0,0,-0.5085146108318427,148.88244353751335,-0.752297915238339
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,N+P,8/18/15,8/19/15,8/21/15,8/21/15,1,1,NA,NA,NA,shoot,1.1.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.5085146108318427,148.88244353751335,-0.752297915238339
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,low,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.low,0,1,0,0,1,0,0,-0.5085146108318427,148.88244353751335,-0.752297915238339
5,1,coinfection,P,1,1,68.4,106.66101810378913,7295.613638299177,P,3/22/16,3/25/16,3/25/16,3/26/16,0,0,NA,NA,NA,shoot,1.1.coinfection.P.1.P,0,1,0,1,1,0,0,-0.5085146108318427,148.88244353751335,-0.752297915238339
8,2,coinfection,P,1,1,11.299999999999999,295.4303520426973,3338.362978082479,low,8/13/15,8/19/15,8/21/15,8/21/15,0,1,NA,NA,NA,shoot,1.2.coinfection.P.1.low,0,1,0,0,1,0,0,-0.19354374951429384,4372.234720173793,-0.6403790678433852
8,2,coinfection,P,1,1,11.299999999999999,295.4303520426973,3338.362978082479,P,8/13/15,8/19/15,8/21/15,8/21/15,0,0,NA,NA,NA,shoot,1.2.coinfection.P.1.P,0,1,0,1,1,0,0,-0.19354374951429384,4372.234720173793,-0.6403790678433852
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,low,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.low,0,0,0,0,1,1,1,-0.47948959091030124,2825.563490236556,-0.68136585985482
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,N,3/22/16,3/25/16,3/25/16,3/26/16,1,0,NA,NA,NA,shoot,1.3.coinfection.low.1.N,0,0,1,0,1,1,1,-0.47948959091030124,2825.563490236556,-0.68136585985482
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,N+P,3/22/16,3/25/16,3/25/16,3/26/16,1,1,NA,NA,NA,shoot,1.3.coinfection.low.1.N+P,0,0,1,1,1,1,1,-0.47948959091030124,2825.563490236556,-0.68136585985482
12,3,coinfection,low,1,1,49.4,124.0563849489432,6128.385416477794,P,3/22/16,3/25/16,3/25/16,3/26/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.low.1.P,0,0,0,1,1,1,0,-0.47948959091030124,2825.563490236556,-0.68136585985482
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.low,1,0,0,0,1,1,1,-0.09718350887299058,20829.098208879957,-0.20427213838330358
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N.1.N,1,0,1,0,1,1,1,-0.09718350887299058,20829.098208879957,-0.20427213838330358
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.3.coinfection.N.1.N+P,1,0,1,1,1,0,0,-0.09718350887299058,20829.098208879957,-0.20427213838330358
12,3,coinfection,N,1,1,85.1,353.1812765820723,30055.726637134354,P,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N.1.P,1,0,0,1,1,1,1,-0.09718350887299058,20829.098208879957,-0.20427213838330358
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,low,2/3/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.3.coinfection.N+P.1.low,1,1,0,0,1,1,1,-0.07836086657437331,7350.102682517281,-0.5614655583349418
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N,1,1,1,0,1,1,1,-0.07836086657437331,7350.102682517281,-0.5614655583349418
12,3,coinfection,N+P,1,1,28.400000000000002,364.4621221651121,10350.724269489183,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,0,NA,NA,NA,shoot,1.3.coinfection.N+P.1.N+P,1,1,1,1,1,1,0,-0.07836086657437331,7350.102682517281,-0.5614655583349418
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,low,2/3/16,2/10/16,2/10/16,2/10/16,0,0.5,NA,NA,NA,shoot,1.3.coinfection.P.1.low,0,1,0,0,1,0,0,-0.2995611096152199,37248.3609456941,0.23083837104423205
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,N,2/3/16,2/10/16,2/10/16,2/10/16,0,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N,0,1,1,0,1,0,0,-0.2995611096152199,37248.3609456941,0.23083837104423205
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.3.coinfection.P.1.N+P,0,1,1,1,1,1,0,-0.2995611096152199,37248.3609456941,0.23083837104423205
12,3,coinfection,P,1,1,42.1,231.89169209016103,9762.64023699578,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.3.coinfection.P.1.P,0,1,0,1,1,1,1,-0.2995611096152199,37248.3609456941,0.23083837104423205
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,low,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.low,1,0,0,0,1,1,1,-0.4511479170786015,20955.168193379744,-0.2009312834339377
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,N,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N,1,0,1,0,1,1,1,-0.4511479170786015,20955.168193379744,-0.2009312834339377
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,N+P,2/3/16,2/10/16,2/10/16,2/10/16,0.5,1,NA,NA,NA,shoot,1.5.coinfection.N.1.N+P,1,0,1,1,1,1,0,-0.4511479170786015,20955.168193379744,-0.2009312834339377
19,5,coinfection,N,1,1,168,141.04220665176388,23695.09071749633,P,2/3/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.N.1.P,1,0,0,1,1,1,1,-0.4511479170786015,20955.168193379744,-0.2009312834339377
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.low,0,1,0,0,1,1,1,-0.34370572287575624,358.63659083668824,-0.7467394297357438
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N,0,1,1,0,1,1,1,-0.34370572287575624,358.63659083668824,-0.7467394297357438
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.34370572287575624,358.63659083668824,-0.7467394297357438
19,5,coinfection,P,1,1,42.6,205.43480268990385,8751.522594589904,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.5.coinfection.P.1.P,0,1,0,1,1,1,1,-0.34370572287575624,358.63659083668824,-0.7467394297357438
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.low,0,0,0,0,1,1,1,0.2553122509730094,52135.53639749288,0.6253485630424218
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,N,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.6.coinfection.low.1.N,0,0,1,0,1,1,1,0.2553122509730094,52135.53639749288,0.6253485630424218
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.6.coinfection.low.1.N+P,0,0,1,1,1,1,1,0.2553122509730094,52135.53639749288,0.6253485630424218
22,6,coinfection,low,1,1,81.2,564.4401515271223,45832.54030400234,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.6.coinfection.low.1.P,0,0,0,1,1,0,0,0.2553122509730094,52135.53639749288,0.6253485630424218
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,low,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.low,1,0,0,0,1,1,1,-0.5881016666670813,10720.540677491948,-0.47214894184038786
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,N,2/18/16,2/19/16,2/19/16,2/19/16,0,0,NA,NA,NA,shoot,1.6.coinfection.N.1.N,1,0,1,0,1,0,0,-0.5881016666670813,10720.540677491948,-0.47214894184038786
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,N+P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.N+P,1,0,1,1,1,1,1,-0.5881016666670813,10720.540677491948,-0.47214894184038786
22,6,coinfection,N,1,1,49.4,58.962651793547785,2912.7549986012605,P,2/18/16,2/19/16,2/19/16,2/19/16,1,1,NA,NA,NA,shoot,1.6.coinfection.N.1.P,1,0,0,1,1,1,1,-0.5881016666670813,10720.540677491948,-0.47214894184038786
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,low,2/4/16,2/10/16,2/10/16,2/10/16,1,0,NA,NA,NA,shoot,1.7.coinfection.N.1.low,1,0,0,0,1,1,1,-0.5682513250614752,8072.334216043838,-0.5423264206334188
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,N,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N,1,0,1,0,1,0,0,-0.5682513250614752,8072.334216043838,-0.5423264206334188
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,N+P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N.1.N+P,1,0,1,1,1,0,0,-0.5682513250614752,8072.334216043838,-0.5423264206334188
26,7,coinfection,N,1,1,82.69999999999999,70.8594213793928,5860.074148075783,P,2/4/16,2/10/16,2/10/16,2/10/16,1,0.5,NA,NA,NA,shoot,1.7.coinfection.N.1.P,1,0,0,1,1,1,1,-0.5682513250614752,8072.334216043838,-0.5423264206334188
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,low,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.low,1,1,0,0,1,1,1,-0.5220473404590696,55296.61210197724,0.7091170782409351
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,N,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N,1,1,1,0,1,1,1,-0.5220473404590696,55296.61210197724,0.7091170782409351
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,N+P,2/4/16,2/10/16,2/10/16,2/10/16,1,1,NA,NA,NA,shoot,1.7.coinfection.N+P.1.N+P,1,1,1,1,1,1,1,-0.5220473404590696,55296.61210197724,0.7091170782409351
26,7,coinfection,N+P,1,1,94.7,98.55053973312019,9332.736112726483,P,2/4/16,2/10/16,2/10/16,2/10/16,0,0,NA,NA,NA,shoot,1.7.coinfection.N+P.1.P,1,1,0,1,1,0,0,-0.5220473404590696,55296.61210197724,0.7091170782409351
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.low,0,1,0,0,1,1,1,-0.2106379973831345,696.5824433569469,-0.7377838636786077
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N,0,1,1,0,1,1,1,-0.2106379973831345,696.5824433569469,-0.7377838636786077
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.N+P,0,1,1,1,1,1,1,-0.2106379973831345,696.5824433569469,-0.7377838636786077
26,7,coinfection,P,1,1,39.9,285.1853732821561,11378.896393958028,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.7.coinfection.P.1.P,0,1,0,1,1,1,1,-0.2106379973831345,696.5824433569469,-0.7377838636786077
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,N,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N,0,0,1,0,1,1,1,-0.0021097823028808473,3010.5897928155596,-0.676462662307945
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.N+P,0,0,1,1,1,1,1,-0.0021097823028808473,3010.5897928155596,-0.676462662307945
29,8,coinfection,low,1,1,21.8,410.16116343463926,8941.5133628751355,P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.low.1.P,0,0,0,1,1,1,1,-0.0021097823028808473,3010.5897928155596,-0.676462662307945
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,N,4/5/16,4/8/16,4/9/16,4/9/16,1,0.5,NA,NA,NA,shoot,1.8.coinfection.N.1.N,1,0,1,0,1,1,1,4.824862340045285,27415.75117097902,-0.029725816072769088
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,low,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.low,1,0,0,0,1,1,1,4.824862340045285,27415.75117097902,-0.029725816072769088
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,1,NA,NA,NA,shoot,1.8.coinfection.N.1.N+P,1,0,1,1,1,1,1,4.824862340045285,27415.75117097902,-0.029725816072769088
29,8,coinfection,N,1,1,211.5,3303.077380083324,698600.8658876229,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N.1.P,1,0,0,1,1,0,0,4.824862340045285,27415.75117097902,-0.029725816072769088
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,low,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.low,1,1,0,0,1,0,0,-0.16539604234225597,45711.0658646013,0.45510007556916326
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,N,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N,1,1,1,0,1,0,0,-0.16539604234225597,45711.0658646013,0.45510007556916326
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,N+P,4/5/16,4/8/16,4/9/16,4/9/16,1,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.N+P,1,1,1,1,1,1,1,-0.16539604234225597,45711.0658646013,0.45510007556916326
29,8,coinfection,N+P,1,1,282.9,312.299925032867,88349.64879179807,P,4/5/16,4/8/16,4/9/16,4/9/16,0,0,NA,NA,NA,shoot,1.8.coinfection.N+P.1.P,1,1,0,1,1,0,0,-0.16539604234225597,45711.0658646013,0.45510007556916326
